y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49
1,1.0,1.1828592,0.49274933,0.16777688,0.3365399,-1.0386328,2.4764714,-3.0276809,-0.112062365,0.0,-0.08837485,-0.53826874,2.9820092,0.77026796,0.0,-0.84134597,2.2805746,0.47971392,0.93262225,0.0,-3.7155657,3.6850352,1.2386162,-2.4845726,-1.8497906,-2.5192525,-0.055758417,0.0,-1.4256158,-0.41866583,0.21828318,0.0,8.627551,1.0,1.1129575,0.0,0.0,3.6561143,-0.4506362,5.049992,4.5400214,-1.7719501,-0.6021362,-1.8708255,-0.5057704,0.0,0.34369218,3.8341336,-1.647577
1,1.0,1.8111215,-1.5653045,0.092696086,0.9712199,-0.8951127,1.6506112,-2.596839,-1.8173681,0.0,-0.41537002,-1.4031286,1.7815692,-0.05429548,0.0,-0.89094776,2.7137854,1.6514225,0.41418418,0.0,-3.3375275,3.4282584,0.9417795,-3.6604729,-1.8623928,-3.0066736,-0.3887257,0.0,-1.2966803,0.28506875,-0.24413744,0.0,5.626539,0.0,1.6902753,1.0,0.0,2.201003,0.69595623,3.8080642,1.2926211,-2.2449818,-1.0033209,-5.4897003,-0.7681833,0.0,0.6755941,3.5583076,-2.3358197
1,1.0,5.2253313,0.8240664,0.20002718,0.9699704,-1.0804468,3.4875097,-0.54429215,0.15424001,1.0,0.5835981,0.48194608,-0.839605,2.3514879,1.0,0.25670552,4.31456,-2.891107,1.7338114,0.0,-3.9437513,4.2554965,1.2841073,-3.3340394,1.3266158,-1.4210749,0.24313831,0.0,0.509578,0.43401653,-0.33580583,1.0,10.924303,0.0,0.9715417,1.0,1.0,3.6610646,1.0803225,-2.2248645,-0.7258434,-0.98649013,-0.27256954,-0.30892205,-1.6406082,0.0,1.7161801,2.306657,-2.975962
0,0.0,-4.4311733,0.32535684,1.1663978,-2.1041765,-0.91508806,2.2632082,0.16441086,1.5667615,1.0,1.498639,0.01241225,1.8726516,0.8345245,1.0,-2.4889011,5.371718,1.1951096,-0.9454721,1.0,-1.40629,4.383915,-1.3547249,-3.1468234,-1.2012917,-2.2130613,0.33091068,1.0,-1.331332,2.3573165,-2.8370445,1.0,10.404032,0.0,-0.011222294,0.0,1.0,3.267932,-2.538258,6.270092,-1.8656635,-1.0692337,-0.946012,-3.2216492,-2.048871,1.0,2.6103992,4.5912867,0.035740167
1,1.0,-2.1092148,0.29903793,2.6560206,-0.36147174,-1.9808183,2.988554,-3.3153172,2.0495756,1.0,-2.0572402,1.0247142,3.6927643,3.2164972,0.0,-1.2996644,-0.37386382,0.6921256,-0.1516157,0.0,-5.943039,4.3734226,0.875249,-3.3960896,-1.3588778,-2.4075572,-0.08315581,1.0,-1.372004,-0.12937003,-2.4662995,0.0,4.5261903,0.0,0.5745119,1.0,0.0,7.3251333,-1.5820162,3.323931,9.368799,-0.61062723,0.64114904,-1.3534524,-0.8058923,1.0,1.3036989,1.2172141,-1.4251244
1,1.0,-0.22322768,1.0829247,1.6190104,1.9925232,-1.8904204,0.9405606,-1.3523005,1.5358162,1.0,-0.92221165,2.1943107,1.2218565,3.3511987,1.0,-0.8595302,1.4942113,0.9188711,0.77268004,0.0,-3.2622716,4.7961645,1.0037777,-5.6345997,-1.7709968,-2.4885385,-1.912024,0.0,-0.7863686,1.2397006,-4.4585648,1.0,8.111165,1.0,-0.18278989,1.0,0.0,0.5816691,-1.6527903,4.934026,4.844481,-1.4161621,-2.0961404,-0.6377268,-2.7700357,1.0,0.31491315,1.9405103,-0.358822
0,0.0,-3.1590257,2.1049173,2.437672,-1.1175771,-1.6641572,-1.1161267,-0.9617117,1.0991695,1.0,-1.2072829,0.97347116,2.5734184,0.11678755,0.0,-1.7116412,2.881109,1.3141453,-0.244044,1.0,-3.1438594,6.6924677,0.9897704,-1.751981,-1.2221222,-2.968975,1.503034,1.0,-0.4945339,1.6840959,-2.6960855,0.0,8.408889,0.0,-0.030079134,0.0,0.0,5.4348645,0.020465374,-0.7960751,3.304952,-0.4876232,-2.2516406,-4.4166126,-1.1393311,0.0,-0.45138648,2.805706,-1.4942436
1,1.0,2.457199,-0.054299027,-0.059698254,0.2509501,-0.646007,3.661141,-2.9527159,0.20797914,0.0,-1.0187494,-0.22389367,1.4722825,2.5275886,0.0,-0.15756857,1.3511257,-0.48157907,1.2095463,0.0,-1.8174753,7.462328,0.8660806,-4.330202,-0.5623108,-1.1367855,-2.8000252,1.0,0.13789313,1.5249677,-0.6991519,0.0,9.815975,1.0,1.7662542,1.0,0.0,1.070323,-0.9566245,3.255468,9.424203,-4.048412,-2.167995,-1.8554044,-1.1461706,0.0,0.5167603,3.48202,-2.9065578
0,0.0,-3.399434,1.1210012,2.1307802,-2.2256277,-1.7361392,1.7358015,0.15145868,0.8298042,0.0,1.7716185,-0.6812535,2.5994108,0.5262768,0.0,-2.474216,3.8536339,2.6825738,-0.4554209,1.0,-1.8325548,3.7258873,-1.0079296,-1.0576335,-1.2691758,-2.199277,1.7565371,1.0,-1.2685367,2.405541,-1.9019647,0.0,8.655861,1.0,-0.12722333,1.0,0.0,4.3490996,-1.7075117,1.7584894,3.245341,1.3857863,-0.013655186,-4.045892,-2.346712,1.0,0.21588764,3.2824836,-0.21120225
0,1.0,1.8006411,-0.92166597,0.24358708,0.48451132,-0.2525061,4.0060697,-2.669997,1.3562183,0.0,1.0295519,-0.9261231,1.5197055,3.1169755,0.0,0.83382475,3.221373,0.120317936,0.24495922,1.0,-3.5821056,8.550392,0.47449222,-4.3088284,-0.6118346,-2.1829443,-3.0322368,0.0,-1.3904315,0.07505098,-1.3948581,0.0,9.6519985,0.0,1.6971854,1.0,1.0,1.6780233,-0.5354678,0.8619342,6.581255,-2.5798461,-1.7131004,-1.9538822,0.10482836,0.0,1.5048647,2.4308372,-2.9216452
1,0.0,4.235293,1.1340562,-0.14980035,1.5172353,0.35975382,4.493583,-1.730379,-1.0225989,0.0,1.9954649,-0.6775212,-0.6578719,3.1230116,1.0,0.5688232,3.0954232,-0.752832,0.08044271,0.0,-0.79716146,5.8085804,0.85570186,-1.6858013,-1.7924011,0.62591624,-0.9624672,0.0,1.9803301,0.07356274,-1.5207293,1.0,10.435604,0.0,2.6556375,0.0,1.0,3.4223323,-0.09965372,5.798299,5.2352266,-2.5693355,-1.8169014,-0.59427893,0.8593735,1.0,-0.4814375,2.434421,-2.5496547
1,1.0,0.751464,-0.34467793,0.05608155,1.9855334,-1.0025417,2.133305,-0.82885003,0.5708406,0.0,1.9386047,0.477735,1.9216763,2.5831444,1.0,0.37371972,1.2256601,0.66962093,0.64315647,1.0,-4.128831,3.7505674,0.3118273,-3.7524288,-1.7093403,-3.1250815,-0.1953572,0.0,-1.3808866,0.32444364,-0.047677934,1.0,7.141103,0.0,1.3147844,0.0,0.0,6.375598,0.16304845,4.2643466,10.921509,-0.51171184,-0.9153947,-2.4737449,0.07950565,0.0,-0.48579738,0.19895017,-3.0547175
0,0.0,-1.5457549,0.53825605,2.4141967,0.18417457,-1.8666823,1.6721818,-3.0875773,1.7306461,0.0,-0.8462824,1.1121266,2.4824731,2.55558,1.0,-1.0649576,3.0949585,2.6711185,-1.1869044,0.0,-0.842216,3.0735583,1.1918979,-4.3456573,-1.596463,-2.951301,-2.0860252,1.0,-1.2729037,0.6279056,-2.4079905,1.0,7.821887,1.0,0.09080903,1.0,1.0,5.204971,-2.7567174,7.0634336,8.25214,-0.10010606,-0.2599303,-1.5379378,0.5070011,1.0,0.9295713,1.9565716,-1.2385303
0,0.0,-0.6307772,0.5283401,1.1407111,1.6799185,-0.63068014,2.798383,-1.1835246,-0.41161054,1.0,0.32534352,0.8361858,0.16572595,2.1766453,0.0,-0.57827926,2.6490326,1.7515156,-0.9745315,1.0,-3.0894804,3.7738779,1.1485032,-1.4373462,-1.7852774,-2.7802746,0.6263527,0.0,-1.0823462,-0.6637046,-0.39936626,1.0,9.882034,1.0,1.6752609,0.0,1.0,4.5545654,-2.0865512,1.2990452,4.9490566,0.9060013,-1.7063203,-2.5441868,-1.0766957,0.0,-0.07954496,2.1258097,-1.6761826
1,1.0,0.9992993,-0.47859153,0.14621344,1.1385704,-0.9580971,5.0807085,-1.4963571,-1.0895208,0.0,-0.30477378,-0.76102036,1.7539904,2.8333955,1.0,-1.1173608,3.1900973,0.40754193,1.3883836,1.0,-4.103054,1.2272604,0.24042198,-1.7441815,-1.2464685,-3.4103878,0.08122069,0.0,-0.8270736,1.3009884,0.30666643,1.0,6.9254913,1.0,2.116463,1.0,0.0,5.3885784,-1.1762551,3.4046931,2.1110017,-2.2410898,-1.2196915,-0.21319664,1.1192861,0.0,-0.54413474,2.1976755,-1.4167677
1,1.0,0.66176265,-0.05663848,0.22623344,0.7061511,-1.2300931,3.2053246,-3.132348,-1.4553316,0.0,-2.017274,-0.7164679,3.1573138,0.93801457,0.0,-1.7982798,1.1214417,0.86391217,0.11848295,0.0,-5.249996,5.128643,0.6635731,-3.3216872,-0.88639426,-3.4045632,-1.8506408,0.0,-1.3848349,1.3548183,1.216169,0.0,6.630403,1.0,1.871493,1.0,1.0,2.6686997,-0.087763906,4.868221,1.2922807,-2.505029,0.22280094,-1.4916389,-0.5446707,0.0,0.7195607,3.8564665,-1.1893233
1,0.0,-0.55016226,3.4609537,0.732579,-0.22089463,-1.1151698,3.0691447,-3.3195817,-0.68683624,1.0,0.15268122,-0.66095775,3.2801933,0.90851164,1.0,-1.7563887,0.5384947,1.5429888,-1.2822394,0.0,-3.5603127,6.1178966,0.50691557,-4.415882,-1.6744239,-3.0177727,0.14250323,0.0,-1.5320696,1.7418138,-2.1253338,1.0,10.351195,0.0,1.249419,0.0,0.0,2.5223737,-0.070119336,4.477036,2.813587,-0.32541734,0.46105525,-1.8744931,-0.88610995,1.0,-0.09808841,2.2105556,-0.15134197
1,1.0,0.62817144,-0.32781065,0.28441516,0.062242746,-1.2227569,2.5572402,-3.6878743,0.19841897,1.0,0.49280536,-0.16117072,3.5520422,1.1655421,1.0,-0.4463428,0.15208954,-0.38375795,-0.3632818,0.0,-4.991512,6.2085238,0.6972862,-5.72497,-1.8191363,-3.0142095,-1.463049,0.0,-1.4177921,0.7791529,-1.1003047,0.0,10.033602,1.0,1.0639236,1.0,0.0,1.8435606,-1.2302656,0.45182276,3.4030163,-1.9408295,-0.25271103,-1.0515094,0.013564825,0.0,0.7463541,2.199873,-2.2769134
0,1.0,-2.4082778,0.08510649,2.3324795,-1.4738017,-2.0727859,-0.27513433,-0.17100444,1.5692865,1.0,0.36650306,1.0716795,3.8364096,0.14853096,0.0,-1.0872025,0.0534693,2.427926,-0.5660641,0.0,-1.330869,8.5674095,-1.0936894,-4.0210533,0.84034175,-3.3945,-1.7673887,1.0,-0.7020882,0.12719393,-2.7202544,1.0,7.075655,1.0,-0.0484313,1.0,0.0,1.5510092,-1.2763655,7.4898925,3.9784184,-2.7949193,0.72802585,-3.9127758,-1.2452483,1.0,1.6717685,2.7490613,-2.6715212
1,1.0,0.12184608,1.9496953,0.9467141,0.7413188,-1.557211,1.3037424,-2.5546134,-0.79152215,1.0,-1.0053155,0.36666432,2.2924197,0.55412203,1.0,-1.8231626,3.8617034,1.9678533,1.2522329,1.0,-4.1713552,3.026323,0.91201365,-1.9896011,0.15101996,-3.3432856,0.72968364,1.0,-1.3477014,1.0745188,-1.1222507,1.0,7.877462,0.0,0.13945933,1.0,1.0,2.1089458,1.4882797,8.440355,5.654615,-2.837697,-1.3139871,-1.394357,-1.0883728,1.0,0.18783316,4.2154346,-1.605214
1,0.0,2.093973,-1.0936985,0.040133744,0.76904297,-0.27487832,1.6440742,-2.144555,0.46254972,0.0,-0.34535235,0.05992361,2.578124,1.4297311,0.0,0.16186953,-1.7490708,1.4002844,-0.979491,1.0,-5.126317,3.0276675,0.003201723,-2.9415288,-1.3583031,-2.5874712,-0.09865093,0.0,-0.46706158,0.83572286,-0.59127045,0.0,6.451437,0.0,2.4872983,1.0,1.0,5.4039125,0.10344064,3.6009426,3.7314773,-4.2241845,0.29501545,-2.9943228,-0.92973924,0.0,0.2042084,0.80035394,-2.6123185
1,0.0,-0.79812616,1.6218141,1.3459985,1.1968085,-1.5960504,1.5351602,-1.7424692,0.5760864,0.0,-1.7251813,0.4746514,2.8144248,1.1331661,1.0,-1.610529,-0.80745804,0.12352741,-0.83068675,1.0,-3.9307208,2.7416525,1.3257471,-3.9856472,-1.1093177,-3.2191908,-2.0276382,1.0,-1.3561649,0.6469855,-3.0429661,1.0,4.049542,0.0,0.88146704,1.0,0.0,4.9970403,-1.3959677,5.611107,3.9670572,-1.6070969,0.9181142,-1.7785183,-0.7960945,1.0,0.258342,0.2557604,-1.112261
0,0.0,-3.18304,2.1875632,2.3620872,-1.7830439,-1.7944239,-0.29397666,0.3035586,0.39112008,0.0,1.4880892,-0.43694153,2.6187618,-0.31552237,0.0,-1.8181881,2.6387203,3.1573582,0.31245372,0.0,-2.9071152,5.568878,-0.6709443,-3.9445786,0.40623355,-1.9537494,1.6106609,0.0,0.5565698,2.0486958,-2.8258154,0.0,10.36053,1.0,-0.08865733,1.0,1.0,0.8793433,-2.9633403,-0.55135214,4.9298654,0.44142666,-1.2023023,-2.6781986,-1.2961159,0.0,0.81296766,2.233302,-2.3145485
0,0.0,-3.3040967,2.0151517,2.1968002,-1.1748021,-1.5705466,-0.5482911,-0.6960981,-0.18368715,0.0,-1.4664068,-0.32692662,3.8979588,-0.9974916,0.0,-2.6446369,2.2027335,1.9016552,0.8683381,1.0,-3.319633,5.8586216,-0.36268747,-2.7074783,0.8176307,-2.251014,2.2791686,0.0,0.04509151,2.6181626,-2.838531,0.0,8.884781,0.0,0.34812388,1.0,1.0,5.1810985,-3.0208654,-1.9438059,0.94561625,0.44468033,-0.95095307,-6.0135465,-3.5334196,0.0,0.33326453,1.6942382,-1.6229532
1,1.0,1.3246262,-2.9056737,0.2718245,0.6910306,-1.153498,2.4800367,-2.3761601,1.3045645,0.0,2.5577106,0.049064726,1.2615969,1.7649363,0.0,0.1556145,2.0761423,0.7214585,0.5708965,1.0,-3.8733692,1.4184453,0.5587603,-2.998469,-1.9263988,-3.0054803,-1.5044134,0.0,-1.3982852,-0.10389,-0.50103414,0.0,8.375826,1.0,0.77994,1.0,0.0,1.7802211,-1.8521249,4.5145164,4.5958824,-3.3087554,-0.4468825,-0.71911323,-0.34385476,0.0,0.06111285,1.3592551,-2.5890229
1,1.0,0.11861032,2.1734896,0.63943183,2.0372791,-1.4626213,2.285772,-0.4414479,0.3992843,1.0,0.44525522,1.2857914,0.67661494,2.3448646,1.0,-0.27458206,1.3195764,0.44356918,0.5122451,1.0,-2.3717473,5.175377,1.512295,-2.1478913,-1.6168901,-2.6113806,0.22887325,0.0,-1.1394272,0.75751305,-1.8338232,0.0,4.8294187,1.0,0.9042854,1.0,1.0,2.5336628,-0.21892452,-3.82998,1.3269305,-0.62258816,0.08112103,-0.20111108,-1.809628,0.0,1.3483822,3.2636456,-1.9060763
0,0.0,-4.984529,-0.8622787,0.1891392,-1.6154186,0.9776927,3.1960273,0.719425,0.81029296,0.0,1.0520849,-2.1714451,1.578646,-0.021264762,1.0,-2.5758228,3.6054838,0.39233083,0.089017935,0.0,-0.91349924,7.785442,-2.7085943,-2.2184892,-0.2001726,-1.9543742,1.0119752,0.0,-1.0348976,-1.3039227,-0.6624806,0.0,10.872662,1.0,2.2262473,0.0,1.0,6.1397514,-0.63759786,2.538741,-0.8196051,-2.2066164,-2.0991201,-5.530236,-0.2767593,0.0,1.1187367,3.7490396,-2.556562
1,1.0,3.8716938,1.4097794,0.17333287,0.88458425,-1.0806794,2.687213,-1.496437,-2.7690215,1.0,3.0980208,-1.1899812,0.6535053,-0.032572374,1.0,0.14491235,2.7685714,0.7160418,0.32440388,0.0,-1.0279328,6.275732,0.48229837,-0.012821794,-1.1652251,-1.2052313,-0.0834856,0.0,0.28371903,1.7143316,-1.4343002,0.0,10.039839,0.0,1.042078,0.0,1.0,2.5055373,2.4195256,3.4745576,5.3201666,-2.298084,0.115382314,-2.4513452,-1.0243244,1.0,-0.18196274,3.0176241,-2.6831112
1,1.0,0.017023325,2.3580096,0.6042466,1.4251776,-1.4487131,3.009494,-1.7228035,-2.2063346,1.0,2.666468,-0.5448911,3.8403542,0.8134397,1.0,-1.0422103,1.0940895,2.5991042,-0.17874292,0.0,-6.7018175,3.183434,-0.67232585,-4.4547467,-1.2172313,-3.532925,-1.4212508,0.0,-1.3602645,1.8558053,-0.3996191,1.0,8.196651,1.0,0.69836926,1.0,0.0,3.080808,0.7632476,3.4005413,2.443565,-1.775902,-0.2993422,-2.607662,-0.5375867,1.0,-0.39008874,0.36351812,-1.4950379
1,1.0,-0.41256136,0.7696774,1.26095,0.7541959,-1.7533318,1.8312358,-2.148754,0.83354324,1.0,2.8702822,1.5204659,3.0251765,2.0787706,1.0,-0.25797954,0.29879677,2.8345335,0.06749201,0.0,-4.6048393,3.7918847,0.69001293,-3.706042,-1.6527562,-2.8750749,-3.9055557,0.0,-1.2525249,0.47323132,-0.8728311,0.0,5.5540195,1.0,0.19167787,1.0,0.0,4.5665417,-2.0788507,4.815257,2.3870993,-0.11256778,-0.5372495,-2.2657504,-1.460073,1.0,0.025750935,0.05500546,-1.6224942
1,1.0,0.18412217,2.0905738,0.69298095,0.8820111,-1.5958872,1.7362642,-1.6980282,-1.1489878,1.0,-0.112113774,-0.36435124,3.8153672,0.21787018,0.0,-1.7698697,-0.660256,1.188966,-0.8558501,0.0,-3.6998227,7.138484,-0.19216776,-3.3237522,-1.4395872,-3.3991225,0.012426734,1.0,-1.3419045,1.9734256,-2.2655354,1.0,6.6113915,1.0,0.7733156,1.0,0.0,5.178495,0.780679,8.9961195,1.5691843,-1.5131419,-0.3059796,-2.8337016,0.43415332,1.0,-0.218838,2.643834,-0.55582976
1,0.0,3.8376794,0.6135285,-0.4744209,0.37168536,0.877944,2.7339325,-3.03565,-0.7745281,0.0,3.1114655,-1.4009849,1.107069,0.3518877,0.0,0.28540206,0.4761243,2.3468916,-0.8880731,1.0,-3.8128808,0.8860712,0.26318982,0.3709957,-1.3640528,-1.5282927,-1.0005001,0.0,0.34869516,-0.077064276,-0.22867188,0.0,8.461377,0.0,2.7803433,1.0,1.0,3.0151212,0.7044516,2.603337,2.9277804,-1.4493551,-0.46062255,-3.4428735,-1.0497828,1.0,-0.14311686,1.3385179,-2.8363204
0,0.0,-2.8867598,3.8937526,2.8379316,0.4780286,-1.9879507,2.9624877,-2.6727984,-1.0810844,1.0,2.5942106,0.5833577,3.5303543,1.5636561,0.0,-2.1420717,0.08550954,-0.23800209,0.49731556,1.0,-5.0058637,7.585116,0.81700844,-2.0305753,0.84643954,-1.788343,2.2217855,0.0,-0.052514434,1.2596915,-3.3052635,1.0,5.261913,1.0,0.19198662,1.0,1.0,3.769848,0.965911,1.7620279,4.071022,-0.04694152,-1.0234922,-1.5969113,-2.209857,0.0,0.60013115,0.24943972,-2.4458199
0,0.0,0.64229107,2.2656097,-0.18150078,1.2013273,1.7678661,3.883452,-2.0810142,1.9139998,0.0,0.6834719,0.6965168,3.5358565,2.7017503,1.0,0.35260785,2.3558726,0.9169612,-0.9109625,1.0,-5.281264,6.539864,-2.5748985,-4.4916625,-1.5938249,0.8419449,0.051876068,0.0,0.8229088,1.3467348,-0.7304576,1.0,9.906482,1.0,2.9176743,1.0,1.0,5.481344,-0.1487298,-0.3283,3.2206798,-0.33481464,-0.6556788,-1.5498015,0.56565374,1.0,1.5654273,0.14006609,-2.3809788
1,0.0,-2.3155656,2.3500602,2.6915097,-0.16527545,-1.9504104,0.34581065,-2.7232015,-0.31639954,0.0,-2.6052547,0.7340429,0.326082,-0.17757925,0.0,-2.66014,5.870184,0.49455565,0.091798835,0.0,-1.4715148,7.654781,0.34363082,0.27870774,0.0073497146,-2.3734488,0.35307598,1.0,-0.051614467,1.7273382,-0.4254899,0.0,9.106342,0.0,-0.39153585,0.0,1.0,3.0389483,0.04165536,-3.6962144,1.3785121,2.2906227,6.50027,-4.306654,-1.7871591,0.0,1.5304973,3.5515099,-1.3929049
0,0.0,0.23028743,0.26465726,0.4184392,1.4583435,0.48075718,4.3172092,-1.9724501,0.7704838,1.0,-1.8761634,0.19596532,2.7617643,2.6685522,0.0,-1.988024,2.2625904,1.6273229,-0.98504674,1.0,-6.0433044,5.38482,-0.5298991,-1.474124,-1.6047659,-3.0952973,0.999858,1.0,-1.4357857,2.0238848,-1.4869404,0.0,8.320968,0.0,2.64706,0.0,1.0,4.21753,-2.1586864,4.6999726,2.750694,-2.691762,0.4579081,-2.1719081,0.33776748,0.0,1.2032267,2.740021,-0.22914618
1,1.0,-2.950518,1.8628576,2.2035227,0.071772784,-2.089151,1.489794,-2.9812448,0.94234085,0.0,-0.30703217,1.6538208,1.7394376,2.2471116,1.0,-1.8104879,1.6787578,1.1395125,0.9675617,1.0,-3.4308405,5.481933,0.62479055,-3.598788,0.013584115,-2.2237315,-3.5187404,0.0,-0.45166147,2.5310402,-2.4701707,1.0,9.801826,1.0,-0.22785142,0.0,1.0,4.392166,0.10028243,4.073212,6.93886,-1.1110457,-1.8859622,-1.3387028,-1.9626102,1.0,0.073108524,1.9611262,-1.3879749
