y,x1,x2,x3,x4
0,-3.3418646,0.56810385,-3.8449433,1.0
0,-5.159454,0.67678046,-2.5766377,1.0
1,-4.909837,-0.77865684,-0.8943399,1.0
1,-4.414287,-0.0024423003,-0.03489259,0.0
1,-1.2716451,-0.23588398,-0.41812423,0.0
0,-3.7095692,1.7226617,-3.2208855,1.0
0,-5.620108,0.97535765,-3.2539096,1.0
1,-2.3518233,-0.62625736,-1.3559265,1.0
1,-3.9289017,-0.82928085,-0.47230026,1.0
1,-3.8055499,-0.81621516,-0.84671104,0.0
0,-6.6610994,1.4683228,-2.2791107,1.0
1,-1.7136658,-1.5129687,2.4126735,0.0
0,-6.052679,1.1174074,-0.9275172,1.0
0,-3.8932724,1.230275,-4.3992496,1.0
1,-4.0431614,-0.43290955,0.3607965,0.0
1,-4.6918616,-0.6482057,-0.00824821,1.0
0,-7.3739843,1.5811973,-1.4753649,1.0
0,-5.1113515,0.9935737,-2.1850796,0.0
0,-5.838376,1.1692452,-3.3999815,1.0
0,-5.7526345,0.9605123,-3.4632442,1.0
0,-4.526606,2.310239,-2.5203278,0.0
1,-4.655051,0.035563707,0.50811213,0.0
0,-3.7593803,1.8277023,-2.1171153,0.0
0,-4.1843348,1.1766768,-3.2745848,1.0
0,-4.6704183,1.0716945,-3.8222008,1.0
0,-6.6592116,2.1247768,-1.6153525,1.0
1,-2.6097817,-0.49962634,0.11084014,1.0
0,-3.993074,1.9396116,0.055087566,0.0
0,-4.7899914,1.5232925,-1.5013739,1.0
0,-4.78084,1.37965,-2.4511955,1.0
0,-3.835157,1.3970746,-2.3116436,1.0
0,-4.1707354,1.5052052,-3.5264452,1.0
1,-4.4096746,0.17434007,-1.269228,0.0
0,-6.6283617,1.0735646,-3.1459193,1.0
1,-4.079626,-0.55059016,-0.93215245,0.0
0,-4.1579595,1.8351583,-3.8652396,0.0
1,-2.6922019,-0.43117177,0.94252133,0.0
1,-1.3682083,-1.0758371,-0.23430209,0.0
0,-3.5480452,1.506704,-1.7241964,0.0
1,-3.2103739,-0.28704476,0.15116048,0.0
0,-7.1086397,1.1769986,-2.756626,1.0
0,-2.4303503,0.8395328,-0.91454744,0.0
1,-1.7291793,-1.168059,0.5125916,0.0
0,-3.8052092,1.5016397,-0.87637925,0.0
0,-3.3861914,1.0960335,-2.6130502,1.0
1,-3.1000733,-0.44435364,-0.85282564,0.0
1,-0.49278498,-0.2605694,-1.238934,1.0
1,-1.4271523,-1.2838595,-1.3702788,1.0
1,-3.0090952,-0.5171383,-0.54411554,0.0
1,-0.67100143,-1.0989926,-1.2244503,1.0
1,-1.0101191,-0.10556871,-0.053050578,0.0
1,-5.0459394,-0.04941666,-0.5429171,0.0
0,-5.2277412,0.8178005,-1.6982353,1.0
0,-4.1209064,1.5644159,-1.2871635,0.0
0,-4.736524,1.3296443,-2.6527388,1.0
1,-0.58348393,-0.851853,-0.86916864,0.0
0,-5.5500627,1.2889376,0.2058289,0.0
1,-2.5760267,-0.44705594,-0.6584455,1.0
0,-4.716658,1.4964516,-1.8427267,1.0
1,-4.3829446,-1.5017467,-0.524693,0.0
0,-7.4710813,1.4639273,-4.0438004,1.0
1,-0.27120447,-1.0827787,2.54823,0.0
0,-5.345753,0.71309453,-1.112593,0.0
0,-5.210727,1.2278398,-1.6631985,1.0
1,-2.4455688,-0.994273,-1.6994718,0.0
1,-4.2780943,-0.69575953,-0.7260286,0.0
1,-3.1659994,-1.3030457,-0.44731015,1.0
1,-1.3215994,-0.8107748,0.91859305,0.0
0,-5.120429,1.410018,-1.4823811,0.0
1,-4.3386292,-0.7382614,0.93732166,1.0
0,-3.4116273,1.369326,1.1968677,0.0
0,-6.2939324,1.1409044,-2.679178,1.0
0,-3.5818574,1.7833562,-0.8659148,1.0
1,-3.1435242,-0.85648245,-0.7728175,1.0
0,-4.704734,1.6870093,-1.402226,1.0
1,-1.7345642,-0.22478244,1.0342038,0.0
0,-4.7727833,1.6296849,-2.2168298,1.0
1,-3.2166061,-0.4220194,0.82803357,0.0
0,-1.8773224,0.6553546,-2.6296053,1.0
0,-3.6823,1.0911367,-2.3448012,1.0
0,-4.688544,0.79914457,-3.0993104,0.0
0,-4.760247,1.3567384,-3.597133,0.0
0,-5.342747,1.4529619,-3.376085,0.0
1,-5.834751,-0.66567796,0.5258191,1.0
0,-3.2780125,1.1370555,-2.6827126,0.0
1,-2.6491601,-1.0931085,0.78953904,0.0
1,-1.454861,-0.57164025,-2.3206522,1.0
1,-3.5967488,-0.10179669,0.66279256,0.0
0,-5.7115207,1.0814899,-4.7564373,1.0
1,-2.0407891,-0.45101774,-0.78373486,1.0
0,-5.5438986,1.7318665,-2.391951,0.0
1,-1.0246202,-0.70495874,-0.6652629,1.0
1,-3.9425766,-0.9030442,-2.8128579,0.0
0,-6.2037325,1.4174285,-3.6339064,1.0
1,-2.9549663,-0.91111916,-0.8921027,0.0
1,-2.850671,-0.52311134,-0.6042603,0.0
0,-5.5368505,1.2857761,-3.2960944,1.0
1,-4.090155,-1.026922,-1.2262259,0.0
1,-0.9341612,-0.9507326,0.96717805,1.0
1,-3.8675687,-0.73066497,1.1482548,0.0
1,-2.964576,-0.35765556,1.1126664,0.0
0,-3.7369812,1.0062993,-1.3048992,1.0
1,-4.030611,-0.5791002,0.030934662,0.0
1,-2.0763707,-0.06382519,-0.7969035,1.0
0,-3.3895395,0.4651081,-2.5715947,0.0
0,-6.40993,1.4008808,-2.732676,1.0
1,-2.2115822,-0.5470066,-1.2398568,1.0
1,-4.893322,-0.32508156,-0.27263784,0.0
1,-4.4843864,-0.6368023,-0.0019007027,0.0
1,-2.8199446,-0.79227257,-0.0015047789,0.0
1,-5.8421383,-0.48714167,-0.16503176,0.0
0,-8.214881,1.2741382,-3.6280847,1.0
1,-4.264926,-0.39455765,-1.5837841,0.0
0,-4.963119,0.8905257,-2.3111036,1.0
0,-4.6820936,1.4089882,-2.4334164,0.0
0,-5.298858,1.1653143,-0.9700049,1.0
0,-3.7897954,1.3856323,-1.3464458,0.0
1,-2.4994197,-0.7137118,0.10925868,0.0
0,-4.4811983,0.6977096,-1.1472709,0.0
0,-4.17685,1.6900774,-2.2638702,0.0
1,-1.810717,-1.1123234,0.33863366,0.0
1,-0.30311203,-0.7730996,-0.35025817,1.0
0,-4.6300545,0.923836,-2.325005,1.0
1,-2.1807008,-0.30920827,-0.50098646,0.0
1,-1.3662022,-1.1769354,-1.0592575,1.0
0,-3.2745152,0.3795445,-3.7828918,1.0
1,-5.0044928,0.09927738,0.1583628,0.0
0,-4.1920137,1.0341029,-2.5292997,1.0
0,-4.6832094,2.0749826,-2.5162587,1.0
0,-6.454994,1.212301,-2.2865758,1.0
1,-1.4417955,-0.20647228,-0.79296476,0.0
0,-3.26588,1.3119605,-0.7635677,0.0
0,-6.4296875,1.0964162,-2.88714,1.0
1,-0.45314765,-1.1471468,-0.7336402,0.0
0,-4.346074,1.2982877,-1.1732692,0.0
0,-5.885577,1.6312932,-1.268351,0.0
0,-4.944315,1.766882,-1.6398958,0.0
0,-4.29031,1.4303076,-1.0110142,1.0
1,-3.7537625,-1.0076026,2.1518652,0.0
0,-7.039219,1.1873671,-3.4447894,1.0
0,-5.2836914,1.1405054,-0.34074306,0.0
1,-6.6369514,-0.7789007,-0.6018686,0.0
0,-5.9742107,1.7547029,-4.231298,0.0
1,-3.2324252,-0.54544663,1.1172416,0.0
0,-4.78064,1.7232789,-2.5055408,1.0
0,-3.032467,0.8442694,-2.361719,1.0
0,-8.394655,1.2485032,-3.7731686,1.0
0,-5.4496994,1.7727879,-3.6421976,1.0
0,-5.3298073,1.3375814,-0.7911074,1.0
1,-6.609362,-0.14981341,-1.5401227,0.0
0,-4.0101147,0.735665,-2.7327042,1.0
0,-4.5036182,0.7624816,-0.97107065,0.0
1,-1.9012507,-0.8867321,-0.0890477,1.0
0,-3.8255877,1.7792052,-2.6973176,1.0
1,-4.8989053,-0.78791165,-0.7989373,0.0
1,-1.3170943,-0.29941434,-0.07512608,0.0
0,-7.123023,1.2889366,-4.883588,1.0
1,-3.9848726,-0.7623655,-2.1757624,1.0
0,-4.3669405,1.9119486,-1.8908248,0.0
0,-5.199231,1.0654188,-3.249357,1.0
1,-6.3714104,-1.0501128,-1.313321,0.0
0,-3.24332,1.0534067,-1.3529409,1.0
0,-5.93005,2.040277,-1.602766,0.0
1,-2.188416,-0.75531465,1.1775296,0.0
0,-2.947152,1.9924402,-0.44971788,1.0
1,-4.489479,-0.8205231,0.054463685,0.0
1,-2.519199,-1.2365016,0.46554852,0.0
0,-3.763161,1.3778191,-0.022742987,0.0
0,-2.4057596,1.9281291,-2.342209,0.0
0,-4.3356347,0.9660425,-2.1513376,1.0
0,-4.9961023,1.6084545,-3.7324686,1.0
0,-5.301493,1.0681685,-1.6114843,1.0
1,-2.7390497,-0.2749061,0.511322,0.0
0,-5.4333997,1.3296522,-2.0089307,1.0
0,-2.8253007,1.9075692,-1.8557811,0.0
1,-2.5357223,-1.0729115,-0.31380993,0.0
0,-7.34331,1.6392069,-3.308771,1.0
1,-3.6196227,0.13904113,-0.79878366,1.0
1,-5.06414,-0.12077284,0.2112323,0.0
0,-6.4002213,1.2332574,-3.222665,1.0
0,-4.906403,1.4555525,-1.6216059,1.0
0,-3.3374023,1.5757341,-1.7286919,0.0
0,-5.201516,1.8353137,-4.040719,0.0
1,-5.213726,-0.3096868,0.74791765,0.0
1,-1.5970278,0.4578241,0.2940101,0.0
1,-2.180893,-0.7729803,-0.39674577,0.0
1,-2.8607302,-0.19555902,-3.9873042,0.0
0,-3.905434,2.0124257,-1.6244605,0.0
0,-4.65204,1.692699,-0.66995347,0.0
1,-2.365037,-0.8492676,0.06577444,0.0
0,-4.560785,1.7509488,-3.2113664,1.0
0,-6.1661925,1.1217458,-2.740435,1.0
1,-2.6994581,-0.7636331,-2.703229,1.0
0,-2.0116186,0.381346,-2.048544,1.0
0,-4.2468023,0.96187663,-0.73904884,1.0
0,-3.5272927,1.5397865,-0.031247854,0.0
0,-6.417698,1.561436,-2.684916,1.0
0,-3.6726518,1.1264518,-0.29984653,1.0
1,-2.9105566,-0.22415644,-0.8778038,0.0
1,-0.75024056,-0.47671047,0.027244836,0.0
0,-7.3643622,1.6122909,-4.0558033,1.0
1,0.19203615,-0.5084168,-0.15760443,0.0
1,-3.8016396,-0.96315706,-0.28776044,0.0
0,-2.6972027,1.9256468,-2.2856984,1.0
0,-5.774281,1.1391518,-3.3464112,0.0
1,-3.9436836,-0.40292516,-0.6112299,1.0
0,-4.739547,1.9100285,-2.7842267,1.0
0,-4.347331,0.7519343,-2.2911098,1.0
0,-7.984954,1.235803,-2.5374575,1.0
1,-3.6930525,-0.9453674,-0.11691342,0.0
0,-3.3594575,1.3722216,-3.5448923,1.0
1,-2.2705047,-1.1665273,-0.77022004,1.0
1,-4.4566774,-0.46129262,-0.56032455,0.0
0,-5.7311764,1.5934163,-1.4813656,1.0
0,-4.887761,1.4354265,-1.9733577,1.0
0,-4.1970963,1.5461106,-2.3208303,1.0
0,-4.733107,1.7636263,-3.0475085,1.0
1,-0.144799,-0.7390286,-0.76690865,1.0
1,-0.5518038,-1.0539706,-0.5608262,0.0
0,-5.6185827,1.4304926,-1.5910403,1.0
1,-2.893652,-0.74134016,-1.1581981,1.0
1,-3.483348,-0.8922765,-2.6661997,0.0
1,-3.7847872,-0.36003298,-1.5404657,0.0
0,-6.3449254,1.253439,-3.1035929,1.0
0,-4.665054,1.0423812,-4.173417,1.0
0,-4.672484,1.3245801,-2.3132017,1.0
1,-1.5464637,-0.61345667,-1.8140645,0.0
1,-2.4681027,-0.81691486,0.14831334,0.0
0,-3.5256896,1.5809487,-0.647105,0.0
0,-3.8731084,1.534979,-2.2437377,1.0
0,-5.3961816,1.7026534,-2.6017385,1.0
1,-5.145981,-0.28851613,-2.743245,1.0
1,-1.8068267,-1.1573236,-0.5340761,0.0
0,-3.9806283,0.8112786,-2.138394,1.0
1,-2.4774897,-0.6696454,0.15654927,0.0
0,-7.0522814,1.6962193,-1.7566925,0.0
0,-5.399964,1.4981395,-2.7330067,1.0
0,-6.310406,1.7950038,-0.67694235,1.0
0,-5.7398224,1.424588,-2.2469442,1.0
1,-3.1166816,-0.95384693,0.27428395,1.0
0,-8.882759,1.0144209,-3.195255,1.0
1,-3.0968862,-0.7731019,-1.0213993,0.0
1,-2.5558536,-1.1415181,0.3185541,1.0
0,-5.2161307,0.7555776,-3.0519767,1.0
1,-4.23034,-0.03591478,0.352746,0.0
1,-2.7883391,-1.3690289,-0.5074326,1.0
1,-4.169421,-0.48372895,-0.042304218,0.0
0,-4.3666162,1.5776265,-1.7352467,1.0
0,-2.2926877,1.0204931,-3.5228693,1.0
1,-1.9774592,-0.6803618,-1.2148056,1.0
1,-3.2229307,-0.52104294,-0.4630336,1.0
1,-2.8517654,-0.5679251,-1.069982,1.0
1,-3.5295568,-0.5543751,-2.5571554,1.0
0,-4.4639754,2.0327396,-2.729176,0.0
0,-7.067888,0.7691874,-3.587662,1.0
0,-7.7745757,1.7261304,-1.8356309,1.0
1,-3.6987724,-0.4239259,-2.0855937,1.0
1,-5.816041,-0.6920496,0.447051,0.0
0,-4.1801744,1.6621947,-1.6963041,1.0
1,-1.9079506,-1.0095215,0.45861393,1.0
1,-3.8723621,-0.9106513,-0.92343634,1.0
0,-5.083941,1.0438703,-4.643726,1.0
1,-2.7797484,-0.76502496,0.9554882,0.0
1,-3.561636,-0.74405086,-0.2884629,0.0
1,-3.8542411,-0.37330616,0.54332733,0.0
1,-1.3245232,-1.0792379,1.2885492,0.0
1,-1.5102583,-0.53716767,-2.2591681,1.0
1,-1.8852737,-1.4625471,-0.10994747,0.0
0,-3.7896523,1.4118491,-3.095685,0.0
1,0.22781944,-0.87644404,-1.5638669,1.0
1,-1.2813374,-0.7755173,-0.9155715,1.0
0,-5.434021,2.0002365,-2.822845,0.0
1,-4.684892,-0.46114182,-1.1994956,0.0
0,-4.187715,1.3569975,-0.27690077,0.0
0,-5.488341,1.3614726,-2.9862776,0.0
0,-4.211833,1.4916934,-1.7338043,0.0
1,-3.4822788,-0.8703605,0.5122432,0.0
1,-5.77015,-0.6243264,-0.21241343,0.0
1,-3.5870714,-0.18420291,0.2544341,0.0
1,-1.9356742,-0.39740112,-0.07731867,1.0
0,-3.7233362,0.7186194,-1.9480287,1.0
1,-1.7900399,-0.1967428,-0.8243859,0.0
1,-1.1198434,-0.52970785,-2.4248,0.0
0,-5.574345,1.2430701,0.29869604,0.0
1,-5.204028,-0.62354124,1.0084702,1.0
0,-4.450077,1.5592741,-2.6458976,0.0
1,-3.1386228,-1.0829839,-0.47529367,0.0
1,-2.7714424,-0.77046645,-0.59247756,0.0
1,-0.9640572,-0.38858667,0.20894748,0.0
0,-2.1535144,1.3237172,-4.0168505,1.0
1,-3.7089932,-0.44260868,0.91245294,0.0
0,-4.690315,1.4781936,-1.7274647,1.0
0,-4.6062546,1.6131401,-1.3973516,1.0
1,-0.9910195,-0.33143935,0.56763464,0.0
1,-2.2246742,-0.7984771,-0.33537683,0.0
0,-4.7684603,1.0178148,-1.4689784,1.0
0,-6.371616,1.3140701,-3.06031,1.0
1,-5.0654793,-1.2694492,-0.36012524,1.0
1,0.12520146,-0.36252916,1.300267,0.0
1,-2.5927107,-0.8879867,-0.84167695,1.0
1,-2.2799618,-0.054178774,-0.62048763,0.0
0,-5.611391,1.2679076,-3.1759596,1.0
0,-6.927721,1.0134406,-3.7552178,1.0
0,-5.736661,0.7396056,-2.4982414,1.0
0,-6.9517694,1.5256618,-1.2874213,1.0
1,-4.2303815,-0.7351367,0.9690188,0.0
1,-3.142817,-0.9360851,-0.35748935,0.0
0,-3.1978588,1.2917356,-2.7363744,1.0
0,-5.1798863,1.4392564,-3.5248516,1.0
1,-2.3049803,-0.7607244,-0.15813546,1.0
1,-2.279515,-0.5497726,-1.4358599,1.0
0,-5.5942817,0.54184604,-2.743861,0.0
0,-7.4667997,1.1775932,-2.399789,1.0
1,-2.563626,-0.5111107,0.3700825,0.0
0,-5.1321597,1.2012051,-2.1619675,1.0
0,-7.92441,1.2702684,-2.5693104,0.0
0,-4.9800706,1.1154215,-3.5072868,1.0
1,-3.2032475,-0.7636102,1.0165333,0.0
1,-3.985602,-1.2417443,0.4473318,1.0
1,-1.7239115,-0.9586189,-1.0919042,0.0
1,-1.9074062,-1.198348,0.21405649,0.0
0,-5.2939854,0.40813917,-1.6619103,1.0
0,-5.7980676,1.3934401,-3.5695643,1.0
1,-2.4551451,-0.11927217,-1.1473334,1.0
1,-3.1693337,0.008602679,-1.3166876,0.0
0,-5.4096594,1.2738886,-3.2367249,1.0
1,-4.0994654,-0.6031492,-1.0949742,0.0
1,-1.6832306,-0.55837536,0.19175434,0.0
1,-1.5019386,-0.08616537,-0.886597,0.0
0,-5.1081743,1.5170213,-1.7540588,1.0
1,-4.187025,-0.33054537,-0.8857877,1.0
0,-3.888562,1.6227095,-1.7331954,1.0
1,0.43924117,-1.089855,-0.9838732,1.0
1,-3.9316592,-1.1262606,-0.67906606,1.0
1,-3.1058965,-0.5734714,0.13549095,0.0
1,-1.1123999,-0.7115959,-0.23729244,0.0
1,-6.012784,-0.5561827,-0.4888388,0.0
0,-4.5469685,1.3054339,-1.0578743,0.0
1,-4.4392986,-0.2747128,-0.98682135,0.0
1,-0.30801702,-1.1274714,-1.9108578,1.0
1,-6.0022125,-0.04177773,-0.30569595,0.0
0,-1.9588428,0.8749782,-1.0601355,1.0
1,-0.89892495,-0.037132323,-0.04895234,0.0
0,-5.491711,1.2678151,-4.225061,1.0
1,-2.9787757,-0.6670464,-1.362453,1.0
0,-3.367188,1.137197,-1.2493857,1.0
0,-4.4554925,1.6799558,-3.4142113,1.0
0,-2.5969195,1.0793812,-1.3106565,1.0
0,-6.2736306,1.0272828,-1.1246535,0.0
1,-5.225711,-0.3120251,-0.25060838,1.0
0,-6.311686,1.7588412,-3.2328432,1.0
0,-2.8385782,1.1540883,-3.403111,1.0
0,-2.955863,1.1983067,-1.1960248,0.0
0,-3.7885056,1.556941,-0.6820668,0.0
0,-4.6884856,1.7454984,-2.304534,1.0
1,-1.7607253,-0.56342155,-0.11640257,0.0
1,-3.6119764,-1.0703219,0.13444719,0.0
1,-2.8696134,-1.6391408,-2.959339,1.0
0,-4.757432,1.3859102,-2.8365483,1.0
1,-3.8821528,-1.2042618,-1.05883,1.0
1,-0.8463094,-0.6292797,-0.783201,0.0
1,-2.9813411,-0.6403159,0.798854,0.0
1,-0.12724304,-0.83197665,-0.89540935,0.0
0,-3.5522356,1.5535884,-1.6437258,0.0
0,-5.014902,1.8588724,-3.0482705,1.0
1,-3.7361727,-0.87620336,-1.9802153,1.0
0,-3.8039675,0.5984956,-2.2978804,1.0
0,-2.269691,0.81904286,-1.2168324,0.0
0,-8.034687,1.2767513,-3.9579542,1.0
0,-2.9015512,0.65648925,-0.6255468,0.0
1,-0.5411494,-1.0155742,-0.7623309,1.0
1,-2.1070995,-0.5514536,1.2071946,0.0
1,-3.5356603,-1.4077358,-0.40398943,1.0
1,-2.021039,-0.8481353,0.7593555,0.0
0,-7.234932,1.5162877,-1.7622837,0.0
0,-5.9451075,1.0227177,-2.8214638,0.0
0,-4.0857277,1.4654096,-2.5447834,1.0
1,-2.9042037,-0.70930827,-0.15335359,1.0
1,-3.0567427,-1.034771,-2.4446232,1.0
0,-3.7931466,1.3292973,-3.803053,1.0
0,-5.3601055,0.9937546,-3.1189363,1.0
1,-4.757061,-1.7635238,-0.91814315,1.0
1,-1.6670326,-0.37612867,-1.1096461,1.0
0,-2.976008,1.7801206,-2.606718,0.0
1,-1.5188705,-1.5804309,-0.28846943,0.0
0,-4.399096,1.6469653,-2.4616232,1.0
0,-5.7239833,2.1593406,-3.0800667,0.0
0,-3.7962751,1.8181196,-4.00589,1.0
0,-6.12893,0.7630886,-2.3627853,0.0
1,-0.96732414,-0.6692992,-0.4562411,0.0
1,-4.2872915,-1.3551263,-1.1794531,1.0
0,-4.521707,0.914674,-3.2428384,1.0
1,-2.360728,0.01875627,-0.09121969,1.0
0,-4.8911586,1.7341764,-2.605754,1.0
0,-1.8796163,1.2883841,-4.577257,1.0
1,-3.103632,-0.0228737,-2.0617712,1.0
1,-2.509741,-0.17113018,-0.35810736,0.0
0,-5.334332,0.7239453,-2.1029952,0.0
0,-4.075423,1.6651938,-3.3414392,1.0
