y,x1,x2,x3,x4,x5,x6,x7,x8,x9
1.0,0.48716152,-0.98836243,0.0,-0.31637383,0.0,-0.22381127,0.5381429,6.5466766,-1.3794839
0.0,-1.7346184,0.9199298,0.0,4.716025,1.0,0.49551493,2.6882594,1.6392709,1.4400649
0.0,-1.5940194,-0.94068927,0.0,-1.2017431,1.0,-0.14485678,1.4438895,6.3344674,0.09036003
0.0,-0.5972986,3.6372933,0.0,0.3534497,1.0,-0.7901088,0.96060276,4.592662,0.21101728
1.0,0.089343205,-3.0186787,0.0,1.1957667,0.0,0.67600286,0.5159004,5.543649,0.64490485
0.0,-1.4987087,-1.4444883,0.0,-0.117959976,1.0,-0.5143694,1.9333458,5.12157,1.2627745
1.0,0.7307486,-3.9186542,0.0,0.32256547,0.0,0.74081403,2.317398,3.2163403,0.9679735
0.0,-1.3915215,1.1659837,0.0,0.4098134,1.0,2.4604726,0.6408622,6.9505835,-0.4390496
0.0,-1.3721156,1.0166972,0.0,-1.6016705,0.0,-0.43803555,1.1808956,7.6103935,-1.7133954
1.0,-0.33641413,-1.6624023,1.0,-1.3913323,0.0,-2.2648697,0.55033976,4.006791,0.79093695
0.0,-1.634898,1.1993973,1.0,-1.3563706,1.0,-2.617597,0.25770473,4.8411317,-0.16454226
0.0,-1.7974255,1.0960363,1.0,2.67613,1.0,-1.4218094,1.7867527,2.1581008,0.7370399
1.0,0.5720862,-1.6475155,0.0,-0.9029724,1.0,0.4198608,1.0452493,4.3390455,0.5422907
0.0,-1.4167945,3.145844,1.0,-0.74154055,1.0,-1.35992,0.5744926,6.9308224,-0.42833093
1.0,0.22287679,-0.7241015,0.0,-0.5890372,1.0,-0.096727,2.3870044,5.835311,1.0702045
0.0,-1.8834631,-1.65785,0.0,-2.7930636,1.0,0.23794426,2.2397668,5.7878084,0.6717883
0.0,-2.1243503,-1.5028281,1.0,-1.5876422,0.0,-2.982925,1.8866452,5.069321,1.2039158
0.0,-2.3190088,-2.2769756,0.0,-1.207349,1.0,-1.8435252,2.0740092,8.733303,-0.88198936
1.0,-0.34012485,-0.06848419,1.0,0.1577149,1.0,-1.6675917,1.9928555,4.131155,2.4403443
0.0,-2.16387,0.7151761,1.0,0.003246963,1.0,-2.141869,0.20073068,4.89305,0.07525009
1.0,0.89326143,-0.94987345,0.0,1.4438684,1.0,0.17879057,0.7040051,1.9159822,0.94706684
0.0,-2.5482147,0.7187191,1.0,-1.8684859,1.0,-1.1406331,4.58217,7.103769,0.15261659
0.0,-1.9576102,-0.33479548,1.0,1.093619,1.0,-2.11133,1.7428734,7.055904,-0.37747216
0.0,-3.3366032,-2.0492215,1.0,-6.9483542,1.0,-1.8860562,9.277615,1.6655724,0.28699046
0.0,-1.2526438,-0.23544908,0.0,0.4155966,1.0,-1.2304889,0.87287784,9.98991,-1.8541584
0.0,-1.9622595,-0.69310826,1.0,3.5207741,1.0,-1.1164494,3.9572074,3.3633213,0.54667914
1.0,-0.97439843,0.8238969,1.0,2.5395772,1.0,-1.7968127,2.756709,3.338707,0.2925247
0.0,-2.2680464,1.9435456,1.0,-0.35136575,0.0,-0.7715409,3.8091748,6.311712,0.5270088
1.0,-0.48260784,-3.008142,0.0,-0.13201635,0.0,0.43859944,1.9933233,6.9189315,-1.4867051
1.0,-0.15857199,-1.1049312,0.0,-0.24619704,1.0,0.61788327,2.8361237,8.579099,-2.0713894
0.0,-2.5988758,-1.6718037,1.0,-2.2124698,0.0,-3.2851226,1.2962668,6.3586445,0.31969398
0.0,-0.7203795,-0.5129258,1.0,0.08577043,0.0,-2.5370755,0.45607835,10.246596,-2.6002069
0.0,-3.3492875,-0.074741155,1.0,0.57692087,0.0,-2.4334366,1.3068362,5.401907,0.79853487
0.0,-2.6847107,3.5830936,0.0,-1.1206715,0.0,-0.123779,2.4400146,7.6001263,-0.7033192
0.0,-1.2596556,1.0508423,0.0,1.4159462,1.0,0.5355245,1.7131687,7.782887,-1.8346446
1.0,-0.2323349,-0.96296704,0.0,0.053244352,0.0,-0.43191576,0.84545416,5.128772,-0.27597213
0.0,-2.3654604,-0.57022583,1.0,-0.353783,0.0,-1.9443095,1.1689638,6.7041593,-0.5362077
1.0,-1.1394278,0.45152164,1.0,1.1828989,0.0,-1.9823309,3.7509184,0.9330597,0.48562822
0.0,-2.5764534,2.1482947,0.0,3.629159,1.0,0.67123973,1.7829462,1.6718562,2.2447693
0.0,-1.7404046,0.9805539,0.0,1.0321229,1.0,0.19247743,-0.68934125,6.249729,-0.23334941
0.0,-0.7612518,0.89484763,0.0,-0.3582061,1.0,0.7231072,0.68202376,6.562346,-0.926947
1.0,-0.009573303,-0.911445,1.0,2.2913065,0.0,-1.5218142,-0.23092306,6.427076,0.54855174
0.0,-1.945096,0.6870001,1.0,-0.2100774,0.0,-1.4542726,-1.545257,8.417522,-1.2937323
0.0,-3.2083108,-0.45440102,1.0,0.2046839,0.0,-2.5714827,0.47804958,7.133983,0.5279629
1.0,0.23912781,-2.571565,0.0,3.1024919,0.0,-2.2698073,1.5276034,7.5682416,-0.917841
1.0,0.012793109,-3.79519,0.0,-1.5499307,0.0,0.21822235,3.426116,3.6722422,0.9648341
1.0,0.09388144,-1.8688499,0.0,2.1982415,1.0,1.56437,0.6542682,6.741009,-1.2461122
1.0,-0.346096,-0.8081173,1.0,0.36612028,0.0,-2.6103668,-0.57197,5.9979143,-0.44062418
1.0,-0.20909859,-0.18005419,0.0,1.5405588,1.0,-0.15645099,1.2168033,4.3892965,-0.13446176
0.0,-1.5739307,0.032921225,0.0,1.550978,1.0,0.9159762,-0.28064942,10.865366,-2.2417207
1.0,-0.7426941,-2.0245876,1.0,-1.4937611,0.0,-2.4846902,2.485375,6.1824117,1.0169954
0.0,-2.125948,-0.0477809,1.0,-0.79529,0.0,-1.2425512,1.3694899,6.7684164,-0.65323293
1.0,-0.40140533,-0.33272564,1.0,0.6904383,0.0,-2.1929057,-0.83649915,6.1807795,-0.8220037
1.0,0.26857033,-2.8608418,0.0,1.3708919,0.0,-0.25316745,-0.7335146,7.443165,-0.7099912
1.0,0.04066827,-4.0882263,0.0,0.63884896,0.0,2.49652,0.56905985,3.6056905,0.7449473
0.0,-1.9978887,1.6859632,1.0,0.41734278,0.0,-0.45298338,0.15719163,2.6023483,2.0176048
1.0,-0.37337828,-2.3904645,0.0,2.1793118,1.0,1.6704961,-0.0050941706,8.203811,-1.1375005
1.0,0.3340035,-1.6235601,0.0,2.835652,0.0,-0.7683881,1.3009839,2.1669648,1.3862923
0.0,-2.3523312,1.5934815,0.0,3.086135,1.0,0.33353925,2.0461257,6.189,0.39228278
1.0,-0.6239576,0.6043861,1.0,-0.06139803,0.0,-3.3192465,3.229945,4.2083545,1.2884555
0.0,-2.8099704,-1.3009753,1.0,-4.053776,1.0,-1.8529239,5.1589017,3.205513,0.9030459
0.0,-2.9409263,0.52625984,1.0,-3.2031062,1.0,-2.8801513,1.884945,6.459958,0.83113146
0.0,-0.933995,1.4901721,0.0,1.882539,1.0,-0.7855715,1.0515584,5.5642037,0.65500236
1.0,-0.70390517,-2.456653,0.0,0.05757448,0.0,0.8186559,2.7928505,5.3209977,-0.5987559
0.0,-2.5141044,-2.2652326,1.0,-2.6170197,0.0,-0.6160897,3.166928,7.2651997,-1.1214397
0.0,-2.2851868,-0.9544259,1.0,-1.534821,0.0,-1.1786112,4.9764333,8.353455,-0.90348667
0.0,-1.8692502,2.587857,0.0,0.55125797,0.0,1.2030023,-0.08309734,8.111543,-1.6218299
1.0,-0.75383955,-4.3502727,1.0,-0.12877655,0.0,-0.10586369,3.1354566,4.7884426,1.0745783
0.0,-2.2073696,2.1294298,0.0,-0.5011627,1.0,-0.7298143,1.9859275,6.9273357,0.103710085
0.0,-1.8911476,2.1879156,1.0,1.3322726,0.0,-3.5562057,-0.12180567,8.949538,-1.5985687
1.0,-0.4029377,-1.5646782,0.0,3.186223,1.0,0.5466039,0.25679445,5.666832,-0.13764952
0.0,-1.7771604,-0.94025904,0.0,-1.6567253,1.0,0.78865516,1.6367663,7.344988,-0.067014575
0.0,-1.9364433,-0.40388435,0.0,0.5046501,1.0,0.19952907,1.8579283,7.3965516,-0.7598432
1.0,0.10156387,-1.332347,0.0,0.45802277,1.0,0.41309017,-0.2772236,5.711707,0.15712078
0.0,-2.1772356,0.48197258,1.0,-1.5355096,0.0,-2.3726938,2.0320835,7.8794885,-0.58856
1.0,0.32665533,-0.9322058,0.0,0.009886086,1.0,1.3178077,0.48464352,4.014679,0.036786646
0.0,-2.5279036,-0.64576954,1.0,-0.62550515,0.0,-0.7867098,4.1345406,6.7214947,-1.0187762
1.0,-0.14039513,-1.2235701,0.0,0.5783353,1.0,0.0014643818,-1.475085,6.588481,-0.8527094
0.0,-3.5689058,-1.5881865,1.0,-6.12848,1.0,-1.0428134,4.928767,3.4873643,1.3897132
1.0,0.06278776,-2.3401432,1.0,1.2881215,0.0,-1.6785651,0.64212877,5.5924215,-0.16217299
0.0,-1.2674019,0.70116174,1.0,1.8972907,0.0,-1.0185441,0.79166985,3.9983914,-0.255409
0.0,-1.5262632,0.7978562,0.0,3.2309237,0.0,-0.8157494,0.694609,8.744179,-2.0632026
0.0,-1.8972833,1.7916431,1.0,2.6582823,0.0,-2.582381,0.81616616,4.8242636,0.4080671
0.0,-3.2232184,-2.264481,1.0,-4.6132827,0.0,-2.695257,7.0114756,0.5087261,1.5016589
0.0,-2.546137,-2.7736278,1.0,-2.780869,0.0,-0.45499194,4.1837506,8.097118,0.057367384
0.0,-1.4826744,1.4392207,0.0,-2.0577917,1.0,0.61391747,1.343486,1.8671556,0.5599492
1.0,-0.6989134,-1.0822964,0.0,3.1952026,0.0,1.0137595,0.63658154,5.6508026,0.44392848
0.0,-3.4741821,2.4423192,1.0,-0.42347598,1.0,-2.5212324,-0.014531851,1.9066076,2.21234
0.0,-1.8484707,3.4600484,1.0,-2.7993822,0.0,-3.0837567,-2.6007462,5.7738247,0.33556283
1.0,-0.299141,-2.0755043,0.0,0.5632952,1.0,-0.6120009,0.041334987,6.8355494,-0.27637798
1.0,0.26897243,-3.273198,0.0,-0.20210129,1.0,-0.6507878,1.357825,5.464989,0.6095727
1.0,-0.41447055,-0.78988945,0.0,0.15650558,1.0,0.04268446,0.6025524,8.375682,-2.0733833
0.0,-2.146298,-1.8234098,1.0,-1.6232798,0.0,-2.6314368,1.5189424,6.702052,0.2474416
0.0,-2.7007189,2.4119818,1.0,1.2470412,0.0,-2.6316276,2.3357663,6.5771537,-0.5380713
0.0,-1.5406842,-0.6466256,0.0,-0.50621885,1.0,1.0378785,3.6164215,5.598111,-0.58696204
1.0,-0.10370162,-2.6461492,0.0,0.23880672,0.0,-0.49406832,3.3334131,5.234443,0.08940616
0.0,-1.7554551,0.57692933,1.0,1.7738794,0.0,-0.71209836,0.7342615,4.0635347,0.13051015
0.0,-2.7852066,1.6321661,1.0,-3.874537,0.0,-2.5709193,0.61753607,1.9335699,1.2108595
0.0,-2.0483534,-0.91396374,0.0,-0.029940575,1.0,0.8556071,-0.3111943,8.298935,-0.88233745
1.0,-0.58211124,-0.50694394,1.0,1.6802869,0.0,-0.18719149,1.7714221,8.794676,-1.3169259
0.0,-1.8356129,-0.5076318,0.0,-1.9490163,1.0,0.85648453,0.92771727,5.854996,0.46560127
1.0,-0.28631055,-3.3328204,0.0,1.7641801,1.0,-0.7002348,-0.7042446,8.306042,-1.5792927
0.0,-2.204005,-1.8829825,1.0,-4.284623,0.0,-2.828148,4.879356,6.9112167,-0.45112905
1.0,-0.00593856,-2.824345,0.0,-0.62710315,0.0,-0.101944104,0.6068009,7.958709,-1.0110848
0.0,-2.350858,-0.50828487,1.0,-0.45731375,1.0,-0.700663,2.5922647,6.311418,1.4266726
0.0,-2.4625554,-1.1853747,0.0,2.4933255,0.0,-0.027079687,0.30642003,3.0901308,0.7064215
0.0,-1.8386095,0.9869499,1.0,0.33851725,0.0,-2.4099805,1.8976564,6.716118,0.14457554
0.0,-1.8071327,-0.9003653,1.0,0.6910339,1.0,-2.663205,-0.08605379,-0.24187326,-0.29006773
1.0,-0.18137568,-2.752945,0.0,1.1899407,0.0,0.82919574,1.9863358,11.300463,-3.913973
1.0,-1.3766496,-0.4016832,1.0,-0.3120749,1.0,-0.90597826,-0.8379784,5.2818174,0.42224118
1.0,-0.49802253,-1.2379078,1.0,-0.22900242,0.0,-1.8632747,2.0694325,5.9517164,-0.586878
0.0,-2.3426883,-2.1411865,1.0,1.0638473,0.0,-2.0854075,0.71779895,5.7427597,-0.15330726
0.0,-2.1902838,1.0445354,0.0,1.09679,1.0,0.16821684,1.7019973,4.0159793,0.75869536
0.0,-2.4050434,1.4634719,0.0,1.2510728,0.0,-1.5024053,0.80735075,4.895836,0.42675954
1.0,0.3744085,-5.3594694,0.0,-5.5099382,0.0,0.62477744,6.4579024,1.0729228,1.9864559
1.0,-0.5126797,-1.2439357,0.0,-0.2620383,1.0,-0.16811955,0.31915438,5.634641,-0.2555259
1.0,0.3538628,-1.9637557,1.0,1.3725058,0.0,-1.1531937,-1.2236779,7.682358,-1.2316327
1.0,-0.10886567,-3.3170516,0.0,-0.7598411,0.0,0.56617445,1.3838956,2.9969552,0.35114378
0.0,-1.9994919,0.90206456,1.0,1.9348142,1.0,-2.6429107,2.4968438,7.1878166,-0.27067512
0.0,-4.202114,-0.06331566,1.0,-2.1561246,0.0,-1.9464836,1.4844313,8.329455,-0.3069332
0.0,-1.5055473,2.6639178,0.0,2.866243,1.0,-1.6402887,0.693961,2.4269993,0.86147743
0.0,-1.8696902,1.6301181,1.0,2.7280414,0.0,-2.5463512,-0.5314337,4.1732693,0.16485763
1.0,-0.48108196,-1.2872537,1.0,1.3328481,0.0,-2.2622206,-1.4330001,6.4106374,-0.21347731
1.0,0.1678672,0.6613524,0.0,0.2575405,1.0,-0.47647822,-0.43381506,8.689817,-1.0139308
0.0,-2.5594697,0.46524385,1.0,-1.3169634,1.0,-1.7611533,1.1659008,6.6416044,0.9246183
0.0,-2.3076801,0.697672,1.0,0.6831896,0.0,-3.1730218,2.2932758,4.306858,0.52697206
1.0,-0.38847134,-2.186339,0.0,-1.4913306,1.0,-0.32723096,1.5280172,4.8465323,0.09437975
0.0,-2.5009053,0.3617099,0.0,0.077955216,1.0,-1.5189407,-0.10283971,9.4482765,-1.4417238
1.0,-0.6455949,-0.78833187,0.0,-0.16008765,1.0,-0.2552036,2.483484,8.232405,-0.07319152
0.0,-2.4970233,-1.1914995,1.0,1.1556449,0.0,-2.6634734,-0.6682036,6.295164,-0.12950128
1.0,0.57302487,-1.4279224,0.0,-0.6686274,0.0,0.261373,-1.2078304,5.28491,-0.44295317
0.0,-1.2330675,-0.24943882,0.0,1.1096385,1.0,-0.038229108,2.8435504,5.0836616,-0.67140085
1.0,-0.041838013,-0.87560767,0.0,1.8607075,0.0,-0.52596265,3.6893353,4.3318186,0.3782858
1.0,0.23596102,-3.795292,0.0,2.4284286,0.0,0.69799393,0.8442079,5.3530374,-0.29108888
0.0,-2.8122425,-0.44177055,1.0,1.1198264,0.0,-1.9825028,0.25613058,5.0778008,0.14580202
1.0,0.11436914,-0.4750991,0.0,-1.4995004,1.0,0.15932472,-0.7045107,2.6680386,0.6361203
1.0,0.406938,-1.4114964,1.0,0.40900713,0.0,-2.5807576,1.4954925,4.058106,0.8686385
1.0,-0.105913006,-1.2959276,0.0,1.423984,1.0,0.3965388,1.3330512,8.508152,-1.8204851
0.0,-1.5642159,1.14213,0.0,-0.9371831,1.0,1.0953964,0.37404984,3.8229113,-0.56205034
0.0,-1.8927964,-2.5720985,1.0,0.98114777,1.0,-2.909066,2.620885,3.248311,1.2411394
0.0,-1.466783,2.9281979,0.0,1.9347103,0.0,0.718673,-0.21142459,4.8731575,-0.57228947
1.0,-0.6579072,-2.0357647,1.0,-1.8818852,0.0,-2.1067684,-1.2248904,4.6026096,0.8582046
0.0,-1.7729733,-1.797699,1.0,-1.203188,0.0,-0.8734689,1.0667285,4.645774,1.3233083
0.0,-2.3473105,-0.8445533,1.0,-0.5307177,1.0,0.2681054,-1.0450304,5.675352,0.45704567
1.0,0.06916045,-2.8138936,0.0,2.341748,1.0,-0.5895012,0.684959,1.2759862,0.30272847
0.0,-2.1815317,-0.41436803,1.0,3.1273022,0.0,-3.1851428,-0.44659185,2.7969632,1.5506148
1.0,-0.8404487,-1.146988,1.0,1.4271216,1.0,-2.958734,1.5710416,9.0353565,-2.1149206
0.0,-2.1345656,0.5876868,1.0,0.28823674,1.0,-1.125844,3.0031943,3.516071,0.5051814
0.0,-1.9361229,1.0985535,0.0,2.2347577,1.0,1.4725125,0.030169487,0.6999831,-0.1723736
0.0,-1.8261116,-1.0363991,0.0,-0.025957972,1.0,-0.49119276,2.6063313,3.9065888,0.1321882
1.0,-0.32271975,0.031969786,1.0,1.2324815,1.0,-1.2096207,0.24709088,3.6154497,0.497818
0.0,-3.0620823,-0.36825788,1.0,-0.95340484,1.0,-1.3322496,0.61419487,7.1658993,-0.13376358
0.0,-2.166259,-0.26908457,0.0,0.505616,1.0,-0.09593156,1.4921079,6.1674585,0.16295159
1.0,0.9315665,-0.3240515,0.0,1.9381368,1.0,0.16061966,-0.40641904,5.5835114,-0.0958612
0.0,-1.6678665,3.6132429,0.0,-1.0071812,0.0,0.1680667,0.6314258,7.4227195,0.21502793
1.0,-1.0281987,-1.534094,1.0,1.7051616,0.0,-0.8056104,-1.631985,4.8442144,0.32029223
0.0,-2.8642285,2.2087083,1.0,0.65254736,0.0,0.071507335,3.3311796,6.9597874,0.3781855
0.0,-2.6909451,0.7320725,1.0,1.1250376,0.0,-1.0077722,1.9525044,8.855526,-1.6135087
0.0,-1.7575933,-0.51401997,0.0,0.40759712,1.0,-0.8737314,2.8718777,4.879475,0.50284106
1.0,-0.039221138,-0.5043067,1.0,0.70037127,0.0,-1.3602368,0.06891978,8.166929,-1.8343053
0.0,-2.411126,-1.8179612,0.0,-5.6707935,1.0,-0.08091012,7.7231197,1.2158782,2.0856779
0.0,-1.7995371,1.0612288,1.0,2.0890312,1.0,-0.7288922,1.7305436,5.616554,0.7425684
0.0,-2.7265348,0.70247924,1.0,2.1719098,1.0,-1.3492823,0.14505875,5.9985476,0.4516356
0.0,-2.8562531,1.0329206,1.0,-2.3352404,0.0,-0.7421571,1.1233463,6.4155717,-0.43079528
1.0,-0.56309605,-1.2898642,0.0,1.4294772,1.0,0.3125431,0.5332029,4.0204506,0.5641545
0.0,-1.6141267,-3.1512897,0.0,0.030193806,1.0,0.46592045,3.2376807,5.9488096,0.073495395
1.0,0.812872,0.871361,1.0,-1.683359,1.0,-1.3279486,0.53100866,7.4936385,-1.1408067
0.0,-2.3028216,0.45531905,0.0,2.2290676,1.0,0.4711334,1.4976296,3.744368,0.48476174
0.0,-2.0781379,-0.4113348,0.0,-2.518412,1.0,1.3252155,1.8252473,5.2842083,0.36737108
1.0,0.13195674,-1.4157891,0.0,1.9253199,1.0,0.5630467,2.2591124,11.376307,-3.5602021
0.0,-2.0112996,-0.81654435,1.0,-0.7892269,1.0,-1.1889424,1.410222,3.6638439,1.3269581
1.0,-0.08478167,-2.7306156,0.0,-3.137073,0.0,-0.8188152,1.4160793,5.6445093,0.34651366
0.0,-2.4872644,0.4011306,0.0,0.7442762,1.0,0.61358607,2.2016435,6.2229567,0.1721124
1.0,-0.040322576,-2.011835,0.0,0.5912982,1.0,0.5520387,0.7716565,6.351467,-1.1313633
1.0,-0.22269541,-1.8002799,1.0,1.8306379,0.0,-3.652717,-0.12765753,6.3587255,0.44607443
0.0,-2.4684896,0.8403746,1.0,1.5204387,0.0,-3.5811977,-0.04998231,2.8408966,1.5218344
0.0,-2.1114793,1.5167801,1.0,1.4966722,1.0,-2.3365114,1.0303475,7.4289584,-0.6992656
0.0,-2.6754584,-1.3665738,1.0,-0.60167634,0.0,-1.8335807,2.450285,7.944638,-0.87801015
1.0,0.0049526542,-3.1200418,0.0,0.34224644,0.0,0.54386204,0.55299073,9.963652,-1.5921061
1.0,-0.06448364,-3.105112,1.0,1.3287967,0.0,-3.3883686,0.53693855,6.5094366,0.17342551
1.0,0.47054923,-1.01738,0.0,-1.0989552,0.0,0.5823294,0.23310882,6.195621,-1.0831198
0.0,-2.3475158,-0.073200166,1.0,2.5681741,1.0,-1.9452186,1.5758336,9.781642,-1.5642102
1.0,0.0809623,-2.2814374,0.0,0.7180814,1.0,-0.5433988,0.25916487,4.2569065,0.5409876
1.0,-0.11063972,-0.6021079,0.0,0.026872754,1.0,0.54614174,0.18653297,5.830686,0.074438825
1.0,0.39134255,-0.37554777,0.0,-0.5531064,1.0,0.27698123,-0.8999835,5.6930137,-0.5806694
0.0,-2.8152103,1.2755402,1.0,-2.207786,0.0,-1.9851812,2.1407013,2.7507603,1.8345859
0.0,-1.7130432,0.42796108,0.0,-0.8589444,1.0,-0.25869143,0.20947427,5.5989423,-0.45675433
1.0,-0.44738385,-1.8212717,1.0,1.0196127,0.0,-1.0990264,-0.0738368,6.12788,0.91716516
1.0,-0.13819596,-4.5912433,0.0,0.89377975,0.0,-1.5952853,4.138116,6.574013,-0.99310416
0.0,-2.5774822,0.628414,1.0,1.9197781,1.0,-0.5112773,1.7336632,3.5524263,0.4172301
1.0,-0.00029736757,-3.3831482,0.0,-0.82212985,1.0,-0.086306006,2.092222,6.0568233,0.21372691
0.0,-2.7981346,-1.6889493,1.0,-1.1178803,0.0,-2.6830802,1.6952791,8.702152,-1.6944218
0.0,-1.7537631,0.8124362,1.0,-1.2581915,1.0,-1.3638554,0.5258566,6.829713,0.47223413
0.0,-2.9192026,1.5184863,1.0,1.6520555,1.0,-1.3544796,0.30786014,3.506816,1.0198729
0.0,-1.3401625,-0.51498693,0.0,1.7173705,1.0,0.39819655,-1.594951,4.4494596,0.084716946
0.0,-2.033641,0.23115663,1.0,-1.1692555,1.0,-0.9217967,0.027004361,6.3727665,0.27832952
0.0,-2.5943112,1.3694856,1.0,1.2632694,0.0,-1.1325952,0.16820562,6.3054247,-0.98159176
0.0,-1.5923737,-1.9608378,1.0,-0.7158009,0.0,-1.3404593,0.0057177544,7.81892,0.18815464
0.0,-2.0072153,1.62765,1.0,0.49705338,1.0,-1.186376,1.4326077,9.6395,-1.2323983
1.0,-0.08903149,-1.5483268,0.0,6.390371,1.0,-1.8511095,0.39702034,3.3019066,0.3523788
