,x1,x2,x3,x4,y
63,1.0,0.2925701,1.0,2.2462626,0.0
64,1.0,0.83515733,1.0,1.9238228,1.0
65,1.0,0.41837424,1.0,2.7591658,1.0
66,1.0,0.31388074,1.0,1.8499537,1.0
67,0.0,0.52793056,1.0,1.9935913,1.0
68,1.0,0.014413189,1.0,2.790349,1.0
69,1.0,-0.32374132,1.0,1.0856516,1.0
70,1.0,-2.2595708,1.0,-1.2029366,0.0
71,1.0,0.4409914,1.0,2.1914883,1.0
72,1.0,1.4200174,1.0,1.8075687,1.0
73,1.0,-0.94890064,1.0,1.2724893,0.0
74,1.0,-0.8616261,0.0,-0.9654791,0.0
75,0.0,-2.7800586,0.0,-2.6733496,0.0
76,0.0,-1.2709861,1.0,-0.2762703,1.0
77,1.0,2.4688058,1.0,4.7334175,1.0
78,1.0,-0.20851052,1.0,3.2601867,1.0
79,1.0,1.9214538,1.0,3.9536293,1.0
80,1.0,-0.15970658,1.0,3.7339137,1.0
81,1.0,0.37307036,0.0,1.0667046,0.0
82,0.0,0.2834307,0.0,0.7793462,0.0
83,1.0,-0.1627255,1.0,3.0048273,1.0
84,1.0,1.5671962,1.0,3.0334823,1.0
85,1.0,-0.46470225,1.0,1.18449,1.0
86,0.0,0.10015474,1.0,1.4224889,1.0
87,1.0,-0.3440033,1.0,2.7760363,1.0
88,0.0,0.3753227,1.0,0.99121565,0.0
89,1.0,0.22278066,1.0,1.4714727,0.0
90,1.0,0.30358374,1.0,4.0985417,1.0
91,1.0,2.6654687,1.0,3.7564974,1.0
92,0.0,-0.050612334,0.0,0.20440954,0.0
93,0.0,0.94007605,1.0,1.2246294,1.0
94,1.0,0.72164494,1.0,1.9080074,1.0
95,1.0,-1.5443631,0.0,-0.52254623,0.0
96,1.0,0.16547593,0.0,1.8389138,1.0
97,0.0,0.500408,0.0,0.927417,1.0
98,1.0,-0.10845563,0.0,1.3748859,1.0
99,1.0,-0.87423384,1.0,-0.25370824,0.0
100,1.0,-1.4196728,0.0,0.416341,0.0
101,0.0,-1.0057739,0.0,-2.4132462,0.0
102,0.0,0.05650658,1.0,1.4919496,1.0
103,0.0,0.67307854,1.0,1.4283949,1.0
104,1.0,1.3032244,1.0,2.9733148,1.0
105,1.0,-0.4962947,0.0,0.79619175,0.0
106,1.0,-2.4929774,1.0,-1.773305,0.0
107,1.0,0.8250636,1.0,5.2775908,1.0
108,1.0,1.1438107,1.0,3.784145,1.0
109,1.0,0.9274437,1.0,2.7438533,1.0
110,1.0,0.48354882,1.0,0.8282503,1.0
111,0.0,-0.7280147,0.0,0.6869005,0.0
112,1.0,1.3867593,1.0,3.1491446,1.0
113,1.0,-1.3324991,0.0,0.2576396,0.0
114,1.0,0.13314079,1.0,1.4646881,1.0
115,1.0,-0.0942491,1.0,2.6920958,1.0
116,1.0,-0.12859963,1.0,1.2376106,0.0
117,0.0,0.36563548,1.0,0.49457777,0.0
118,1.0,0.8629725,1.0,3.161328,1.0
119,1.0,1.6552886,1.0,3.205652,1.0
120,1.0,-0.48986647,0.0,0.8514173,1.0
121,0.0,2.276247,1.0,4.1854963,1.0
122,1.0,0.008167373,1.0,2.6409323,1.0
123,1.0,2.4449096,1.0,3.0974722,1.0
124,1.0,2.06226,1.0,4.1409283,1.0
125,0.0,1.3401375,1.0,2.0766575,1.0
126,1.0,1.5229764,1.0,2.4357548,1.0
127,0.0,-1.0258847,0.0,-0.46306628,0.0
128,0.0,-0.23859753,1.0,1.2532547,1.0
129,0.0,-0.83746195,1.0,1.7076814,1.0
130,0.0,-0.098504335,1.0,0.86669403,1.0
131,1.0,-0.038722802,1.0,1.893711,1.0
132,1.0,2.267081,1.0,4.8343863,1.0
133,0.0,1.5716981,1.0,1.1099707,1.0
134,0.0,0.3070759,1.0,-0.013945103,0.0
135,1.0,-1.1956968,1.0,2.349228,0.0
136,0.0,-0.9768679,0.0,-0.5008754,1.0
137,1.0,-0.29640135,1.0,1.6819744,1.0
138,1.0,0.47046256,1.0,2.5462694,1.0
139,1.0,-2.200761,0.0,0.19013333,0.0
140,0.0,-0.6006971,0.0,-0.63884896,0.0
141,1.0,-0.7494659,1.0,1.2233905,1.0
142,1.0,-1.2447926,0.0,-2.270369,0.0
143,1.0,0.758258,1.0,1.9606011,1.0
144,0.0,-1.8882129,0.0,-0.8373412,0.0
145,0.0,0.3156173,1.0,2.1732783,1.0
146,1.0,0.21136111,1.0,4.7453566,1.0
147,0.0,-1.5617138,0.0,-1.4152907,0.0
148,1.0,-0.29652685,0.0,1.4492991,1.0
149,1.0,-0.26654387,0.0,2.0898666,0.0
150,1.0,0.10937893,0.0,1.3604127,1.0
151,1.0,1.6280797,1.0,3.9712267,1.0
152,1.0,0.15759043,1.0,4.6028805,1.0
153,0.0,-0.98587674,1.0,-1.6998897,0.0
154,1.0,0.7762598,1.0,4.0515757,1.0
155,0.0,0.19965614,1.0,1.3921965,1.0
156,1.0,-0.039706875,0.0,1.2727221,1.0
157,1.0,1.6085752,1.0,4.4775205,1.0
158,1.0,0.28300986,1.0,2.5631385,1.0
159,0.0,1.1003543,1.0,1.9638922,1.0
160,0.0,-0.44156006,1.0,-1.0313734,0.0
161,1.0,-0.5868844,1.0,1.0620242,1.0
162,1.0,-1.1630523,0.0,-0.82498544,0.0
163,1.0,1.0438486,1.0,4.9367332,1.0
164,0.0,-0.0585712,1.0,1.9435561,1.0
165,1.0,0.16165386,1.0,2.5626116,1.0
166,1.0,-0.67369866,1.0,0.081040025,1.0
167,1.0,-0.07766285,1.0,2.3268461,1.0
168,0.0,0.35227996,1.0,2.9957228,1.0
169,1.0,-0.5659489,1.0,0.6328018,1.0
170,1.0,0.67494375,0.0,1.6472732,0.0
171,0.0,-1.3420817,0.0,-2.9509442,0.0
172,1.0,-2.3940167,0.0,-2.0758605,0.0
173,1.0,1.5159036,1.0,3.4735448,1.0
174,1.0,-0.49333876,1.0,2.6053069,1.0
175,1.0,1.601819,1.0,5.0721254,1.0
176,1.0,0.90353036,1.0,7.03786,1.0
177,1.0,1.1736306,1.0,1.2168921,1.0
178,1.0,-0.8107629,0.0,0.41119725,1.0
179,0.0,0.2218742,0.0,-0.27592656,0.0
180,1.0,0.63228565,0.0,1.4576021,1.0
181,1.0,0.55803543,1.0,2.4400861,1.0
182,0.0,1.1417207,1.0,1.820463,1.0
183,1.0,-2.273874,0.0,-1.5619583,0.0
184,1.0,-0.71930474,0.0,0.50371206,1.0
185,1.0,0.5491601,0.0,1.0271859,1.0
186,1.0,-0.46521762,1.0,1.8443453,1.0
187,1.0,0.20439738,1.0,2.4378216,1.0
188,0.0,0.80322057,1.0,1.7888359,1.0
189,1.0,0.81514347,1.0,3.037952,1.0
190,0.0,0.598089,1.0,1.1609923,1.0
191,1.0,0.72701424,1.0,1.677786,1.0
192,1.0,-0.5697712,0.0,-0.0922755,1.0
193,1.0,-0.8299777,0.0,-0.38835084,0.0
194,1.0,0.12662664,1.0,4.3404107,1.0
195,1.0,-0.6583704,0.0,-0.17557126,1.0
196,1.0,1.9057049,1.0,1.5485084,1.0
197,0.0,2.4012578,1.0,3.7346535,1.0
198,1.0,0.022946777,0.0,1.9328158,1.0
199,0.0,-0.09215356,0.0,2.4659276,1.0
200,0.0,1.3539883,1.0,1.5234971,1.0
201,1.0,-0.92686945,1.0,1.0760478,1.0
202,1.0,1.6285083,1.0,4.62857,1.0
203,1.0,0.35279828,1.0,1.6570787,1.0
204,0.0,1.3837452,1.0,1.4916813,1.0
205,1.0,0.4244008,1.0,2.8636088,1.0
206,0.0,-0.90742546,0.0,-1.5666511,0.0
207,1.0,-0.58035314,1.0,0.4503513,1.0
208,1.0,1.7817476,1.0,3.1930506,1.0
209,1.0,1.5196825,1.0,3.308978,1.0
210,1.0,0.22190878,1.0,0.3712572,1.0
211,0.0,-0.0028389867,0.0,-0.56182456,1.0
212,1.0,0.27269655,1.0,1.2071706,1.0
213,0.0,-0.38179466,0.0,-0.06837618,1.0
214,0.0,0.34237844,1.0,1.1772144,1.0
215,0.0,0.1186059,1.0,1.0706254,1.0
216,1.0,-1.2325066,0.0,-0.43836343,1.0
217,0.0,-1.0084493,0.0,-2.219409,0.0
218,1.0,-0.09006637,1.0,0.7555814,1.0
219,1.0,-0.78649676,0.0,-0.0023031533,0.0
220,1.0,1.1301923,1.0,3.3825126,1.0
221,0.0,-0.54606986,0.0,-0.2813945,1.0
222,1.0,-0.597589,1.0,1.763854,0.0
223,0.0,-0.44314703,0.0,0.9538387,1.0
224,1.0,0.32227474,1.0,3.0972435,1.0
225,0.0,1.0548235,1.0,1.6636252,0.0
226,1.0,-0.65067816,1.0,0.16047335,0.0
227,1.0,-0.9118829,1.0,1.549777,1.0
228,1.0,-1.0077521,0.0,-1.6405457,0.0
229,1.0,0.7904424,1.0,2.0131197,1.0
230,1.0,-0.7861012,1.0,2.1152668,1.0
231,1.0,1.897807,1.0,3.965359,1.0
232,1.0,-0.709988,1.0,1.5115211,0.0
233,1.0,-0.80720615,0.0,0.33174065,0.0
234,1.0,-1.3159312,1.0,-0.5711336,0.0
235,1.0,1.897339,1.0,3.4186277,1.0
236,1.0,0.45618522,0.0,0.77067447,1.0
237,1.0,0.8430134,1.0,2.2147446,1.0
238,0.0,0.5115108,0.0,-0.40251005,0.0
239,0.0,1.5232694,1.0,2.5226433,1.0
240,1.0,-0.8865618,0.0,0.38570565,0.0
241,1.0,2.0113063,1.0,5.165778,1.0
242,0.0,0.49943957,0.0,0.5449656,0.0
243,1.0,1.063741,1.0,1.9391285,1.0
244,1.0,-0.4605507,1.0,1.0309201,1.0
245,0.0,1.1870345,1.0,3.0386224,1.0
246,1.0,1.3565984,1.0,6.9441395,1.0
247,1.0,0.78917193,1.0,3.7370243,1.0
248,1.0,0.6672101,0.0,2.2504506,1.0
249,0.0,-0.8641064,1.0,-1.1158162,0.0
250,0.0,0.21433946,1.0,2.5604684,1.0
251,1.0,-1.5082736,1.0,0.084711045,0.0
252,0.0,-0.8954657,0.0,-0.8847036,0.0
253,1.0,0.3239115,1.0,2.8564222,1.0
254,0.0,0.05485059,1.0,1.9883173,1.0
255,0.0,-1.5968889,0.0,-0.5278628,1.0
256,1.0,1.2892865,1.0,3.028443,1.0
257,1.0,-0.36559466,1.0,-0.5263665,0.0
258,1.0,-0.3606765,1.0,1.8890599,1.0
259,0.0,-0.3006075,1.0,-0.45398384,0.0
260,0.0,1.7181453,1.0,3.6124787,1.0
261,0.0,0.3850552,0.0,1.337077,1.0
262,1.0,0.8753134,1.0,0.8078518,1.0
263,1.0,-1.1752163,0.0,-0.052464455,1.0
264,1.0,0.3053348,0.0,0.8251531,1.0
265,1.0,-1.1147068,0.0,1.038205,0.0
266,1.0,0.84884816,1.0,1.6721113,1.0
267,1.0,0.25350228,1.0,2.2105317,1.0
268,1.0,0.10296099,1.0,1.1611421,1.0
269,0.0,0.25757426,1.0,-0.13842309,0.0
270,1.0,0.16031086,0.0,-0.54585874,1.0
271,0.0,-1.1661844,0.0,-0.023287535,0.0
272,0.0,0.083289005,1.0,2.8967087,1.0
273,1.0,0.7547704,1.0,3.5494614,1.0
274,1.0,-1.0063816,0.0,0.33132645,0.0
275,1.0,0.3952452,0.0,1.9474384,1.0
276,1.0,0.24452308,1.0,2.065459,1.0
277,1.0,0.29148635,1.0,3.2508674,0.0
278,1.0,-0.40396205,1.0,0.8048533,1.0
279,1.0,-0.2733806,0.0,0.57797396,0.0
280,1.0,-0.66763973,1.0,1.311407,1.0
281,1.0,-1.7314798,1.0,0.15651333,0.0
282,1.0,-0.709821,1.0,0.27909327,0.0
283,1.0,-0.33316672,0.0,1.5996017,1.0
284,1.0,0.5773238,1.0,2.5168865,1.0
285,0.0,1.3228569,0.0,0.8175089,1.0
286,1.0,-0.4131057,0.0,-0.8342097,0.0
287,1.0,-0.7604424,1.0,1.1008916,1.0
288,0.0,-0.62128997,0.0,-0.52462095,0.0
289,1.0,-0.96240234,0.0,-0.15639572,0.0
290,0.0,-0.08830489,0.0,-1.0454212,0.0
291,1.0,0.4950652,0.0,0.0713501,1.0
292,1.0,-0.91125846,1.0,1.0769194,0.0
293,0.0,-0.22262117,0.0,-2.6175056,0.0
294,0.0,-0.7933764,0.0,0.04075396,0.0
295,1.0,0.92002684,1.0,0.8016827,1.0
296,0.0,-1.5186621,0.0,0.4284743,1.0
297,1.0,-1.3004988,1.0,1.5173798,0.0
298,1.0,-1.2315387,0.0,0.8069184,1.0
299,1.0,-0.13287844,0.0,1.465486,1.0
300,1.0,0.20836394,1.0,4.1509123,1.0
301,1.0,-0.73189473,0.0,-0.48821193,0.0
302,1.0,1.3440185,1.0,4.2256303,1.0
303,1.0,0.08083777,1.0,1.5474393,0.0
304,1.0,-1.2846233,0.0,-1.3314954,0.0
305,1.0,-0.16871275,1.0,0.8043333,0.0
306,1.0,-0.5353294,0.0,2.0821676,1.0
307,1.0,-0.0983897,1.0,1.6544228,1.0
308,1.0,-2.4336708,1.0,-0.20850463,0.0
309,1.0,0.626906,1.0,3.449638,1.0
310,1.0,0.4789076,1.0,1.187947,1.0
311,0.0,0.437616,0.0,1.5621054,1.0
312,1.0,0.6952153,1.0,2.0649114,1.0
313,1.0,-0.57436424,0.0,0.39775297,1.0
314,1.0,0.051863313,0.0,1.2537214,1.0
315,1.0,0.7071821,1.0,2.537978,1.0
316,0.0,-1.743721,0.0,-1.2348071,0.0
317,1.0,2.515315,1.0,3.099451,1.0
318,0.0,-0.093130805,1.0,0.47394258,1.0
319,0.0,-1.7161404,1.0,-0.63113666,0.0
320,0.0,-0.660044,0.0,-1.3119178,0.0
321,0.0,0.017766925,1.0,1.4118004,0.0
322,1.0,-0.858584,1.0,-0.10103011,0.0
323,0.0,1.6233441,0.0,0.46192324,1.0
324,0.0,-1.6021093,1.0,-0.4661584,0.0
325,0.0,0.13679756,1.0,-0.09735513,1.0
326,0.0,-0.3707381,0.0,0.41877145,1.0
327,0.0,-0.69566536,1.0,0.63614994,1.0
328,0.0,0.67068195,1.0,0.68928325,1.0
329,1.0,1.4863043,1.0,2.8580961,1.0
330,1.0,0.51743114,0.0,3.0267563,1.0
331,1.0,-0.3862681,1.0,-0.4407935,0.0
332,1.0,-2.011744,0.0,-2.0140116,0.0
333,0.0,0.23040546,1.0,1.064494,1.0
334,0.0,0.17255531,0.0,0.5074946,0.0
335,0.0,-1.1654032,0.0,-0.0047944784,1.0
336,1.0,0.18530317,1.0,1.799503,1.0
337,1.0,-0.4361139,1.0,0.45273757,0.0
338,0.0,-1.0556226,0.0,-2.0548973,0.0
339,0.0,0.5350677,1.0,0.84106064,1.0
340,0.0,-0.6136301,1.0,2.316035,1.0
341,0.0,0.55293334,0.0,-0.10493344,1.0
342,1.0,-1.1249855,0.0,-2.0251427,0.0
343,1.0,-0.91839343,0.0,1.0421252,1.0
344,1.0,-0.9033905,0.0,1.4523758,1.0
345,1.0,-1.1249588,0.0,-0.102272585,0.0
346,1.0,-0.3196348,1.0,2.0647116,1.0
347,1.0,-2.2761073,0.0,-0.4253813,0.0
348,1.0,0.011589227,0.0,-1.115055,0.0
349,1.0,1.2629521,1.0,1.9643565,1.0
350,1.0,-1.9591674,0.0,-0.6246016,0.0
351,1.0,-0.73211294,0.0,0.5945759,0.0
352,0.0,-0.36872298,1.0,0.85993,1.0
353,1.0,0.44394305,1.0,2.1093771,1.0
354,0.0,1.0073012,1.0,2.3592377,1.0
355,1.0,1.3489254,0.0,4.923053,1.0
356,1.0,0.9921153,1.0,2.193181,1.0
357,1.0,0.35084486,0.0,0.6056634,1.0
358,1.0,-0.9246392,1.0,0.8600774,1.0
359,1.0,0.56759804,1.0,3.9768717,1.0
360,1.0,0.83020467,1.0,4.3847227,1.0
361,1.0,0.22103935,1.0,1.5795487,1.0
362,1.0,0.5536476,1.0,1.4869084,1.0
363,1.0,-0.7523451,0.0,-1.1079607,0.0
364,1.0,0.21729265,0.0,1.9454179,1.0
365,1.0,0.47514525,1.0,0.5670562,1.0
366,1.0,-0.546674,1.0,0.8585848,0.0
367,0.0,-2.1994495,0.0,0.31197643,0.0
368,1.0,2.3659248,1.0,2.5849757,1.0
369,1.0,0.17622416,1.0,0.76570654,0.0
370,1.0,1.860417,1.0,2.8160524,1.0
371,0.0,-0.56499726,0.0,-0.23101568,1.0
372,0.0,-0.09886295,1.0,0.696609,1.0
373,1.0,0.28810117,1.0,4.092201,1.0
374,1.0,0.44852635,0.0,-0.8432665,0.0
375,1.0,0.22725205,1.0,1.3927615,1.0
376,1.0,-1.3200643,0.0,-1.6021098,0.0
377,1.0,-0.8246396,0.0,-0.6859823,0.0
378,0.0,-2.0466297,0.0,-3.1034122,0.0
379,1.0,-1.0354995,1.0,1.8310013,1.0
380,0.0,-0.46720392,0.0,0.030851007,1.0
381,1.0,-1.0485786,0.0,-0.017725516,0.0
382,1.0,-2.4636116,0.0,-0.8189075,0.0
383,1.0,0.6804358,1.0,1.631248,1.0
384,1.0,1.4510808,1.0,2.9967096,1.0
385,1.0,-2.586474,1.0,-0.16752473,0.0
386,1.0,-0.04049506,1.0,1.3013221,0.0
387,0.0,1.2314885,1.0,1.4447663,1.0
388,1.0,-0.72852457,1.0,0.6986679,1.0
389,1.0,0.12010008,0.0,-0.577986,1.0
390,1.0,0.41747507,1.0,2.3562384,1.0
391,1.0,-0.40026578,1.0,3.0262775,1.0
392,1.0,0.9328115,0.0,0.3905431,0.0
393,0.0,0.8438496,1.0,4.050683,1.0
394,1.0,1.3038642,1.0,3.7605352,1.0
395,0.0,-0.70903194,0.0,-0.26083398,1.0
396,1.0,1.2740618,1.0,4.91087,1.0
397,1.0,-0.17832704,1.0,2.6466792,1.0
398,0.0,-1.1407728,0.0,-1.1472261,0.0
399,0.0,0.32097507,0.0,-0.30256653,0.0
400,0.0,-0.5735874,1.0,-0.41165137,1.0
401,0.0,0.65916044,0.0,1.3720053,1.0
402,0.0,0.8833432,0.0,-1.9620395,0.0
403,1.0,2.3668292,1.0,4.7200823,1.0
404,0.0,-1.4081669,0.0,0.38291168,0.0
405,0.0,0.016178349,0.0,-0.8760306,1.0
406,1.0,0.030514626,0.0,1.8431756,1.0
407,1.0,-1.4607005,1.0,-0.9672499,0.0
408,1.0,0.28522697,0.0,1.9985688,0.0
409,1.0,-0.74119276,0.0,0.1928977,1.0
410,1.0,-1.1605972,0.0,0.046904042,0.0
411,1.0,1.1292753,1.0,1.8703319,1.0
412,0.0,-0.93057173,0.0,-1.8375258,0.0
413,1.0,-0.4949344,1.0,0.6754357,1.0
414,0.0,-0.078892,1.0,0.34615767,1.0
415,1.0,-1.6588147,0.0,-1.460402,0.0
416,1.0,-0.12666097,1.0,2.8066483,1.0
417,1.0,-0.5201409,0.0,-0.91671383,1.0
418,1.0,0.93243486,1.0,2.3802686,1.0
419,1.0,-0.18861501,1.0,0.8206654,0.0
420,1.0,0.44326562,1.0,2.9327173,1.0
421,1.0,0.40718102,1.0,3.3757892,1.0
422,1.0,-1.2755992,1.0,-0.023061514,0.0
423,0.0,1.6821108,1.0,2.9126546,1.0
424,1.0,-1.6513947,1.0,0.9961579,1.0
425,1.0,-0.6024363,0.0,-0.38203478,1.0
426,1.0,0.256575,1.0,1.8691844,1.0
427,1.0,-0.28508815,1.0,2.1339774,1.0
428,1.0,-0.7121923,1.0,1.3744828,1.0
429,1.0,1.3635707,1.0,3.4269817,1.0
430,0.0,0.41896078,0.0,0.8225603,1.0
431,0.0,0.3664305,1.0,1.1167612,1.0
432,0.0,1.1614646,0.0,1.466057,1.0
433,1.0,1.2301695,1.0,3.1231387,1.0
434,0.0,0.3949366,0.0,-0.9154861,0.0
435,1.0,1.8289437,1.0,3.4401593,1.0
436,0.0,0.47886923,1.0,1.3612243,1.0
437,1.0,0.40362826,1.0,1.6076803,1.0
438,1.0,1.3332522,1.0,4.3739057,1.0
439,0.0,-1.1678556,0.0,-2.5092392,0.0
440,1.0,-1.9117746,0.0,-0.7386191,0.0
441,0.0,-0.28390196,0.0,-1.2524012,0.0
442,1.0,0.6712353,1.0,3.280043,1.0
443,1.0,-1.0812767,0.0,-0.48090506,0.0
444,1.0,-0.6304898,0.0,2.5241945,1.0
445,1.0,-0.36163002,1.0,2.0808768,1.0
446,0.0,-1.8549813,0.0,-2.5455394,0.0
447,0.0,1.5099888,1.0,1.6406786,1.0
448,0.0,-1.7983183,1.0,-1.1711125,0.0
449,1.0,-0.093295366,1.0,2.5807111,1.0
450,1.0,0.11888842,1.0,2.739994,1.0
451,1.0,-0.0989984,1.0,0.24654615,1.0
452,1.0,-0.8631563,1.0,1.9144495,1.0
453,0.0,0.5177367,1.0,2.0222795,1.0
454,1.0,-1.1152817,0.0,0.44315058,1.0
455,1.0,0.20767698,1.0,1.7293334,1.0
456,1.0,-1.7220316,1.0,-0.6502989,0.0
457,1.0,0.12109228,1.0,2.2492747,0.0
458,0.0,-0.8945599,0.0,-0.27930516,0.0
459,1.0,-1.1277543,1.0,0.8919419,0.0
460,1.0,0.55592555,1.0,4.7072124,1.0
461,0.0,-0.17710505,0.0,1.9698447,0.0
462,1.0,0.95178974,1.0,1.8050424,1.0
463,0.0,-1.5213507,0.0,-1.4055271,1.0
464,1.0,-2.819154,0.0,-1.5727085,0.0
465,1.0,-0.32322925,1.0,1.1553032,0.0
466,1.0,-0.23095343,1.0,1.1008427,0.0
467,0.0,0.4999923,0.0,-0.2899993,1.0
468,1.0,0.18188435,1.0,2.2403076,1.0
469,1.0,1.365865,1.0,2.0296257,1.0
470,0.0,1.0039077,0.0,1.3562192,1.0
471,1.0,-0.18237096,1.0,1.415629,1.0
472,0.0,0.44666648,0.0,3.30844,1.0
473,0.0,0.57737315,1.0,0.30527318,1.0
474,1.0,1.6640701,1.0,1.5655682,1.0
475,1.0,0.16412698,0.0,2.2735534,1.0
476,1.0,-0.36469534,0.0,-0.61688256,0.0
477,0.0,0.945448,1.0,3.3124976,1.0
478,1.0,0.7656738,1.0,3.8671908,1.0
479,1.0,0.20301174,1.0,2.610294,0.0
480,1.0,0.35807076,1.0,0.63536024,1.0
481,0.0,-0.24872681,0.0,-0.3066468,0.0
482,1.0,0.45547274,0.0,1.2401611,1.0
483,0.0,-0.45192808,0.0,-1.0727243,0.0
484,1.0,-0.24111827,1.0,1.4313297,1.0
485,0.0,0.72641265,1.0,0.91543955,1.0
486,1.0,-0.33980557,1.0,2.337381,1.0
487,0.0,0.059856582,1.0,2.7060971,1.0
488,1.0,-1.5486321,0.0,-0.20250216,0.0
489,0.0,0.99959534,0.0,1.1847678,1.0
490,0.0,-1.2764618,0.0,-2.6583824,0.0
491,0.0,0.055869214,0.0,-0.6746503,0.0
492,1.0,0.74396217,1.0,1.6075463,1.0
493,1.0,-0.6989389,0.0,-0.39657015,1.0
494,1.0,0.37846753,1.0,4.081005,1.0
495,1.0,0.91343766,1.0,4.018367,1.0
496,0.0,0.14380063,1.0,1.0601184,1.0
497,1.0,-1.4086766,0.0,1.5508819,1.0
498,0.0,-0.6721289,0.0,-1.7906069,0.0
499,0.0,-0.15509085,0.0,0.9445366,1.0
500,1.0,-1.5158836,0.0,-1.119796,0.0
501,1.0,0.40047508,1.0,3.1209712,1.0
502,1.0,3.637646,1.0,4.3094735,1.0
503,1.0,0.25541863,0.0,-0.40040874,1.0
504,1.0,-0.11821194,1.0,3.5478096,1.0
505,1.0,0.9507121,1.0,2.99047,1.0
506,1.0,0.7634001,0.0,0.6835767,1.0
507,0.0,1.1246048,0.0,0.18520546,0.0
508,0.0,0.4069315,1.0,1.670424,1.0
509,0.0,-0.5903508,0.0,-0.48404744,0.0
510,1.0,1.707794,0.0,3.0430593,1.0
511,1.0,0.9947385,0.0,2.1879075,1.0
512,1.0,-0.021690859,0.0,1.3955839,1.0
513,1.0,-0.97361475,1.0,3.9531865,1.0
514,1.0,-0.94051445,1.0,1.3208723,1.0
515,1.0,-0.570918,1.0,1.7265497,1.0
516,1.0,-0.9491692,0.0,-0.8045775,0.0
517,1.0,-1.6692252,1.0,-0.02006933,0.0
518,1.0,-0.6676016,1.0,1.0304737,1.0
519,1.0,-1.1259633,1.0,1.5142975,1.0
520,1.0,-1.9214777,1.0,-1.1008939,0.0
521,1.0,0.7320816,1.0,1.6027582,1.0
522,1.0,0.33422518,0.0,2.2262983,0.0
523,1.0,0.59811616,1.0,2.7392075,1.0
524,1.0,-0.30579162,0.0,-0.0069025755,0.0
525,1.0,-0.37851003,0.0,1.8422781,1.0
