x1,x2,x3,y,x4
1.0,-0.5459827,0.0,0.0,0.22903654
0.0,-0.1405725,0.0,0.0,-0.74928826
0.0,-0.629381,1.0,1.0,1.7634983
1.0,0.48300534,1.0,1.0,3.6858945
1.0,-0.17557034,1.0,1.0,3.4364946
1.0,-0.4322836,1.0,0.0,2.029742
0.0,0.26818824,0.0,1.0,1.2283442
0.0,0.05633649,1.0,1.0,2.274609
0.0,0.49580964,1.0,0.0,2.4912057
0.0,0.13077526,1.0,0.0,1.0766294
1.0,0.26743838,1.0,1.0,2.7882628
1.0,0.01684342,0.0,0.0,1.4874666
0.0,-0.2589165,0.0,1.0,0.3094332
0.0,0.22471271,1.0,1.0,2.1170554
0.0,0.33891058,0.0,0.0,0.6124072
1.0,-0.29082876,0.0,1.0,2.3253565
0.0,-0.34235838,1.0,0.0,0.5462092
0.0,-0.20682788,0.0,1.0,1.3215312
0.0,0.2863851,1.0,0.0,0.8630962
0.0,-0.36638668,0.0,0.0,-0.6873383
0.0,-0.040531956,0.0,0.0,-0.022507885
1.0,-0.41470852,1.0,0.0,1.0619391
0.0,-0.12370551,1.0,1.0,2.1245747
1.0,0.041772567,1.0,1.0,4.237944
1.0,-0.079045765,0.0,1.0,1.8797528
0.0,-0.55376846,1.0,0.0,0.4417936
1.0,-0.11755151,0.0,0.0,0.8580226
1.0,-0.058449686,1.0,0.0,2.3263834
1.0,0.044105124,1.0,1.0,1.9141465
1.0,-0.119902276,1.0,1.0,1.382437
0.0,0.08556706,1.0,1.0,1.8180021
1.0,0.15432641,1.0,1.0,3.2066019
1.0,0.13382274,1.0,0.0,2.6806307
0.0,-0.26219007,0.0,1.0,1.5230477
1.0,-0.023856709,1.0,0.0,1.3532972
1.0,-0.2169297,1.0,0.0,2.8569498
0.0,0.20047785,1.0,1.0,0.9101585
0.0,-0.11940026,1.0,1.0,1.5193456
0.0,0.2928348,0.0,1.0,1.5347502
1.0,0.0012213194,1.0,1.0,2.932458
1.0,-0.14468934,1.0,1.0,2.3710601
1.0,-0.17371449,1.0,1.0,2.775376
1.0,0.14496806,1.0,1.0,2.9293437
0.0,0.20188136,0.0,0.0,0.6447737
0.0,-0.31945437,0.0,0.0,-0.38811803
0.0,-0.09995143,0.0,0.0,0.3109678
1.0,0.022220701,0.0,0.0,0.6241727
0.0,0.23653175,0.0,0.0,-0.3128578
1.0,-0.5768058,0.0,0.0,0.38798127
1.0,0.093167886,0.0,1.0,1.9843112
1.0,-0.12301173,1.0,1.0,2.7157521
1.0,-0.2904658,1.0,0.0,1.4759705
0.0,0.39170113,1.0,0.0,1.8102491
0.0,-0.20743099,0.0,0.0,0.46491358
0.0,0.31405494,1.0,0.0,1.7321953
1.0,-0.11767645,1.0,1.0,2.9013479
1.0,-0.117307715,0.0,0.0,0.34896266
1.0,-0.054769028,1.0,0.0,2.2910452
0.0,0.31625742,0.0,0.0,-0.43151975
0.0,0.15178949,0.0,0.0,0.3288646
0.0,-0.19434166,1.0,0.0,1.8525231
0.0,0.096409686,0.0,1.0,1.04822
0.0,0.007410547,0.0,1.0,0.88268274
1.0,-0.10651265,1.0,0.0,1.7150134
1.0,0.04615905,1.0,1.0,3.0831425
1.0,0.30413806,1.0,0.0,1.9631658
1.0,-0.20265795,0.0,1.0,1.9934791
0.0,0.2185038,1.0,1.0,2.207274
0.0,-0.48992464,0.0,0.0,-0.7440483
1.0,-0.30680323,0.0,0.0,1.1382662
0.0,0.10857608,0.0,0.0,0.33895704
1.0,-0.2226205,1.0,1.0,3.1238456
1.0,0.20744264,1.0,1.0,3.4450974
1.0,0.28250983,1.0,0.0,2.343642
1.0,0.5459996,0.0,0.0,1.2517453
0.0,0.09658303,0.0,1.0,1.348743
0.0,0.32978976,1.0,1.0,1.7346256
1.0,0.3163547,0.0,1.0,2.5612357
1.0,-0.064714365,0.0,0.0,1.5725281
1.0,-0.5264911,1.0,0.0,1.097558
1.0,-0.24953103,1.0,0.0,1.6694409
0.0,-0.033887483,0.0,1.0,0.97786075
0.0,-0.031456452,0.0,1.0,0.37868655
0.0,-0.23052485,1.0,1.0,1.2475717
1.0,0.1951076,1.0,0.0,3.1018043
1.0,0.24126446,1.0,0.0,2.1366
0.0,-0.16265726,0.0,1.0,0.7122746
1.0,0.15389897,0.0,1.0,2.0737998
0.0,0.2850845,0.0,1.0,1.8296034
0.0,-0.2353227,0.0,1.0,1.1638632
0.0,0.02851096,0.0,1.0,1.6184466
1.0,0.46282363,1.0,1.0,3.1818507
1.0,-0.5872681,1.0,1.0,1.9005802
0.0,-0.12660336,1.0,1.0,2.007809
0.0,0.4521273,1.0,0.0,1.5450641
0.0,-0.11883485,0.0,0.0,-0.59776974
0.0,-0.5416471,0.0,1.0,1.0393612
1.0,0.64876485,1.0,0.0,2.7413878
0.0,0.065879546,0.0,0.0,1.1181848
0.0,0.3828213,1.0,1.0,2.125748
1.0,-0.04739387,0.0,1.0,1.8947599
1.0,-0.48970786,0.0,1.0,1.4141481
0.0,0.117873535,1.0,1.0,2.058928
1.0,0.17392373,1.0,0.0,2.5555198
0.0,-0.15518045,1.0,1.0,1.7812266
0.0,-0.07819575,0.0,1.0,0.968598
0.0,0.39871222,1.0,1.0,2.5297601
1.0,-0.3310889,1.0,0.0,0.71568567
1.0,0.11596055,1.0,1.0,3.3400655
0.0,-0.23119776,1.0,1.0,1.3773087
0.0,-0.1540599,1.0,0.0,1.4435744
0.0,-0.21451098,1.0,1.0,1.6827751
1.0,-0.09381564,1.0,1.0,3.5246115
1.0,-1.0782723,0.0,1.0,0.9749785
0.0,-0.14079362,1.0,0.0,1.1144111
1.0,-0.38402572,0.0,1.0,1.20802
0.0,0.32672918,1.0,1.0,1.9816931
0.0,-0.01668205,1.0,0.0,0.15972877
0.0,0.13649033,0.0,1.0,1.5526673
0.0,-0.16542077,1.0,1.0,1.799985
0.0,0.04822101,1.0,1.0,1.598406
1.0,-0.11058875,1.0,0.0,1.5833222
0.0,-0.5381519,0.0,0.0,-0.67024446
0.0,-0.22233476,1.0,1.0,2.3936725
1.0,0.036896795,0.0,1.0,2.043925
0.0,0.31382856,0.0,1.0,0.5442279
0.0,-0.33470368,0.0,1.0,0.87683034
0.0,0.19728118,0.0,0.0,-0.21557876
1.0,-0.18858363,0.0,0.0,0.88232106
0.0,0.15196292,1.0,1.0,1.593288
1.0,0.093504965,1.0,0.0,1.6283178
1.0,-0.49622336,0.0,0.0,0.2127802
0.0,-0.22429743,0.0,1.0,1.3394616
0.0,-0.018200453,1.0,1.0,2.1302395
0.0,0.49436358,0.0,1.0,1.8703485
0.0,0.048819575,1.0,1.0,1.4617045
1.0,0.6033931,0.0,1.0,1.9779038
1.0,0.2985016,1.0,0.0,1.4831089
1.0,-0.26484185,0.0,0.0,1.0879697
1.0,-0.3294435,0.0,1.0,1.4226869
0.0,0.105189905,0.0,0.0,0.43837172
0.0,-0.16063839,0.0,0.0,-0.6198181
0.0,0.23720104,1.0,1.0,1.7969477
0.0,0.3570384,1.0,0.0,0.5507812
1.0,-0.28075266,0.0,1.0,1.3709574
0.0,-0.3070862,0.0,0.0,-0.5750231
0.0,-0.02541139,1.0,1.0,2.4854841
1.0,0.19043224,1.0,1.0,3.1035984
1.0,0.47625834,1.0,0.0,2.0897436
1.0,0.0581701,1.0,1.0,2.822355
1.0,0.106872454,1.0,0.0,2.2039814
0.0,-0.078637294,1.0,0.0,1.461312
1.0,-0.2222843,1.0,0.0,2.2973883
1.0,0.2794802,0.0,1.0,1.6957147
0.0,0.64324754,1.0,1.0,2.8159552
0.0,0.4276299,0.0,0.0,0.23753491
1.0,0.37507394,1.0,1.0,3.156113
0.0,0.29561722,1.0,0.0,0.6930963
0.0,-0.2418915,0.0,0.0,-0.74418885
0.0,-0.6245439,1.0,0.0,-0.3206141
0.0,0.29305884,1.0,1.0,2.899991
0.0,-0.07353428,1.0,0.0,0.8790902
1.0,-0.30940995,0.0,0.0,-0.09187198
0.0,0.11299484,1.0,1.0,2.471002
0.0,0.21495694,1.0,1.0,2.51558
1.0,-0.3842895,0.0,1.0,1.8440721
0.0,-0.26066938,1.0,0.0,1.5682096
1.0,0.11559456,1.0,0.0,1.4549146
0.0,-0.09197417,0.0,1.0,0.9254851
0.0,0.2763664,1.0,1.0,2.4838078
1.0,-0.2663371,0.0,1.0,1.3058808
1.0,0.5504756,1.0,1.0,5.0724897
0.0,-0.29729396,1.0,1.0,1.4925488
0.0,0.1116215,1.0,0.0,1.3558569
1.0,-0.22472654,1.0,1.0,2.965522
0.0,0.2305569,0.0,1.0,2.006603
1.0,0.120739475,1.0,1.0,3.2465436
0.0,0.12200128,1.0,1.0,2.2928703
1.0,-0.0053421147,1.0,0.0,1.9485562
0.0,0.060395017,1.0,1.0,2.4872544
0.0,0.28333828,1.0,0.0,2.1702933
0.0,-0.24759252,0.0,0.0,0.65973014
0.0,-0.1039806,1.0,0.0,1.2587547
0.0,0.3924673,0.0,0.0,0.32451665
0.0,0.021383876,0.0,1.0,1.283262
1.0,-0.53327733,0.0,0.0,0.449414
0.0,0.104770504,0.0,0.0,0.85602236
1.0,-0.12811351,0.0,0.0,0.6016141
1.0,-0.069958985,1.0,1.0,2.9260445
1.0,-0.1453962,1.0,0.0,1.3175924
1.0,-0.22074309,1.0,0.0,1.2955158
1.0,-0.40419698,0.0,1.0,2.1601272
0.0,-0.5354633,0.0,0.0,-0.7958938
0.0,-0.3449679,1.0,0.0,0.90367705
0.0,-0.23992956,0.0,1.0,1.5589356
1.0,0.23875149,1.0,1.0,2.964124
1.0,0.36148396,1.0,1.0,2.7150319
0.0,0.52046573,1.0,0.0,0.68793094
1.0,-0.24275374,0.0,1.0,1.6690258
1.0,0.44473574,1.0,1.0,3.4886928
0.0,0.007655742,0.0,1.0,1.1412758
0.0,-0.21171917,0.0,0.0,-0.6654409
0.0,0.05479799,0.0,0.0,0.45969805
1.0,-0.41992572,0.0,1.0,1.869545
1.0,-0.19426574,0.0,0.0,0.9038303
1.0,-0.6135211,0.0,0.0,0.72988546
1.0,-0.08985409,1.0,0.0,1.6322852
1.0,-0.461366,1.0,1.0,3.1881964
0.0,-0.16308804,1.0,1.0,1.8542106
1.0,-0.76634705,1.0,1.0,2.9843397
0.0,-0.17815632,0.0,0.0,-0.1815643
1.0,-0.05945359,1.0,0.0,2.1266067
0.0,-0.12699215,1.0,0.0,0.6970128
0.0,-0.017776966,1.0,0.0,0.8156938
0.0,-0.31541765,1.0,0.0,0.46747863
1.0,-0.38403162,1.0,0.0,1.667582
0.0,-0.109656714,1.0,0.0,0.004244268
1.0,-0.109927885,1.0,0.0,1.9235914
1.0,-0.40154392,1.0,1.0,2.4274676
0.0,0.13463564,1.0,1.0,2.5586674
0.0,0.0875277,0.0,1.0,1.3995056
1.0,-0.47656712,1.0,0.0,1.5961585
0.0,-0.6201391,0.0,0.0,-0.694492
1.0,-0.28608575,1.0,0.0,1.8973761
0.0,0.27909604,0.0,1.0,1.3329499
0.0,0.59243613,0.0,0.0,-0.038014352
1.0,-0.07274891,1.0,1.0,2.503764
1.0,-0.025836246,0.0,0.0,0.9956017
1.0,0.03779963,1.0,1.0,2.322525
1.0,-0.033886194,1.0,0.0,2.7422128
1.0,0.68209326,1.0,1.0,3.4667027
1.0,0.28335983,1.0,1.0,2.9926116
0.0,0.587294,1.0,1.0,1.9193829
1.0,-0.38304058,1.0,1.0,2.8261545
0.0,-0.39895165,0.0,1.0,0.40212524
1.0,0.38289577,1.0,1.0,2.9905763
1.0,0.37764922,1.0,1.0,4.8674607
0.0,-0.7104623,1.0,0.0,0.4309278
1.0,-0.25262892,0.0,1.0,1.632614
1.0,-0.034061193,1.0,1.0,2.9467149
1.0,0.037125155,1.0,1.0,3.0279489
0.0,-0.28093922,0.0,0.0,0.07358852
1.0,0.3387586,1.0,0.0,2.795478
1.0,-0.2543405,1.0,1.0,3.0082362
1.0,0.12099545,1.0,1.0,3.6655312
1.0,-0.17525536,1.0,0.0,1.8472197
1.0,-0.48414,1.0,1.0,2.8948245
0.0,-0.31613678,1.0,1.0,1.9152029
1.0,-0.26158082,1.0,1.0,2.5230763
1.0,-0.0663131,1.0,1.0,3.884962
1.0,0.38177338,1.0,0.0,2.4934597
0.0,-0.22158101,0.0,1.0,0.5596723
1.0,-0.71236235,1.0,0.0,2.153692
0.0,0.19075014,0.0,1.0,1.286146
0.0,0.4964528,1.0,0.0,1.6963263
0.0,0.6387575,1.0,1.0,2.6804366
0.0,0.012281052,1.0,0.0,0.49104303
0.0,0.067367226,0.0,1.0,0.37939972
1.0,0.28197375,0.0,1.0,1.6930313
1.0,-0.45575035,1.0,1.0,3.427535
0.0,0.3049834,1.0,1.0,2.4917061
1.0,0.18029387,1.0,0.0,1.9924883
0.0,0.3673882,0.0,1.0,1.1854984
0.0,0.09530628,0.0,0.0,0.4729176
0.0,0.13508597,1.0,0.0,0.87082374
0.0,0.06819278,1.0,0.0,1.157354
0.0,-0.49520022,0.0,0.0,-1.3074644
1.0,0.44150785,1.0,1.0,2.723329
0.0,-0.59388274,1.0,0.0,-0.110091746
1.0,0.20915414,1.0,1.0,3.0203273
1.0,-0.845371,0.0,0.0,0.6145893
0.0,-0.091703236,1.0,1.0,1.844621
0.0,0.01697053,0.0,0.0,-0.47375274
1.0,-0.0226688,1.0,1.0,1.3806418
1.0,-0.3528941,0.0,0.0,0.6564632
1.0,-0.061251424,1.0,0.0,2.0011811
0.0,-0.092544526,0.0,0.0,0.63844275
0.0,0.33478042,1.0,0.0,1.3059965
1.0,0.11297076,1.0,0.0,2.5300298
0.0,0.1803914,1.0,1.0,2.0500877
1.0,0.63445807,1.0,0.0,2.7549992
1.0,-0.33722532,0.0,1.0,1.5198969
0.0,0.50770235,1.0,0.0,0.99739367
0.0,0.11104684,0.0,1.0,0.8681348
0.0,-0.5748661,1.0,0.0,0.35935482
0.0,-0.2606666,0.0,0.0,-0.4574738
0.0,0.13139601,1.0,1.0,2.099368
0.0,0.41964754,1.0,0.0,1.0811955
1.0,0.43051302,1.0,1.0,3.3382378
0.0,-0.28216618,1.0,1.0,2.0868764
0.0,0.1668883,1.0,1.0,1.9326408
1.0,0.38157687,1.0,1.0,3.8419206
1.0,0.029250434,1.0,1.0,3.0195386
1.0,0.6995335,0.0,1.0,3.0562198
0.0,0.46717146,0.0,0.0,0.82521796
0.0,0.26786208,0.0,1.0,0.82202876
1.0,0.22187567,1.0,0.0,2.1202183
0.0,-0.12136196,1.0,0.0,1.1192715
0.0,-0.3548606,1.0,0.0,0.67066985
0.0,0.1224797,1.0,0.0,1.570662
0.0,0.08071588,1.0,0.0,1.5891402
1.0,-0.2097577,1.0,1.0,2.3262877
1.0,-0.5076938,0.0,0.0,0.40999293
0.0,-0.10825587,1.0,1.0,2.0770025
1.0,-0.20332722,1.0,1.0,2.77717
0.0,0.28791887,1.0,1.0,1.835527
0.0,-0.051721714,0.0,0.0,-0.18415466
0.0,-0.1781779,0.0,1.0,1.8772228
1.0,0.054279745,1.0,0.0,2.135529
1.0,-0.21673092,1.0,1.0,3.3719244
0.0,-0.6262521,0.0,0.0,-0.67123455
0.0,0.07114934,0.0,0.0,0.06521421
1.0,-0.18353078,1.0,1.0,2.4064956
0.0,-0.013238985,0.0,1.0,0.05920303
1.0,-0.42241088,0.0,0.0,0.41314402
1.0,-0.47751844,1.0,0.0,1.7059363
1.0,0.52107024,0.0,0.0,1.3871295
0.0,0.16940299,1.0,0.0,1.542316
1.0,-0.23071109,1.0,1.0,2.555137
0.0,0.36517256,0.0,1.0,1.3121237
0.0,-0.22692774,1.0,1.0,1.9168447
0.0,0.14981009,1.0,0.0,0.5335472
1.0,0.44297996,1.0,0.0,2.0104055
0.0,-0.1918505,1.0,0.0,0.86658305
1.0,0.2795236,0.0,1.0,2.488608
1.0,0.63234025,1.0,0.0,2.8161771
0.0,0.207517,1.0,0.0,1.8499062
1.0,-0.027128125,0.0,0.0,0.6759379
0.0,0.40971217,0.0,1.0,1.7285011
0.0,0.022791062,0.0,1.0,1.1966398
0.0,-0.0214573,0.0,1.0,1.0016844
0.0,-0.13053568,1.0,1.0,1.4589522
0.0,-0.3378894,1.0,1.0,1.2951323
0.0,-0.07165523,0.0,0.0,-0.16468921
0.0,0.3986422,0.0,0.0,1.1532352
1.0,-0.31463686,1.0,0.0,2.2626917
0.0,-0.107445285,1.0,1.0,1.8646325
1.0,0.27005595,0.0,1.0,2.9026785
1.0,0.007909844,1.0,1.0,3.5927463
0.0,-0.248098,0.0,0.0,0.80463517
0.0,0.26335695,1.0,1.0,2.4908743
1.0,-0.14053251,1.0,0.0,1.2520251
1.0,0.498251,1.0,1.0,4.1911345
0.0,-0.3907516,0.0,1.0,2.4894629
0.0,-0.26149666,0.0,0.0,-0.39896625
0.0,-0.034558777,1.0,1.0,1.4158905
1.0,0.199611,1.0,0.0,2.8034368
1.0,-0.35947394,0.0,1.0,1.7757876
1.0,-0.20728041,1.0,1.0,2.4796648
1.0,0.30401814,1.0,0.0,3.0191245
0.0,-0.31739968,1.0,0.0,-0.14833736
0.0,0.4114487,1.0,1.0,1.9501182
0.0,0.30482545,1.0,1.0,2.5522032
0.0,0.5338977,1.0,1.0,2.3249764
0.0,-0.37031984,0.0,0.0,-1.1136525
1.0,-0.022257742,0.0,1.0,2.1663
0.0,0.19487418,0.0,1.0,1.0177946
0.0,-0.3735176,1.0,1.0,1.2663579
0.0,-0.18999833,0.0,1.0,1.4072956
0.0,-0.0019977877,1.0,1.0,2.0531325
1.0,-0.1991973,1.0,0.0,1.4002953
0.0,-0.35827225,0.0,0.0,-0.22630759
1.0,-0.58861184,1.0,0.0,1.328592
0.0,-0.119774595,0.0,0.0,-1.0394115
0.0,0.81849295,1.0,1.0,2.9560826
0.0,-0.68617874,1.0,0.0,0.4020562
0.0,0.43707475,1.0,0.0,0.9970505
1.0,0.20717405,1.0,0.0,2.5050297
0.0,-0.03515255,1.0,1.0,1.784401
0.0,0.07365991,1.0,1.0,2.6350093
0.0,0.20268784,1.0,1.0,1.6729456
0.0,-0.40237096,0.0,0.0,-0.8421437
1.0,-0.6083602,1.0,0.0,1.5218009
0.0,-0.041147508,1.0,0.0,0.5630648
0.0,0.07857162,0.0,1.0,1.1112062
1.0,-0.41030025,0.0,1.0,1.2837908
1.0,-0.04952434,1.0,0.0,2.5983558
1.0,0.45658094,1.0,0.0,2.5106077
0.0,-0.106679514,1.0,0.0,0.88566536
0.0,0.43066093,1.0,0.0,1.8090104
1.0,0.20137207,1.0,0.0,2.207031
0.0,-0.15796347,0.0,1.0,0.9828638
0.0,-0.16118534,1.0,0.0,1.2133752
1.0,-0.204693,1.0,0.0,2.2747078
0.0,0.3350696,0.0,1.0,2.1221561
0.0,0.123496115,0.0,0.0,0.19303504
1.0,0.33650595,1.0,1.0,3.110366
1.0,-0.22410586,1.0,0.0,1.9102386
0.0,-0.013037583,0.0,0.0,-0.62020195
1.0,-0.15964971,1.0,1.0,2.7378314
0.0,-0.1499757,0.0,0.0,-0.5890756
0.0,0.03275595,1.0,0.0,1.3664943
0.0,-0.23742166,1.0,0.0,0.40693808
0.0,0.19767593,0.0,1.0,1.1836554
1.0,-0.34874222,0.0,0.0,0.5566777
1.0,0.021772627,1.0,1.0,3.4599557
1.0,0.17793497,1.0,1.0,3.1884246
0.0,0.07582524,1.0,0.0,1.0398698
0.0,-0.24548514,1.0,0.0,0.4157804
1.0,-0.10865051,1.0,0.0,1.8920841
1.0,-0.21286152,0.0,1.0,1.3357608
1.0,0.14694692,1.0,1.0,3.3454585
1.0,-0.28841957,0.0,1.0,1.8341805
1.0,0.070575185,0.0,0.0,0.113485634
1.0,0.0027081263,0.0,1.0,2.6995375
0.0,0.3540546,0.0,1.0,0.91662043
0.0,0.76295894,0.0,1.0,1.5621935
0.0,0.407362,0.0,0.0,-0.048244745
1.0,0.285494,1.0,0.0,2.576989
0.0,-0.27934226,0.0,0.0,-0.5192484
1.0,-0.3078797,1.0,0.0,1.2179064
1.0,-0.085946865,1.0,1.0,2.6589098
0.0,-0.2279839,0.0,0.0,0.049350485
1.0,0.10815455,1.0,1.0,3.3525572
0.0,-0.11317575,0.0,1.0,1.2290621
1.0,0.33609185,1.0,1.0,3.7736864
1.0,0.22314696,1.0,0.0,2.117402
1.0,-0.2566299,1.0,1.0,2.056748
0.0,0.4143479,1.0,1.0,1.6518269
1.0,-0.053473376,1.0,1.0,2.7518425
0.0,-0.057112,0.0,1.0,0.65680206
0.0,-0.24760059,1.0,0.0,0.7445738
1.0,-0.43308714,0.0,0.0,0.07516712
1.0,0.08634986,1.0,0.0,1.768123
1.0,-0.4563352,1.0,1.0,2.7875159
1.0,0.43483958,1.0,0.0,2.7449222
1.0,0.22157034,1.0,0.0,2.2586863
1.0,-0.013854395,1.0,0.0,1.4729831
0.0,-0.47551867,1.0,0.0,0.30090213
1.0,-0.18770073,1.0,1.0,2.266155
0.0,-0.38685954,0.0,1.0,0.2827515
1.0,0.24320804,1.0,1.0,3.5376744
0.0,-0.012835351,0.0,0.0,-0.27353132
1.0,-0.23542807,0.0,1.0,1.2477458
1.0,-0.2991497,1.0,1.0,3.0984883
0.0,-0.4116754,0.0,0.0,-0.46110666
0.0,-0.29295185,0.0,1.0,1.4996498
1.0,-0.20740558,1.0,0.0,1.9279002
0.0,-0.056436107,1.0,1.0,1.4856681
1.0,0.580726,1.0,0.0,3.067998
