x1,x2,x3,x4,x5,x6,x7,y,x8,x9
-2.6701646,0.33616892,0.0,0.0,-1.9097133,6.2221675,0.0,1.0,-0.57236123,0.63897675
0.17467201,-2.5708642,0.0,0.0,-0.57862043,5.0796885,1.0,0.0,-1.6180058,-1.9060743
-0.1519438,-3.2729666,1.0,0.0,-9.686331,6.4798245,1.0,1.0,1.1552794,2.1197567
-1.2248483,-1.3647445,0.0,0.0,-5.4521866,3.6509144,1.0,1.0,-0.85523665,-0.33404315
-0.5498903,-0.69832253,0.0,0.0,2.8904982,5.11617,1.0,0.0,-0.7984606,-1.1073873
-1.9999263,-0.85881805,0.0,0.0,-5.715763,6.0753636,1.0,1.0,1.0636333,1.0126078
-1.651385,-0.33875167,0.0,0.0,-6.1690016,6.9399257,1.0,0.0,0.34935075,1.6502354
0.5578722,-2.9917483,0.0,0.0,-4.5958247,7.4503264,1.0,1.0,0.5634166,0.6615186
-1.3752955,-0.3417077,0.0,0.0,-0.4376546,5.0174446,0.0,1.0,0.088145405,-0.51883966
-2.853921,-0.20905891,0.0,0.0,-5.7728996,6.0067377,0.0,1.0,-0.32312846,-2.4854665
-2.3415816,-1.2285492,0.0,0.0,-2.7321944,4.497718,1.0,1.0,-1.0012761,-0.0050005782
0.32104766,-1.9266868,0.0,0.0,-3.6913114,6.9841504,0.0,1.0,-0.13466316,0.09658897
-1.7678761,-0.33912522,0.0,0.0,-4.279877,5.6886334,1.0,1.0,-0.15776771,0.56042844
-1.3273404,-1.9539573,0.0,0.0,-5.2881017,7.330898,1.0,1.0,0.67176235,-1.1269554
-0.9656503,-1.9548156,0.0,0.0,-1.6212935,7.484776,0.0,1.0,-1.5458193,0.12733206
-0.85416955,-3.2952929,0.0,0.0,0.86561847,7.5044713,0.0,1.0,-0.16842991,-0.46818417
1.0175247,-4.4076123,1.0,0.0,-2.400179,7.0367107,1.0,1.0,-1.5189126,3.0559142
0.82481253,-2.4518142,0.0,0.0,-6.163459,5.3380184,1.0,1.0,0.032100134,-0.009764314
-0.7776542,-1.9474025,0.0,0.0,1.0350919,6.3848486,1.0,0.0,0.0076161623,-2.264423
-3.4724958,0.72569835,0.0,0.0,0.27290797,5.673731,1.0,1.0,1.2436416,-1.9214357
-0.49775302,-3.0905507,0.0,0.0,-2.0453465,8.021759,0.0,0.0,-2.0588157,-2.4923546
-2.1017935,-0.82265115,0.0,0.0,-2.2334256,5.442679,0.0,1.0,-0.4772938,2.6994646
-1.0074137,-1.5803329,0.0,0.0,-8.859325,6.9169216,1.0,1.0,1.7150073,-1.8180573
-0.6412964,-2.237525,0.0,0.0,0.4163897,3.7196755,1.0,1.0,-0.46008784,1.1620646
-1.7232236,-0.74341625,0.0,0.0,-8.063794,5.804837,0.0,1.0,1.1140208,0.8999784
-1.1067091,-0.48747885,0.0,0.0,1.6560589,5.9967265,0.0,0.0,-1.3172123,2.4495456
-3.7000885,0.87685364,0.0,0.0,-4.8380804,4.7603645,0.0,0.0,1.2808819,-2.7572842
0.60095525,-3.2864385,0.0,0.0,-1.747039,4.3163447,1.0,0.0,-1.0277038,3.838626
-1.7773385,-0.35401955,0.0,0.0,1.3651623,4.291534,0.0,1.0,-0.22378942,1.7665133
-0.63888395,-0.55164695,0.0,0.0,-2.14916,6.050108,1.0,0.0,-0.9337258,0.48275295
-5.5108466,3.518674,0.0,1.0,1.2541144,6.358429,0.0,1.0,0.6653394,-3.5969715
-2.3501055,-0.18233147,0.0,0.0,-4.396778,6.436384,0.0,1.0,0.8146976,-2.2338808
2.3599877,-4.582851,0.0,0.0,-5.766857,3.595074,1.0,1.0,-0.72026974,3.6295514
-3.1821077,-0.39617682,0.0,0.0,1.1130865,8.106615,0.0,1.0,-0.12061331,1.2479148
0.5075805,-2.210852,0.0,0.0,-2.7354877,3.5486507,1.0,1.0,-1.2137821,-1.07728
-0.21142483,-2.7554832,0.0,0.0,-1.2018491,5.2055492,1.0,0.0,-0.7622415,-0.56859535
-1.8378596,-1.190321,0.0,0.0,-4.731631,6.1637983,0.0,1.0,-0.8330177,3.375864
-1.4845629,-0.6786081,0.0,0.0,-4.883258,3.760826,1.0,1.0,1.0685294,-0.2974612
-1.6068864,-1.6798,0.0,0.0,-0.6166003,3.4310791,1.0,1.0,-0.12649417,0.9834429
0.50476635,-3.097586,1.0,0.0,0.021049976,6.0340657,1.0,1.0,0.37193173,1.411151
-2.4515026,0.68527097,0.0,0.0,0.206123,4.7221084,0.0,1.0,1.5316736,-1.3990117
-0.5297518,-2.590489,0.0,0.0,-4.8114586,5.651437,1.0,1.0,0.1900909,2.7184007
-0.47176147,-2.1742635,0.0,0.0,-1.6808639,4.8598986,0.0,0.0,-1.1050051,6.1632214
-2.5280492,0.047273457,0.0,0.0,-3.5890636,6.198716,1.0,1.0,1.3892457,1.172849
0.4039961,-2.1962566,0.0,0.0,-2.787831,4.1499214,0.0,1.0,-1.0082066,1.7559577
-1.5840044,-1.085843,0.0,0.0,-0.56085896,6.336802,0.0,1.0,-0.35775054,0.8745605
-1.9299564,-1.1916904,0.0,0.0,-4.6756067,6.337102,1.0,1.0,-0.06153816,-0.45765793
1.6949904,-4.460936,0.0,0.0,-2.1662743,6.100373,1.0,0.0,-1.2082405,6.547497
-0.43243033,-2.9301984,0.0,0.0,-2.988043,6.3426347,1.0,1.0,-0.47797865,-3.1006691
-0.87839794,-1.9560457,0.0,0.0,-5.096199,7.958459,0.0,1.0,-0.05871007,2.7068398
-0.5215395,-2.142065,0.0,0.0,-4.353738,4.713345,0.0,1.0,-1.3094807,0.38742274
-1.6644394,0.1570791,0.0,0.0,-3.7443004,6.2329807,0.0,1.0,0.2745307,0.23785722
-1.392433,-0.9117722,0.0,0.0,-2.9013,8.605457,0.0,1.0,-1.0324771,0.81390774
-0.68467546,-2.552565,0.0,0.0,-4.0784955,5.600109,1.0,1.0,-0.15598859,2.418758
-0.7489188,-2.4180622,0.0,0.0,-3.9559007,5.0809994,1.0,1.0,0.63987345,-0.99120986
-1.2345291,-0.34510356,0.0,0.0,-6.8416247,6.528433,0.0,1.0,-0.17575467,-2.0021167
-4.8976493,2.6565533,0.0,0.0,0.7695433,8.02712,0.0,0.0,0.779747,-2.8062792
-2.210967,0.3603323,0.0,0.0,-1.8045802,4.0900536,0.0,1.0,0.020496652,3.6510792
-1.5779026,-0.1281234,0.0,0.0,-1.9022849,6.028824,0.0,0.0,0.026332498,0.46330664
0.8746507,-4.3808174,0.0,0.0,-5.4011583,5.5930176,1.0,0.0,0.37544823,3.7885945
-1.3759602,-0.3036763,0.0,0.0,-6.091902,7.4338455,1.0,1.0,-0.99349225,-0.14947176
0.40301335,-3.1881132,0.0,0.0,2.543938,4.50502,1.0,0.0,-1.7467861,1.3779516
-1.4980075,-1.3233927,0.0,0.0,-2.036332,5.0460634,0.0,1.0,-0.7111269,-0.9387356
0.21844673,-3.2335393,0.0,0.0,-3.9234262,6.3999615,1.0,1.0,1.0918455,0.86545736
-2.805441,-0.031634808,0.0,0.0,1.1413023,5.1350775,0.0,1.0,0.49576372,0.342371
2.568342,-5.122502,1.0,0.0,-3.0502958,6.6528563,1.0,0.0,-1.6864406,4.0410337
-3.1304755,0.59064955,0.0,0.0,-1.0358441,4.6997995,0.0,0.0,-0.47942114,-1.9109086
-2.2676573,-0.2962103,0.0,0.0,-3.636538,5.64019,0.0,0.0,-0.78471804,2.080585
-2.0732787,0.27698225,0.0,0.0,-0.09628391,6.3955674,0.0,0.0,-1.5576735,-3.2978134
2.373841,-5.983836,0.0,0.0,-2.7326648,5.3813987,1.0,1.0,-1.7883704,2.0801175
-0.22135973,-1.8697258,0.0,0.0,-3.057498,7.286432,1.0,1.0,-0.3678041,2.3780556
-2.3976042,0.061570063,0.0,0.0,-4.060775,5.0277905,0.0,1.0,0.6790259,-2.5252976
0.45103514,-4.0522375,0.0,0.0,-1.5114558,4.7796736,1.0,1.0,0.067944705,2.0660431
-0.9693948,-0.92701167,0.0,0.0,0.032227278,7.0741034,1.0,1.0,0.54554105,-0.72204804
-2.7791314,0.42445505,0.0,0.0,-1.7692101,5.319243,0.0,1.0,1.3642907,-2.3587136
0.04338658,-2.7780278,0.0,0.0,2.6162467,5.602142,0.0,0.0,-1.5823945,-1.3790027
-0.97699904,-1.2765096,0.0,0.0,-8.567289,5.1063423,0.0,1.0,1.4103656,-0.3921299
-0.34428322,-2.8905444,0.0,0.0,-1.7693336,6.4555926,1.0,0.0,-0.22730887,2.914583
-3.1937916,-0.20616716,0.0,0.0,-5.851775,4.9584513,0.0,1.0,0.11375582,3.3794644
-0.36620575,-0.86088264,0.0,0.0,-5.1521826,5.802957,1.0,1.0,0.26328462,2.6621754
-1.132536,-1.597902,0.0,0.0,-3.8044486,7.645037,1.0,1.0,0.41866955,3.5128012
-0.6844946,-2.6018624,0.0,0.0,-1.1266353,5.918309,1.0,1.0,-0.7862692,1.0958977
-2.578556,0.21044892,0.0,0.0,-2.604511,6.1008706,0.0,1.0,-1.255039,-1.5955752
-1.7500994,-1.4765882,0.0,0.0,-4.662407,5.1207485,0.0,1.0,-0.40837514,-1.5971551
-0.45007563,-1.7902806,0.0,0.0,-2.655057,3.947808,1.0,0.0,-1.2942939,2.2527733
-0.4843163,-2.7722783,0.0,0.0,1.1351602,5.5138493,1.0,1.0,-1.7424326,-3.790302
-0.5201767,-2.3629975,0.0,0.0,-4.7438917,6.5753126,1.0,1.0,0.29847485,0.7864887
-0.21056116,-2.6444302,1.0,0.0,-6.0029325,5.4275017,1.0,1.0,-0.13188681,-0.49019969
-2.4621363,-0.15078443,0.0,0.0,-1.8224076,7.843629,0.0,1.0,0.22418134,-3.0410662
-0.056239247,-3.4204135,0.0,0.0,-4.547365,4.084467,1.0,0.0,0.29436284,-0.82146275
-1.9314568,-0.66848725,0.0,0.0,-1.7526566,5.6362896,0.0,1.0,0.3827839,3.9452977
-0.1495372,-2.1537585,0.0,0.0,-2.43189,5.7124147,1.0,1.0,-0.48471576,0.7983522
-3.3156674,1.4538155,0.0,1.0,-0.5230197,4.175161,0.0,0.0,0.2180357,-2.5980754
-1.7879643,-0.7365879,0.0,0.0,2.015497,3.396772,0.0,1.0,-1.1532065,0.1332308
-4.3818035,2.5028315,0.0,0.0,1.8778793,4.383612,0.0,1.0,-1.0823375,-3.700162
-1.5993727,-0.9330199,0.0,0.0,0.41519856,5.606366,0.0,1.0,0.40126973,0.0059319735
-0.79070985,-1.4974147,0.0,0.0,-2.3042953,5.339055,0.0,0.0,-0.6359284,-1.0725257
-1.7467251,-1.0374588,0.0,0.0,-0.5424452,5.445384,0.0,0.0,-1.7841771,-0.56264925
-1.8719921,-0.7777038,0.0,0.0,-2.0551658,6.622152,0.0,1.0,0.3043369,0.68220204
-1.3460277,-1.9714484,0.0,0.0,-4.3779173,4.141648,0.0,1.0,-0.51695305,-0.94670093
-0.65781194,-1.9020996,0.0,0.0,-2.863992,6.8327627,1.0,1.0,-0.6248134,1.5395955
-1.3335238,-1.3215761,0.0,0.0,-3.1753302,4.748632,0.0,1.0,0.047640827,-1.4453466
-1.7445661,-1.789574,0.0,0.0,-7.005804,6.098034,0.0,1.0,0.25793993,0.77161175
-0.5234799,-1.8078953,0.0,0.0,-3.8696485,5.7438183,0.0,1.0,-0.6617288,2.9717853
-1.753921,-0.68152547,0.0,0.0,-6.133372,6.5653443,0.0,1.0,0.6490792,-0.15784127
-1.7150929,-1.4649956,0.0,0.0,-0.5400697,5.9084554,0.0,1.0,0.34839073,1.7552273
-1.2387624,-1.0787789,0.0,0.0,-3.1158187,5.9079103,0.0,1.0,0.18570457,-1.5278338
-2.0271688,-1.5202899,0.0,0.0,-2.3577936,4.7308474,1.0,0.0,-0.5095047,0.47997552
-3.664218,1.0673594,0.0,1.0,-2.4332836,7.502948,0.0,1.0,0.9960737,-0.85381466
3.084055,-5.5891585,1.0,0.0,-6.9618015,6.711311,1.0,1.0,-0.46834272,4.6901274
-5.182027,2.731923,0.0,0.0,-5.3867116,3.3842943,0.0,1.0,1.000725,-2.8861575
0.5012052,-3.8343806,0.0,0.0,-4.2509766,7.643964,1.0,1.0,0.20551693,1.5501881
-1.6963265,-0.90773225,0.0,0.0,-1.9995325,6.385773,0.0,1.0,-0.04043734,-1.4079515
-2.4969935,-0.25598,0.0,0.0,-1.6054311,4.8142366,0.0,1.0,-0.22301844,0.7352404
-3.232561,0.6976852,0.0,0.0,1.3980355,6.4393444,0.0,1.0,-1.645825,-1.8799689
-2.7530012,-0.2783078,0.0,0.0,-2.8560104,4.5778513,0.0,1.0,-0.36854935,-3.09614
-2.7508407,-0.032189608,0.0,0.0,-2.8276038,4.931617,0.0,1.0,-0.64269483,0.75324786
-0.5272641,-1.7714368,0.0,0.0,1.8928084,4.6633463,1.0,0.0,-2.4447498,2.285274
-0.38901764,-2.5867684,0.0,0.0,3.6657252,5.1584735,0.0,1.0,-1.3459275,-0.49817196
0.3858379,-3.0224047,0.0,0.0,-9.664572,7.026892,0.0,1.0,0.7033684,-1.703465
-0.33449388,-2.632886,0.0,0.0,-0.41981626,6.1206346,0.0,1.0,-0.9821608,-6.84306
-1.8565121,-0.40894145,0.0,0.0,-2.4503374,3.3968365,0.0,1.0,-0.15388557,0.5054139
-0.5970217,-1.4975772,1.0,0.0,-0.7447927,7.412261,1.0,0.0,-0.444178,-1.1538377
-1.5822434,-0.7349578,0.0,0.0,-3.3457685,5.5343566,0.0,1.0,-0.85056853,1.2619
0.1755184,-2.8235686,0.0,0.0,-2.2589538,4.8496075,1.0,0.0,-1.1225711,-0.8221613
-2.32098,-0.6262123,0.0,0.0,-3.3008761,8.339537,1.0,1.0,1.4288993,0.8866744
-2.832849,-0.090073764,0.0,0.0,-2.4282703,6.3813972,1.0,1.0,0.50685537,-4.4224286
2.5148144,-5.400588,1.0,0.0,-3.5243294,8.635048,1.0,0.0,-2.098036,0.07028127
-1.4355512,-1.1048027,0.0,0.0,-2.7343154,6.0661488,1.0,0.0,-1.0943688,1.5143701
1.3516488,-4.8477144,0.0,0.0,-2.37469,4.97174,1.0,0.0,-0.9260702,2.4089608
-0.20528954,-1.3878281,0.0,0.0,-0.31892753,7.281267,1.0,0.0,-0.36386603,2.5969155
-0.029088616,-2.9173262,0.0,0.0,-2.8738167,4.8643665,1.0,1.0,-0.5309663,-0.65050566
-1.563313,-0.33664018,0.0,0.0,0.15930235,6.1788425,0.0,0.0,-0.9000451,2.9065576
-0.21075034,-4.191201,0.0,0.0,-2.7471583,5.5292087,1.0,1.0,-0.7388753,0.31474578
-1.9421918,-0.23335883,0.0,0.0,-2.6102698,4.5524426,0.0,1.0,-0.4394632,2.4587698
1.1237397,-3.8600318,1.0,0.0,-1.7091553,4.819028,1.0,0.0,0.09213877,3.425535
-1.6270481,-0.094212115,0.0,0.0,-2.5321794,6.962245,1.0,1.0,0.7074868,-2.1861315
-1.8731093,0.6804414,0.0,0.0,-0.917713,7.1422076,0.0,1.0,1.0147159,-2.0148444
-3.5590258,1.2582201,0.0,0.0,-1.7784828,4.3347726,0.0,1.0,1.3469462,0.83581865
-1.8005898,0.6884793,0.0,0.0,-2.5047288,5.6121635,0.0,0.0,-0.08958295,-0.14951494
-3.821381,2.5062656,0.0,0.0,-2.4497128,4.0761795,0.0,1.0,0.34536636,-0.9673505
-3.4808156,0.38653493,0.0,0.0,-2.4220643,6.004137,0.0,1.0,-0.27778035,0.6049989
0.1906619,-2.5676415,0.0,0.0,-7.5345626,7.3568745,0.0,1.0,0.36243582,2.446907
-0.24378902,-3.0629377,0.0,0.0,2.2519398,4.674855,1.0,1.0,-0.61990845,0.22338939
-3.9051976,1.0215656,0.0,0.0,-3.840611,4.289416,0.0,1.0,0.590067,-4.119456
-0.556605,-1.7355734,0.0,0.0,2.6564434,5.408375,0.0,1.0,-0.34499735,-3.9679394
-4.904625,2.2632475,0.0,0.0,0.7846315,5.795213,0.0,1.0,1.8244373,-4.330979
0.5546504,-2.5837598,0.0,0.0,-2.8337698,7.305159,0.0,1.0,-0.32900712,-1.1884599
-1.4029378,-0.8997227,0.0,0.0,-9.001257,6.0169816,1.0,1.0,-0.13763106,0.96752
-0.67017627,-1.940639,0.0,0.0,-2.8684597,6.6055393,0.0,0.0,0.3752182,1.3956277
-0.9850917,-1.8064591,0.0,0.0,-8.359172,6.147392,1.0,1.0,1.1943222,1.4211123
1.9442093,-5.2058854,0.0,0.0,1.6081436,5.7994046,1.0,0.0,-2.4918091,1.4801394
1.1594651,-2.7906625,1.0,0.0,-4.5760074,7.001337,1.0,1.0,-1.2302301,2.1119242
0.049472928,-2.4277637,0.0,0.0,-3.1665277,8.511337,1.0,1.0,-0.9036201,1.3843006
-1.079342,-1.0647688,0.0,0.0,-0.7313974,6.462214,0.0,1.0,-1.8171751,-0.17132485
-3.9344532,1.3004446,0.0,1.0,-3.075294,4.2041426,0.0,1.0,0.69084656,1.3752728
-1.4656667,-0.43523186,0.0,0.0,-4.4775476,3.014358,0.0,1.0,0.9082029,0.94567555
-0.86306787,-3.2996562,0.0,0.0,-3.7665696,6.7364483,1.0,0.0,0.024253309,3.2665129
0.4895066,-2.7864616,0.0,0.0,-4.6723213,4.0175858,0.0,1.0,-1.5126662,2.3438914
2.3505726,-5.6015,1.0,0.0,-1.5753574,7.7166815,1.0,0.0,-3.3680487,4.359432
-3.814862,1.6606266,0.0,0.0,-3.4716704,5.818751,0.0,1.0,0.6890737,1.9539944
-0.63712984,-1.4161931,0.0,0.0,0.703212,4.7140837,0.0,1.0,-1.0440731,2.0965824
-2.1526816,-0.15608594,0.0,0.0,-4.7303767,5.102101,0.0,1.0,0.16479921,-3.2300587
-2.9460402,0.027942896,0.0,0.0,-4.1618237,6.3007774,0.0,0.0,-0.28181943,2.3148935
0.87644744,-3.1167383,0.0,0.0,-1.9371176,6.4459114,1.0,0.0,-1.8842306,-0.87709665
-0.5911611,-1.6566272,0.0,0.0,-2.7857153,7.982126,0.0,1.0,-0.63643265,-1.3676838
-0.8263513,-1.4343846,0.0,0.0,-3.224203,5.0705624,1.0,1.0,-0.43380472,-1.5026062
-2.3940105,0.46047938,0.0,0.0,-2.3474178,5.846304,1.0,1.0,0.3293807,2.8876927
-0.6072586,-2.8902557,0.0,0.0,-2.25801,6.9748726,1.0,1.0,0.39376658,-0.77021664
-2.304023,-0.18791033,0.0,0.0,-1.8166857,7.0955753,0.0,0.0,-0.74090385,1.3591809
2.3726423,-5.238768,0.0,0.0,-3.263249,4.2112427,1.0,1.0,-0.61993515,-0.07537961
-1.6721249,-1.1927623,0.0,0.0,-2.6131918,6.0888977,0.0,1.0,-0.17414102,-0.23616889
-2.5020094,0.18627027,0.0,0.0,-5.031337,5.769242,0.0,1.0,0.620605,-2.179819
-1.4964913,-1.3184922,0.0,0.0,-0.2944349,5.0343947,0.0,0.0,-1.5321772,1.9441944
-6.99601,5.4006276,0.0,1.0,3.9664059,6.481033,0.0,0.0,-1.3069248,-2.7492554
2.5638604,-5.918158,1.0,0.0,-6.3973293,6.4624176,1.0,1.0,0.08985245,1.5715096
-4.092886,2.6979632,0.0,0.0,4.6205387,7.9431887,0.0,1.0,0.3025313,-1.526984
1.7799838,-4.116479,1.0,0.0,-3.1321218,7.7541795,1.0,0.0,-1.9822161,1.3566531
0.43141448,-2.7270794,0.0,0.0,-2.2240531,6.463608,0.0,1.0,-0.77405095,-1.3629827
-2.269157,-0.042295903,0.0,0.0,2.6251101,3.5543225,1.0,0.0,-2.3099606,-1.2714683
-1.6847959,-1.1378405,0.0,0.0,-2.9927406,6.3258657,1.0,1.0,0.9360596,0.4565906
-3.8631718,2.3537707,0.0,1.0,-1.1825728,6.2162514,0.0,1.0,0.014232218,3.974023
-1.872838,-1.2408822,0.0,0.0,-2.6142478,8.014502,0.0,1.0,1.4065896,0.590116
-3.5433326,0.80001456,0.0,0.0,-1.4636784,7.5341544,0.0,1.0,-0.5699543,-0.17583996
-0.77883065,-1.1767561,0.0,0.0,-4.0167155,7.2331314,0.0,0.0,-1.2416763,4.01318
-1.99079,-0.34414154,0.0,0.0,-2.4014812,5.4911723,1.0,1.0,-0.14294532,-2.4675705
-1.7829027,-0.4771944,0.0,0.0,0.46164322,7.1438847,0.0,1.0,0.18689665,-0.57877135
-1.2844436,-1.4886913,0.0,0.0,-5.650132,5.2790556,0.0,1.0,-0.41403508,1.399368
0.26028275,-2.2307158,0.0,0.0,-3.2024474,5.484255,1.0,1.0,-0.9635075,2.478594
-0.53913563,-1.3843607,0.0,0.0,0.39064264,5.8930345,0.0,1.0,-0.46395814,1.1666405
-4.4583564,1.7502565,0.0,0.0,-2.0909889,7.572457,0.0,0.0,-0.012976825,-1.70958
-3.6082337,0.090354204,0.0,0.0,-2.6155555,7.381176,1.0,0.0,0.17401949,-3.7725515
0.65781224,-3.6712053,0.0,0.0,-4.343656,6.959626,1.0,1.0,0.7046919,0.14303112
-1.8279041,-0.5569254,0.0,0.0,-0.93338776,5.8843737,1.0,1.0,0.2697483,-0.3748062
-2.1205235,-1.0780361,0.0,0.0,-1.2520454,4.764517,0.0,0.0,0.38860393,-1.5820093
-0.076602936,-3.001688,0.0,0.0,-1.1159947,7.086061,1.0,0.0,-1.9206493,3.918029
-0.56252736,-2.26268,0.0,0.0,-6.539495,3.5530982,0.0,1.0,1.1285598,3.612846
-0.81344956,-1.8569982,0.0,0.0,-2.4576778,4.4346795,1.0,1.0,-0.04148557,1.1818211
-1.1828917,-1.6376245,0.0,0.0,-3.224451,4.472601,0.0,1.0,-0.11267035,-0.102098495
-2.301255,-0.050271973,0.0,0.0,1.1596894,7.7456083,0.0,1.0,-0.72792953,2.1996856
-0.14466727,-3.015024,0.0,0.0,1.1112053,3.6508512,1.0,0.0,-2.2295399,-1.3706928
-1.1017406,-1.5584333,0.0,0.0,-2.17103,6.2614827,0.0,1.0,-0.7273473,1.0215497
-2.8636281,-0.40706134,0.0,0.0,-3.9221635,7.1465073,0.0,1.0,1.1569512,-1.8199245
-1.0295099,-1.4145825,0.0,0.0,-3.4877124,6.432896,1.0,1.0,-0.6696477,-0.27872115
3.5260487,-6.568287,1.0,0.0,-2.4166093,6.9375296,1.0,1.0,-2.2347188,3.823588
-3.1570861,0.76817226,0.0,0.0,-1.9145232,5.570032,1.0,1.0,0.44951528,-0.66179705
0.7878777,-3.329498,0.0,0.0,-8.387415,8.17864,1.0,1.0,-0.2626956,4.1651716
-1.3334099,-1.9232616,0.0,0.0,-4.5794306,6.0346,0.0,1.0,0.09067206,-0.5515686
-4.4399786,1.6795152,0.0,0.0,-5.2676263,5.558282,0.0,1.0,2.031527,0.031926155
-2.6249871,0.11529573,0.0,0.0,1.0573361,7.724622,0.0,0.0,-1.0974157,-3.7063322
0.8703661,-3.7360673,0.0,0.0,-3.8455174,4.0399113,1.0,1.0,-0.2141268,1.2038119
-1.1420723,-1.8367234,0.0,0.0,-4.0932536,5.594483,0.0,1.0,1.5426034,-1.4472747
-4.028096,0.9667236,0.0,0.0,0.41397142,6.5144763,0.0,0.0,0.14142966,-8.330316
-4.022023,1.6227119,0.0,0.0,1.7530969,5.7951317,0.0,0.0,-0.9799784,-1.5635538
0.26665604,-3.3270538,0.0,0.0,-3.4051983,5.834815,1.0,1.0,0.3250624,-1.6718037
-0.7578723,-2.2480903,0.0,0.0,-2.688614,7.7277756,0.0,1.0,-0.7348559,-4.419395
-2.7109551,0.34174877,0.0,0.0,-7.5392466,6.7905855,0.0,1.0,0.37598896,2.23677
-2.826268,-1.3421863,1.0,0.0,-3.0264404,4.549016,0.0,1.0,2.7129858,-3.6816611
-1.9636662,-0.57901496,0.0,0.0,-0.0076173544,6.0602427,0.0,0.0,-0.2285423,1.2492478
-1.0244614,-1.9505825,0.0,0.0,0.3808117,7.0304127,1.0,1.0,0.6370546,-0.01598084
0.18550956,-3.41864,0.0,0.0,-7.3448963,7.492218,1.0,1.0,-1.487254,3.4431133
-2.882578,1.0560901,0.0,0.0,-1.1265793,3.2305312,0.0,1.0,0.9709758,-2.2801757
0.6804887,-3.3946068,0.0,0.0,-7.0989327,7.459567,0.0,1.0,-0.123225614,3.024334
-2.7199674,-1.0212288,0.0,0.0,-3.787917,5.0197344,1.0,1.0,0.49636817,-0.6284407
-1.9521883,-0.6145601,0.0,0.0,-0.94618976,6.8054285,0.0,0.0,-0.21637183,2.6857207
-3.0454879,0.6686194,0.0,0.0,-2.770834,6.112145,1.0,0.0,0.34305635,-0.95457315
-0.025387645,-1.0338804,0.0,0.0,-3.8451405,4.3283634,0.0,1.0,0.3312283,2.6552386
-4.275485,0.90863407,0.0,0.0,-2.870414,6.933651,0.0,1.0,0.5369989,-4.072069
-2.5549526,-1.6793867,0.0,0.0,-3.077033,6.194548,1.0,1.0,0.05927536,1.0794923
