x2,x3,y,x4
-0.29729396,1.0,1,1.4925488
0.1116215,1.0,0,1.3558569
-0.22472654,1.0,1,2.965522
0.2305569,0.0,1,2.006603
0.120739475,1.0,1,3.2465436
0.12200128,1.0,1,2.2928703
-0.0053421147,1.0,0,1.9485562
0.060395017,1.0,1,2.4872544
0.28333828,1.0,0,2.1702933
-0.24759252,0.0,0,0.65973014
-0.1039806,1.0,0,1.2587547
0.3924673,0.0,0,0.32451665
0.021383876,0.0,1,1.283262
-0.53327733,0.0,0,0.449414
0.104770504,0.0,0,0.85602236
-0.12811351,0.0,0,0.6016141
-0.069958985,1.0,1,2.9260445
-0.1453962,1.0,0,1.3175924
-0.22074309,1.0,0,1.2955158
-0.40419698,0.0,1,2.1601272
-0.5354633,0.0,0,-0.7958938
-0.3449679,1.0,0,0.90367705
-0.23992956,0.0,1,1.5589356
0.23875149,1.0,1,2.964124
0.36148396,1.0,1,2.7150319
0.52046573,1.0,0,0.68793094
-0.24275374,0.0,1,1.6690258
0.44473574,1.0,1,3.4886928
0.007655742,0.0,1,1.1412758
-0.21171917,0.0,0,-0.6654409
0.05479799,0.0,0,0.45969805
-0.41992572,0.0,1,1.869545
-0.19426574,0.0,0,0.9038303
-0.6135211,0.0,0,0.72988546
-0.08985409,1.0,0,1.6322852
-0.461366,1.0,1,3.1881964
-0.16308804,1.0,1,1.8542106
-0.76634705,1.0,1,2.9843397
-0.17815632,0.0,0,-0.1815643
-0.05945359,1.0,0,2.1266067
-0.12699215,1.0,0,0.6970128
-0.017776966,1.0,0,0.8156938
-0.31541765,1.0,0,0.46747863
-0.38403162,1.0,0,1.667582
-0.109656714,1.0,0,0.004244268
-0.109927885,1.0,0,1.9235914
-0.40154392,1.0,1,2.4274676
0.13463564,1.0,1,2.5586674
0.0875277,0.0,1,1.3995056
-0.47656712,1.0,0,1.5961585
-0.6201391,0.0,0,-0.694492
-0.28608575,1.0,0,1.8973761
0.27909604,0.0,1,1.3329499
0.59243613,0.0,0,-0.038014352
-0.07274891,1.0,1,2.503764
-0.025836246,0.0,0,0.9956017
0.03779963,1.0,1,2.322525
-0.033886194,1.0,0,2.7422128
0.68209326,1.0,1,3.4667027
0.28335983,1.0,1,2.9926116
0.587294,1.0,1,1.9193829
-0.38304058,1.0,1,2.8261545
-0.39895165,0.0,1,0.40212524
0.38289577,1.0,1,2.9905763
0.37764922,1.0,1,4.8674607
-0.7104623,1.0,0,0.4309278
-0.25262892,0.0,1,1.632614
-0.034061193,1.0,1,2.9467149
0.037125155,1.0,1,3.0279489
-0.28093922,0.0,0,0.07358852
0.3387586,1.0,0,2.795478
-0.2543405,1.0,1,3.0082362
0.12099545,1.0,1,3.6655312
-0.17525536,1.0,0,1.8472197
-0.48414,1.0,1,2.8948245
-0.31613678,1.0,1,1.9152029
-0.26158082,1.0,1,2.5230763
-0.0663131,1.0,1,3.884962
0.38177338,1.0,0,2.4934597
-0.22158101,0.0,1,0.5596723
-0.71236235,1.0,0,2.153692
0.19075014,0.0,1,1.286146
0.4964528,1.0,0,1.6963263
0.6387575,1.0,1,2.6804366
0.012281052,1.0,0,0.49104303
0.067367226,0.0,1,0.37939972
0.28197375,0.0,1,1.6930313
-0.45575035,1.0,1,3.427535
0.3049834,1.0,1,2.4917061
0.18029387,1.0,0,1.9924883
0.3673882,0.0,1,1.1854984
0.09530628,0.0,0,0.4729176
0.13508597,1.0,0,0.87082374
0.06819278,1.0,0,1.157354
-0.49520022,0.0,0,-1.3074644
0.44150785,1.0,1,2.723329
-0.59388274,1.0,0,-0.110091746
0.20915414,1.0,1,3.0203273
-0.845371,0.0,0,0.6145893
-0.091703236,1.0,1,1.844621
0.01697053,0.0,0,-0.47375274
-0.0226688,1.0,1,1.3806418
-0.3528941,0.0,0,0.6564632
-0.061251424,1.0,0,2.0011811
-0.092544526,0.0,0,0.63844275
0.33478042,1.0,0,1.3059965
0.11297076,1.0,0,2.5300298
0.1803914,1.0,1,2.0500877
0.63445807,1.0,0,2.7549992
-0.33722532,0.0,1,1.5198969
0.50770235,1.0,0,0.99739367
0.11104684,0.0,1,0.8681348
-0.5748661,1.0,0,0.35935482
-0.2606666,0.0,0,-0.4574738
0.13139601,1.0,1,2.099368
0.41964754,1.0,0,1.0811955
0.43051302,1.0,1,3.3382378
-0.28216618,1.0,1,2.0868764
0.1668883,1.0,1,1.9326408
0.38157687,1.0,1,3.8419206
0.029250434,1.0,1,3.0195386
0.6995335,0.0,1,3.0562198
0.46717146,0.0,0,0.82521796
0.26786208,0.0,1,0.82202876
0.22187567,1.0,0,2.1202183
-0.12136196,1.0,0,1.1192715
-0.3548606,1.0,0,0.67066985
0.1224797,1.0,0,1.570662
0.08071588,1.0,0,1.5891402
-0.2097577,1.0,1,2.3262877
-0.5076938,0.0,0,0.40999293
-0.10825587,1.0,1,2.0770025
-0.20332722,1.0,1,2.77717
0.28791887,1.0,1,1.835527
-0.051721714,0.0,0,-0.18415466
-0.1781779,0.0,1,1.8772228
0.054279745,1.0,0,2.135529
-0.21673092,1.0,1,3.3719244
-0.6262521,0.0,0,-0.67123455
0.07114934,0.0,0,0.06521421
-0.18353078,1.0,1,2.4064956
-0.013238985,0.0,1,0.05920303
-0.42241088,0.0,0,0.41314402
-0.47751844,1.0,0,1.7059363
0.52107024,0.0,0,1.3871295
0.16940299,1.0,0,1.542316
-0.23071109,1.0,1,2.555137
0.36517256,0.0,1,1.3121237
-0.22692774,1.0,1,1.9168447
0.14981009,1.0,0,0.5335472
0.44297996,1.0,0,2.0104055
-0.1918505,1.0,0,0.86658305
0.2795236,0.0,1,2.488608
0.63234025,1.0,0,2.8161771
0.207517,1.0,0,1.8499062
-0.027128125,0.0,0,0.6759379
0.40971217,0.0,1,1.7285011
0.022791062,0.0,1,1.1966398
-0.0214573,0.0,1,1.0016844
-0.13053568,1.0,1,1.4589522
-0.3378894,1.0,1,1.2951323
-0.07165523,0.0,0,-0.16468921
0.3986422,0.0,0,1.1532352
-0.31463686,1.0,0,2.2626917
-0.107445285,1.0,1,1.8646325
0.27005595,0.0,1,2.9026785
0.007909844,1.0,1,3.5927463
-0.248098,0.0,0,0.80463517
0.26335695,1.0,1,2.4908743
-0.14053251,1.0,0,1.2520251
0.498251,1.0,1,4.1911345
-0.3907516,0.0,1,2.4894629
-0.26149666,0.0,0,-0.39896625
-0.034558777,1.0,1,1.4158905
0.199611,1.0,0,2.8034368
-0.35947394,0.0,1,1.7757876
-0.20728041,1.0,1,2.4796648
0.30401814,1.0,0,3.0191245
-0.31739968,1.0,0,-0.14833736
0.4114487,1.0,1,1.9501182
0.30482545,1.0,1,2.5522032
0.5338977,1.0,1,2.3249764
-0.37031984,0.0,0,-1.1136525
-0.022257742,0.0,1,2.1663
0.19487418,0.0,1,1.0177946
-0.3735176,1.0,1,1.2663579
-0.18999833,0.0,1,1.4072956
-0.0019977877,1.0,1,2.0531325
-0.1991973,1.0,0,1.4002953
-0.35827225,0.0,0,-0.22630759
-0.58861184,1.0,0,1.328592
-0.119774595,0.0,0,-1.0394115
0.81849295,1.0,1,2.9560826
-0.68617874,1.0,0,0.4020562
0.43707475,1.0,0,0.9970505
0.20717405,1.0,0,2.5050297
-0.03515255,1.0,1,1.784401
0.07365991,1.0,1,2.6350093
0.20268784,1.0,1,1.6729456
-0.40237096,0.0,0,-0.8421437
-0.6083602,1.0,0,1.5218009
-0.041147508,1.0,0,0.5630648
0.07857162,0.0,1,1.1112062
-0.41030025,0.0,1,1.2837908
-0.04952434,1.0,0,2.5983558
0.45658094,1.0,0,2.5106077
-0.106679514,1.0,0,0.88566536
0.43066093,1.0,0,1.8090104
0.20137207,1.0,0,2.207031
-0.15796347,0.0,1,0.9828638
-0.16118534,1.0,0,1.2133752
-0.204693,1.0,0,2.2747078
0.3350696,0.0,1,2.1221561
0.123496115,0.0,0,0.19303504
0.33650595,1.0,1,3.110366
-0.22410586,1.0,0,1.9102386
-0.013037583,0.0,0,-0.62020195
-0.15964971,1.0,1,2.7378314
-0.1499757,0.0,0,-0.5890756
0.03275595,1.0,0,1.3664943
-0.23742166,1.0,0,0.40693808
0.19767593,0.0,1,1.1836554
-0.34874222,0.0,0,0.5566777
0.021772627,1.0,1,3.4599557
0.17793497,1.0,1,3.1884246
0.07582524,1.0,0,1.0398698
-0.24548514,1.0,0,0.4157804
-0.10865051,1.0,0,1.8920841
-0.21286152,0.0,1,1.3357608
0.14694692,1.0,1,3.3454585
-0.28841957,0.0,1,1.8341805
0.070575185,0.0,0,0.113485634
0.0027081263,0.0,1,2.6995375
0.3540546,0.0,1,0.91662043
0.76295894,0.0,1,1.5621935
0.407362,0.0,0,-0.048244745
0.285494,1.0,0,2.576989
-0.27934226,0.0,0,-0.5192484
-0.3078797,1.0,0,1.2179064
-0.085946865,1.0,1,2.6589098
-0.2279839,0.0,0,0.049350485
0.10815455,1.0,1,3.3525572
-0.11317575,0.0,1,1.2290621
0.33609185,1.0,1,3.7736864
0.22314696,1.0,0,2.117402
-0.2566299,1.0,1,2.056748
0.4143479,1.0,1,1.6518269
-0.053473376,1.0,1,2.7518425
-0.057112,0.0,1,0.65680206
-0.24760059,1.0,0,0.7445738
-0.43308714,0.0,0,0.07516712
0.08634986,1.0,0,1.768123
-0.4563352,1.0,1,2.7875159
0.43483958,1.0,0,2.7449222
0.22157034,1.0,0,2.2586863
-0.013854395,1.0,0,1.4729831
-0.47551867,1.0,0,0.30090213
-0.18770073,1.0,1,2.266155
-0.38685954,0.0,1,0.2827515
0.24320804,1.0,1,3.5376744
-0.012835351,0.0,0,-0.27353132
-0.23542807,0.0,1,1.2477458
-0.2991497,1.0,1,3.0984883
-0.4116754,0.0,0,-0.46110666
-0.29295185,0.0,1,1.4996498
-0.20740558,1.0,0,1.9279002
-0.056436107,1.0,1,1.4856681
0.580726,1.0,0,3.067998
-0.46561834,1.0,0,0.30859107
-0.087281495,1.0,0,1.7440503
-0.25401163,1.0,0,2.0606093
-0.23938417,0.0,1,1.6948088
0.07769869,1.0,0,0.027702332
-0.25411198,1.0,1,2.5981796
-0.045048073,1.0,1,2.6140227
0.22907278,1.0,0,1.205576
-0.09271202,0.0,0,-0.38525125
-0.17480573,1.0,1,1.8550905
0.10203987,0.0,1,1.5148076
0.008961711,1.0,1,2.9178967
-0.1503874,0.0,0,0.4143953
0.27591076,1.0,0,2.5792744
0.17989628,1.0,1,2.867426
0.20621274,0.0,1,1.0217052
0.5887416,0.0,1,2.7854495
-0.0018086088,1.0,1,2.1684158
-0.19962299,1.0,0,1.4647038
-0.08465192,1.0,0,2.1759913
0.07038531,0.0,1,1.9464649
-0.07973235,1.0,0,1.6916395
-0.093123995,0.0,0,-0.61393565
-0.37253174,0.0,0,0.44937676
-0.094471216,1.0,0,1.5015512
-0.32022315,1.0,0,2.2193608
-0.23474064,0.0,1,0.9063377
0.20574361,0.0,0,-0.41169274
0.093179375,1.0,0,1.5257999
-0.213406,1.0,1,2.3419294
0.13355501,1.0,0,2.3277023
-0.1794792,1.0,0,1.1521082
-0.43445262,1.0,0,2.1461449
-0.4560929,1.0,0,1.8351928
0.0945623,0.0,1,1.320531
-0.21951957,0.0,1,1.0033147
0.07860383,1.0,0,1.3004891
0.061101407,1.0,0,1.519944
0.45636842,1.0,1,3.672674
0.13337447,1.0,0,1.4364557
-0.2828546,1.0,0,0.9593177
-0.41767058,1.0,0,2.3987672
0.107304744,0.0,0,0.77302265
0.13054298,0.0,1,1.0083318
0.2442175,0.0,1,1.1065007
0.021060646,0.0,1,0.39051318
-0.5368179,0.0,1,0.8921809
-0.43260136,1.0,1,2.7867155
0.047171053,0.0,1,1.0829748
0.55429304,1.0,1,2.5401554
0.27817428,0.0,0,-0.12157458
0.6266391,1.0,1,2.8219764
-0.45410275,1.0,1,2.0309668
-0.35492972,0.0,1,1.6284318
-0.08067985,1.0,0,1.6030862
-0.29742008,0.0,1,1.7320622
0.22871137,1.0,1,2.7339964
0.072042905,1.0,0,2.4401045
0.20123158,1.0,0,1.1941574
-0.10324062,0.0,1,1.9251231
0.09515336,1.0,1,3.849587
-0.17289722,1.0,0,2.0025997
0.16787422,1.0,1,3.069609
-0.036459535,1.0,0,2.5598922
0.25281847,1.0,0,3.013204
0.22074728,1.0,0,2.062234
-0.3309593,1.0,1,2.2198334
0.4666412,0.0,1,2.5730891
0.59942687,1.0,0,3.8636665
0.1730028,1.0,1,2.6683478
0.110902876,0.0,0,-0.2224347
0.49443516,1.0,1,3.1737738
-0.23758884,1.0,1,3.0361395
-0.45304894,0.0,0,-1.6096534
-0.005366241,1.0,1,3.503952
0.13576289,1.0,1,2.067161
-0.15073046,1.0,1,1.8899364
0.016252462,0.0,1,1.7948052
-0.056257073,1.0,1,3.275011
0.011015144,1.0,1,3.14001
0.07186554,1.0,0,2.3676069
-0.100832656,0.0,0,0.9469805
0.46000248,1.0,1,2.2614708
0.33464193,1.0,1,3.2260323
-0.028779395,0.0,1,0.57927823
0.31208566,1.0,1,1.2430677
0.0043447018,1.0,1,1.7665755
0.36577678,1.0,1,2.686987
-0.36245078,0.0,0,1.1524422
-0.02722997,0.0,1,1.1880441
-0.20735314,0.0,0,0.25171673
-0.21117285,1.0,1,2.4333224
-0.1967191,1.0,0,0.37310395
-0.055168364,0.0,1,1.1852677
-0.029545425,1.0,1,2.1829104
-0.50099957,0.0,0,-0.6588999
0.42549983,0.0,0,0.09030846
0.27983296,1.0,1,2.5821967
-0.31995577,1.0,1,2.1143823
0.4649097,1.0,1,4.118181
0.21590053,1.0,0,1.0664775
0.11520484,1.0,1,3.158491
0.18738976,1.0,0,2.3224437
0.50643694,1.0,1,3.381866
-0.19184522,0.0,1,1.217529
0.06780292,1.0,0,1.7980039
-0.22799067,0.0,0,0.811199
0.04959915,1.0,1,1.8669126
-0.44979152,0.0,0,0.8350533
0.010461133,1.0,1,2.9443572
-0.11989751,0.0,0,0.14411128
0.30248338,1.0,0,1.9640338
0.28922933,1.0,1,3.0109148
-0.49029395,1.0,1,2.5636487
0.054694384,0.0,0,0.39495936
-0.11073805,1.0,1,1.6520752
-0.28899142,1.0,1,1.7151124
0.15862797,1.0,1,1.6055186
-0.195599,1.0,0,1.6064155
-0.16404814,0.0,0,0.35945445
-0.18410322,0.0,0,0.44275263
-0.5316267,0.0,1,-0.021768868
0.021092543,0.0,1,0.59836453
0.10411098,0.0,0,-0.3275559
-0.2621641,1.0,1,2.5229664
-0.30120876,0.0,0,0.7543166
0.3684975,1.0,1,2.7428865
-0.12666078,0.0,0,0.27343637
0.17483917,1.0,0,2.0301306
0.353058,0.0,1,1.7871108
0.74563277,1.0,0,2.4579859
0.36946434,0.0,1,0.83764166
-0.24896628,0.0,0,-0.026296929
0.11760953,1.0,0,1.1172757
0.18237379,0.0,0,0.07568983
-0.035972487,0.0,0,1.7598063
0.028096149,1.0,0,1.6566021
0.42994478,0.0,1,2.241395
0.0049295393,1.0,1,2.143195
0.15650702,1.0,0,1.3021642
0.15528587,1.0,0,1.4829962
0.22312187,1.0,1,2.9676056
0.43452647,1.0,0,1.9015658
0.14060377,0.0,0,1.9390321
-0.08700998,1.0,0,1.8720669
0.34499335,1.0,0,2.0381052
-0.35904744,1.0,0,1.3691375
-0.08693994,1.0,0,0.73588544
-0.016315993,0.0,1,0.70323944
0.13174461,1.0,1,2.7900934
0.36649826,0.0,0,0.55958617
-0.2506603,0.0,0,-0.15174812
0.3633105,0.0,1,1.2373772
-0.39281714,0.0,0,0.6155964
-0.31877652,1.0,1,3.3759775
-0.04853632,1.0,1,2.358924
-0.005268099,1.0,0,1.1254808
0.007982782,0.0,1,1.0849054
0.14646156,0.0,1,1.7533853
0.43115985,0.0,1,3.1843066
0.14369199,1.0,1,2.2423112
-0.20091717,0.0,1,1.3736112
0.44475368,1.0,1,2.4845326
0.07931127,0.0,1,1.0209317
0.0027041438,0.0,1,2.1777565
0.5917494,0.0,1,0.9883042
-0.011821521,0.0,1,2.2275195
-0.01123067,0.0,0,-0.03431998
-0.35524085,0.0,0,-0.9639776
0.27451667,0.0,1,0.7636314
0.22057211,1.0,0,2.9178731
0.023546116,0.0,0,-0.7392763
-0.7234889,1.0,0,1.9220831
0.29831204,0.0,0,-0.12021342
-0.08759083,0.0,0,-0.3033568
-0.05361055,1.0,1,1.4666895
0.5390535,1.0,0,3.2169435
-0.06393057,0.0,0,1.0441355
-0.052807625,1.0,1,2.9801366
0.021021115,0.0,0,1.3837913
-0.014006709,1.0,1,3.0851748
0.26815018,1.0,1,0.89703023
0.2946823,1.0,0,2.8544142
-0.08212033,1.0,0,2.2899933
-0.44936892,1.0,1,2.0536761
0.04803761,1.0,1,3.374166
