x2,x3,x4,x5,y,x6,x7,x8,x9
-6.042959,1.468435,4.072855,1.0,1,0.77561617,-0.7540872,1.0,1.0
-0.75812864,2.4403207,0.62001574,0.0,1,-2.6341965,-8.095902,1.0,0.0
-5.976456,2.6870327,4.8339176,1.0,1,-4.701547,-3.914923,1.0,0.0
-7.2043185,1.1889405,7.7995234,1.0,0,-0.4118427,-0.26767933,0.0,0.0
-5.6132975,1.0094068,2.0458179,0.0,1,-6.2509403,-5.3518076,1.0,0.0
-6.527278,1.657604,8.255889,1.0,1,-1.9052985,-4.002728,0.0,0.0
-7.366556,1.7672176,4.776263,1.0,1,-3.9613624,-0.21953917,0.0,0.0
-5.196064,0.23228097,5.2774715,1.0,0,2.7921169,-0.24105728,1.0,1.0
-5.6062756,1.840841,3.2720184,1.0,1,0.73999155,-2.668169,1.0,0.0
-9.688801,0.6022911,7.6322074,1.0,0,1.9389709,-1.7391386,0.0,1.0
-7.7684784,0.43125272,0.6594353,1.0,1,-0.6988108,-2.9935555,1.0,0.0
-7.1955214,0.91927284,8.092209,1.0,1,-0.13353968,-1.4895303,0.0,0.0
-8.357039,0.7540431,11.099307,1.0,0,3.2806137,-2.5491352,0.0,0.0
-7.4841514,0.101192355,10.830957,1.0,0,6.860798,-3.7341633,1.0,1.0
-6.851986,0.70600045,4.9760027,1.0,1,0.14841071,-4.1820383,1.0,1.0
-5.512874,0.8488423,4.435041,1.0,1,-1.1177253,-6.028675,1.0,0.0
-5.874346,1.4450302,3.1419516,1.0,1,0.35298598,-2.400206,1.0,1.0
-1.4941821,-0.41793263,6.877615,1.0,0,0.37139237,-1.8140129,0.0,0.0
-4.6990247,-0.7172804,6.08324,1.0,1,4.2637897,-1.9758353,1.0,1.0
-6.988747,2.4632373,10.393316,1.0,0,-0.26519108,-1.1989499,0.0,1.0
-7.941188,0.6264696,8.827995,1.0,0,0.9887833,-0.027469277,1.0,1.0
-8.96691,1.3493031,11.820822,1.0,0,4.52518,-2.3182244,0.0,0.0
-5.3697805,1.750207,5.1948786,1.0,0,-2.4529827,-1.448224,1.0,0.0
-4.8366413,-0.13585436,9.404249,1.0,0,-4.132389,-4.806117,1.0,0.0
-2.161994,2.7284975,-2.2585227,1.0,1,-3.5975103,-2.4782357,1.0,0.0
-4.261547,0.60889196,5.4117985,1.0,1,-0.41222203,-1.7376642,1.0,1.0
-5.063059,1.1658096,6.6362076,1.0,1,1.0646517,-2.5670514,1.0,1.0
-7.1869197,1.6886313,1.802937,1.0,1,-1.2399468,-0.13637066,1.0,0.0
-4.729559,1.8756399,5.3112698,1.0,1,-0.84089005,-1.3093013,1.0,0.0
-4.9197125,1.5181539,7.5390058,1.0,1,-3.5689442,-3.4985545,1.0,0.0
-8.919814,2.7281642,12.560201,1.0,0,2.9272175,-1.250154,1.0,1.0
-9.243012,3.2913625,10.590544,1.0,0,-0.44511056,-1.8707095,0.0,1.0
-4.07555,1.2995696,1.5259902,1.0,1,-5.635467,-1.414413,0.0,0.0
-10.483663,1.5512737,8.0233135,1.0,0,0.6273799,-3.1855443,1.0,1.0
-6.523879,1.9102232,7.3814383,1.0,0,-2.1679943,-4.477594,1.0,0.0
-4.6392593,1.3728513,4.6545873,1.0,1,4.3790765,-2.6175704,1.0,1.0
-9.095108,0.013183832,9.984526,1.0,0,3.295415,-3.1722794,0.0,1.0
-8.402685,0.11141837,7.657703,1.0,1,-0.49501765,-3.2578979,1.0,0.0
-6.576146,4.305946,1.9025035,1.0,1,-0.41318953,-3.7915707,1.0,1.0
-7.1177,1.4612606,8.01553,0.0,0,0.6684173,-2.6522043,1.0,1.0
-7.1144934,0.60829073,5.9172277,1.0,1,3.6685512,-0.68665934,1.0,1.0
-2.469911,2.9549198,0.48934364,1.0,1,-2.079461,-0.16339707,0.0,1.0
-6.257717,-0.08808184,4.645072,1.0,1,1.8878313,-3.3495913,1.0,1.0
-5.4525404,1.7639977,5.3698554,0.0,1,1.0385236,-2.9343073,0.0,1.0
-4.433815,1.757982,7.406933,1.0,1,-2.2493725,-2.9250102,1.0,0.0
-5.7568536,2.96765,10.062217,1.0,0,3.0178213,-2.6747482,1.0,1.0
-9.327551,2.3527863,10.189182,1.0,0,2.488207,-2.1117725,1.0,1.0
-7.039706,1.2256255,8.265846,1.0,0,-1.6053878,-0.71860147,0.0,1.0
-6.6322784,2.5680518,2.9902153,1.0,1,-4.4790983,-2.4090385,1.0,0.0
-6.6557074,2.4839604,6.1564536,1.0,1,-0.34572586,-3.0933895,1.0,0.0
-7.125127,-0.79294384,11.849356,1.0,0,7.5186005,-3.362022,0.0,1.0
-8.936458,0.8830218,5.384468,1.0,1,-0.97960395,-1.8980284,1.0,0.0
-6.026743,2.0670052,5.89514,1.0,1,-2.1127443,-4.8559494,0.0,0.0
-7.869686,2.2282312,8.268652,1.0,0,0.8780229,-4.486932,0.0,0.0
-5.344362,1.9947329,6.045621,1.0,1,-0.31674245,-3.2380636,1.0,1.0
-6.563574,1.9455949,8.608042,1.0,0,-0.9497627,-1.554047,1.0,1.0
-8.145768,3.085299,8.030221,1.0,0,-1.372659,-1.9589946,0.0,0.0
-9.385857,2.4561114,9.580594,1.0,0,-0.05792761,-2.3705997,1.0,0.0
-3.542136,2.908271,1.0198104,0.0,1,-1.7505907,-3.732006,0.0,0.0
-9.006925,2.4603162,8.951139,1.0,0,-1.6704966,-0.52264714,1.0,1.0
-5.6413274,1.3858695,5.9093356,1.0,1,0.10821818,-5.1745396,1.0,0.0
-7.1370807,2.300034,9.367472,1.0,0,-2.4866993,-0.4488803,0.0,1.0
-7.2197323,0.52873844,7.3528543,1.0,0,-2.0321803,-2.1847076,0.0,0.0
-5.791526,-0.068116546,4.3153677,1.0,1,-4.090895,-3.3443298,1.0,0.0
-7.249462,2.6791887,11.71064,0.0,0,0.48921716,-1.437758,1.0,0.0
-9.509419,0.44446123,9.9884615,1.0,0,5.5651326,-2.1465743,1.0,0.0
-9.612122,0.7436642,7.548724,1.0,0,2.8370893,-1.4279126,1.0,1.0
-5.86015,1.5366341,6.1253757,1.0,1,-1.8917735,0.38656592,0.0,0.0
-9.17766,-0.38028884,9.659217,1.0,0,0.9503457,-1.5988532,0.0,1.0
-4.7360754,0.6915214,3.3298507,1.0,1,3.4817805,-0.84245837,1.0,1.0
-5.5646124,1.2249215,8.620562,1.0,1,-3.053465,-3.436906,1.0,0.0
-7.6963863,1.2903227,3.4882069,1.0,1,1.1204398,-5.43039,1.0,1.0
-6.514919,-0.89913476,6.5568147,1.0,1,3.4519997,-2.8722687,0.0,1.0
-7.8188415,0.93906224,8.62437,1.0,0,0.13241911,-0.21248388,1.0,1.0
-8.982611,1.3537273,9.309385,1.0,0,3.5696754,-3.600185,0.0,0.0
-6.438988,2.5946932,-0.6639328,1.0,1,-0.5491048,-3.4064167,1.0,1.0
-5.5922074,0.50335777,3.9966798,1.0,1,-4.4828577,-5.569477,1.0,0.0
-6.7023406,1.6647162,10.305727,1.0,0,1.5210501,-6.406068,1.0,0.0
-7.282984,-0.093957424,5.352915,1.0,1,1.9606279,-4.5313168,0.0,0.0
-6.695271,1.8501936,11.989129,1.0,0,5.4060655,-2.859096,1.0,1.0
-5.3121634,1.4776688,9.755098,1.0,0,4.405737,-1.9862797,0.0,0.0
-8.914468,2.606588,4.2715664,1.0,1,-0.10581106,-2.4466393,1.0,1.0
-8.221236,0.46056056,5.6013045,1.0,1,3.4140928,-0.94723785,1.0,1.0
-10.787397,5.243647,3.1941605,1.0,1,2.7251477,-0.84922874,1.0,0.0
-5.993264,1.7464174,5.7067566,1.0,1,-1.8585317,-1.8499484,0.0,1.0
-3.9238572,1.145635,4.395275,1.0,1,1.3658295,-1.6872038,1.0,0.0
-7.6172338,-0.014888763,9.315479,1.0,0,0.21409559,-1.8835137,1.0,0.0
-2.6818275,3.3352804,2.2609153,1.0,1,-1.692092,-6.82705,1.0,0.0
-8.875072,-0.4923526,8.015287,1.0,0,0.9923393,-3.1880345,0.0,1.0
-6.895192,1.6500785,7.711005,1.0,1,2.4389768,-1.5453093,1.0,1.0
-7.339136,2.3661413,10.966406,0.0,0,-3.4986498,-2.174913,0.0,0.0
-3.156981,0.84534746,1.4815682,1.0,1,-0.8301027,-4.545246,1.0,0.0
-5.3960714,-0.18097806,9.968756,1.0,0,-1.9532797,-3.545305,0.0,1.0
-4.193512,1.650197,1.866472,1.0,1,3.8564079,-5.765231,1.0,0.0
-5.8347683,2.269304,7.0584598,1.0,1,3.3568234,-3.1566226,0.0,1.0
-7.999531,3.2610598,8.262028,1.0,0,0.44908512,-1.3702488,0.0,0.0
-6.503445,1.410986,8.369227,1.0,0,1.8459841,-5.2141128,1.0,1.0
-9.65603,0.42536372,11.510685,1.0,0,4.424553,-1.6843199,1.0,1.0
-4.0717425,0.9844642,6.332799,1.0,0,-3.5768867,-3.6005683,0.0,0.0
-3.0778964,-0.13414085,-0.88862324,0.0,1,-0.33568466,-2.578296,1.0,1.0
-9.607838,2.090254,8.963415,1.0,0,1.0636092,-4.0826254,1.0,1.0
-5.6165,3.4027004,5.817039,1.0,1,0.4291615,-1.6902149,1.0,0.0
-11.239479,0.6364268,12.808861,1.0,0,4.6253266,-3.4521747,1.0,0.0
-8.04458,1.3793517,7.599893,1.0,0,1.6609511,-3.8434596,0.0,1.0
-6.5840316,0.8653642,7.392672,1.0,0,2.2624154,-1.3052622,1.0,0.0
-8.371931,0.9026013,4.5947905,1.0,1,5.0023837,-5.5108113,0.0,1.0
-5.229772,-1.1390007,9.033958,1.0,0,1.108016,-1.2670557,0.0,0.0
-9.227797,1.5536293,5.621094,1.0,1,1.6869423,-4.561724,1.0,0.0
-3.0173988,3.5187716,8.875788,1.0,1,2.6711493,-3.5626342,1.0,0.0
-6.496083,1.2859656,5.2065535,0.0,1,1.7060483,-2.910672,1.0,1.0
-5.390431,0.75273764,6.755248,1.0,0,0.33667442,-2.5438173,0.0,0.0
-8.189201,1.6197674,7.18386,1.0,1,4.651577,-2.2546766,1.0,1.0
-7.563859,0.81313,8.322146,1.0,1,-0.74155855,-2.5088017,1.0,1.0
-4.678734,-1.3264247,5.3698525,1.0,1,-1.4062366,-1.8214524,1.0,0.0
-7.9007645,-0.15787375,5.9529943,1.0,1,-3.0813134,-2.2341986,1.0,0.0
-9.860237,0.32970726,8.1732855,1.0,1,-2.721613,-6.986664,1.0,0.0
-6.7524056,0.38211286,4.7118793,0.0,1,1.1400869,-0.7799933,1.0,1.0
-9.013489,0.21609437,8.704277,1.0,0,-3.2159703,-4.3711305,1.0,0.0
-5.411099,1.1385462,0.821609,1.0,1,0.71697307,-2.4799783,0.0,1.0
-7.6934333,0.91262007,9.252116,1.0,0,-2.143878,-0.2196939,1.0,0.0
-8.932494,2.7490203,12.561231,1.0,0,1.3472254,-2.6471417,0.0,1.0
-6.997948,0.14378685,8.703376,1.0,0,0.32112396,-1.4008119,0.0,0.0
-4.081066,2.3964455,6.4815784,1.0,0,3.7806416,-1.9793854,0.0,1.0
-6.551781,1.6130236,10.73492,1.0,0,-2.412103,-3.8764486,1.0,0.0
-4.5995426,0.1575113,8.286803,1.0,0,2.0715036,-0.29843557,1.0,1.0
-9.07436,1.7174971,10.620575,1.0,0,-2.920263,1.155691,0.0,0.0
-4.723659,0.65262055,6.6266785,1.0,0,5.5030813,-4.783995,0.0,0.0
-3.9627216,0.95262486,7.032611,1.0,1,1.153137,-0.68358374,0.0,1.0
-6.8089566,1.2444389,7.419461,1.0,0,-1.7302314,-0.43785596,0.0,1.0
-4.414077,1.4442635,2.5536473,0.0,1,-0.70842004,-1.034656,0.0,1.0
-7.4669104,-0.45677888,7.583179,1.0,1,4.343607,-6.7619905,1.0,1.0
-4.552265,1.014397,0.31151152,1.0,1,0.8479898,-4.2097063,1.0,1.0
-6.110221,-0.22807217,4.8327026,0.0,1,-0.11702222,-1.346589,1.0,0.0
-10.778564,2.0844376,13.519897,1.0,0,3.9575887,-1.2329478,1.0,1.0
-5.110702,1.0357136,8.713191,1.0,0,1.115163,-1.1018384,0.0,0.0
-4.872382,2.438469,1.3633718,1.0,1,2.7265909,-3.1187396,1.0,1.0
-11.633081,0.9801901,10.756372,1.0,0,1.7958294,-1.7073562,0.0,1.0
-6.087079,1.9992893,9.344737,1.0,0,-0.10460973,1.5442165,1.0,1.0
-8.579797,2.4913492,9.733932,1.0,0,3.8133693,0.273121,0.0,1.0
-7.5295215,0.6854403,4.6633615,1.0,1,3.2019434,-3.1442773,1.0,1.0
-6.990721,0.41335392,6.4327583,1.0,1,-1.1681206,-2.601585,1.0,0.0
-5.1373367,1.7400088,-0.71879005,1.0,1,0.19149005,-3.2456677,1.0,0.0
-7.7692246,1.7111647,8.0031805,1.0,0,-1.6510385,-2.4469938,0.0,1.0
-10.2207365,1.5872753,10.823392,1.0,0,-2.5865152,-2.998734,1.0,0.0
-10.517126,1.2007813,16.065819,1.0,0,2.0860922,-1.7554907,1.0,1.0
-4.7912936,1.1253397,1.8851864,1.0,1,0.23162019,-2.5742552,1.0,0.0
-7.260561,0.95907044,7.6458917,1.0,0,-3.0612776,-1.8703865,1.0,0.0
-9.17548,2.2405906,8.68963,1.0,0,0.24310446,-0.74042714,1.0,0.0
-6.899381,1.8913627,6.5764766,1.0,0,1.1468132,-1.0791538,1.0,0.0
-8.27684,2.5916078,11.076119,1.0,0,3.7235856,-1.1822357,1.0,0.0
-6.6115036,0.9337999,6.22832,1.0,1,1.605297,-3.36733,0.0,0.0
-5.3126574,-0.04487455,6.932028,1.0,0,0.2802657,-2.7991352,0.0,1.0
-8.199635,1.0779473,8.663602,1.0,0,0.77266335,-2.943747,0.0,1.0
-7.4897428,1.4671154,6.587065,1.0,1,-0.72107315,-2.6170485,1.0,1.0
-4.996011,1.715725,6.584961,1.0,1,5.252498,-6.372612,1.0,1.0
-7.9483595,1.8812399,13.514841,1.0,0,2.226683,-2.1348412,1.0,0.0
-6.0425854,3.6015248,8.368683,1.0,0,0.5838935,-1.8191284,1.0,0.0
-5.607916,1.7415898,6.7702594,1.0,0,-2.5911021,-1.6782842,0.0,0.0
-7.3884706,1.2038666,11.39223,1.0,0,3.7125053,-0.8004409,0.0,1.0
-7.6199007,2.0187027,4.6152086,1.0,1,-2.3221734,-2.3943856,1.0,0.0
-6.578456,-1.0861434,3.4783053,1.0,1,-0.39232248,-0.13368034,1.0,1.0
-7.33797,3.2159472,15.299812,1.0,0,-0.23008013,-1.0253553,0.0,0.0
-5.00858,2.2352538,8.231317,1.0,0,3.7173786,-5.645282,0.0,0.0
-4.1593823,0.562349,2.1105976,1.0,1,0.01362139,-1.4285481,1.0,0.0
-3.6676006,0.8648837,1.4259334,1.0,1,-3.201812,-3.8366034,1.0,0.0
-3.8831012,1.4369278,13.562481,1.0,0,6.956272,-0.6616099,0.0,1.0
-6.0490823,0.30407164,6.7260027,1.0,1,3.7064056,-4.102682,1.0,1.0
-7.1849346,2.5297823,4.9553976,1.0,1,-2.6663914,-3.6776686,1.0,0.0
-8.640951,0.8959095,6.722294,1.0,1,3.7330408,-1.1979164,0.0,1.0
-6.920931,1.894987,4.5311823,1.0,1,-1.1375093,-2.3448443,1.0,0.0
-10.1349745,0.590418,11.091692,1.0,0,7.664416,-2.890469,0.0,1.0
-6.3049836,1.1810765,2.9014986,1.0,1,1.7546728,-4.2944665,1.0,0.0
-5.970492,0.9330933,3.0423954,1.0,1,0.28326416,-0.032814503,1.0,0.0
-10.412971,0.5224278,9.789168,1.0,0,-3.696241,-3.1090357,0.0,0.0
-6.3024063,0.7443316,6.521782,1.0,0,2.3728092,-1.1281668,1.0,0.0
-8.725429,-0.11372936,8.171534,1.0,0,3.3228662,0.07931328,1.0,1.0
-6.7531047,0.8701511,7.478261,1.0,1,0.24726614,-2.7405064,0.0,1.0
-2.4680061,2.947878,-3.4498727,1.0,1,-3.4699075,-2.1211162,1.0,1.0
-7.407034,1.4575926,8.040267,1.0,0,1.7996788,-2.1376383,1.0,1.0
-5.203392,0.6108058,1.2961459,1.0,1,2.0054967,0.30460453,0.0,1.0
-8.85464,1.8941724,5.9384212,1.0,1,-1.089909,-5.734147,1.0,1.0
-8.313697,2.7569456,9.197253,1.0,0,2.3693552,-2.7390225,1.0,1.0
-11.025066,1.3014656,12.536444,1.0,0,3.428111,-1.4137952,0.0,1.0
-5.2181754,1.6680686,0.02659893,1.0,1,-0.6817019,-0.9967264,1.0,1.0
-5.2982116,1.2504098,2.5954213,1.0,1,1.9464616,-5.4633503,1.0,0.0
-4.16376,0.935212,0.22737741,1.0,1,-1.728504,-0.19783783,1.0,0.0
-2.324601,1.8842707,0.12098169,1.0,1,-0.13111043,-2.484984,1.0,1.0
-4.7984657,0.86348224,10.798763,1.0,0,1.5910025,-1.2745811,1.0,0.0
-3.7334533,2.5365016,7.455842,1.0,0,-2.0194063,-1.6038074,0.0,1.0
-6.599372,-0.006590843,9.548168,1.0,0,4.6402245,-4.9435396,0.0,1.0
-8.139573,0.6941547,10.026068,1.0,0,-0.6271386,-0.63885844,1.0,0.0
-3.1695094,1.2190485,6.1244316,1.0,1,-1.8041167,-4.411374,1.0,1.0
-6.720931,0.30322665,7.6764865,1.0,0,-5.2344537,-2.7077959,0.0,0.0
-4.9646716,0.67385346,3.4122145,1.0,1,1.0674479,-0.57618856,1.0,1.0
-5.096813,1.6522217,7.672339,1.0,0,0.3141322,-3.084696,0.0,1.0
-8.149302,3.1675153,7.270935,1.0,0,4.8781447,-0.90440947,1.0,1.0
-7.391241,2.3200083,5.0100193,1.0,1,-1.741623,-1.6541573,0.0,1.0
-6.3619814,1.8806787,4.807228,1.0,1,0.23215377,-3.8685856,0.0,1.0
-4.6387258,0.6103446,3.9263408,1.0,1,0.56227326,-4.9199433,1.0,0.0
-6.178659,0.6359664,-0.8439479,1.0,1,-6.7318673,-2.4538684,1.0,0.0
-7.1799064,2.0456939,8.386621,1.0,0,1.235698,-3.4249344,1.0,0.0
-8.535009,0.767697,4.9453373,1.0,1,-1.9702628,-5.1847825,1.0,0.0
-9.297478,0.6198473,10.652397,1.0,1,6.0447464,-2.6630235,1.0,1.0
-6.105204,1.336184,5.012042,1.0,1,-2.2599661,-3.9945364,1.0,1.0
-7.372107,1.8325924,8.196708,1.0,0,5.263878,-0.8409652,1.0,1.0
-8.8280735,-0.17418861,10.713433,1.0,0,4.231927,-0.27562428,0.0,0.0
-5.904408,0.9676897,3.6052177,1.0,1,-1.6732597,-2.4808533,0.0,0.0
-8.890243,0.75854903,5.779784,1.0,1,0.24648815,-2.146775,1.0,0.0
