x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,y,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99
1.0,0.51909614,0.71631896,0.0,-8.618911,3.7925682,-2.6465569,1.0854237,11.64383,5.5400844,-9.830045,1.0,1.0,-1.0851766,5.0886827,1.0,-3.3551764,0.0,1.0,2.4799368,-4.35614,0.0,0.0,-0.2863897,0.0,-2.325444,0.0,3.50328,-2.2802725,-1.9295809,-1.1350031,2.5765939,1.0,-2.6737027,6.0064344,4.5214753,0.0,0.0,-1.1148092,-2.577367,0.0,1.0,-6.6444902,1.011219,0.0,-1.4781332,0.11525182,1.0,0.0,0.0,1.0,3.1909585,0.0,0.89027244,0.0,-1.364134,-0.20746481,1.0,1.0,0.6557494,0.0,0,4.420328,1.0,-7.502157,-0.9784571,7.816448,0.82765085,-2.184612,0.0,-2.249176,-2.9609985,1.0,1.0,0.0,-4.6846676,-2.9412305,0.0,1.220983,9.719254,1.0,1.0633373,3.2642353,1.5087972,-1.8348339,-3.0523405,0.0,-5.019828,0.0,1.0,8.210845,-4.040846,0.0,-0.35250628,2.3713038,0.0,1.0,-2.0432239,0.0
1.0,-2.5939488,-0.11232209,0.0,1.1457324,3.9062965,-5.1397114,1.5040903,1.4107072,5.7382655,-5.9706635,0.0,1.0,-0.85161287,6.0661054,1.0,-5.6942673,0.0,0.0,4.4060464,0.7721262,0.0,0.0,1.1539941,1.0,-3.4151673,0.0,2.6935127,-0.66767454,-0.24220866,3.3204048,8.744081,0.0,-3.014204,5.781025,4.098929,0.0,1.0,2.9833007,-6.7836075,1.0,0.0,-7.04881,0.8969248,1.0,0.21807852,-0.7049788,0.0,1.0,1.0,1.0,2.0285454,0.0,3.733821,1.0,-0.50766695,0.7762454,1.0,1.0,0.8371345,0.0,1,5.585609,1.0,-13.368629,-4.275874,0.37013316,1.2338772,-0.59859943,1.0,-4.6550612,-3.2114556,1.0,1.0,0.0,-5.2115264,-3.189429,0.0,0.10593176,7.187697,0.0,2.2480102,0.6793484,0.599686,-1.3762461,-2.403365,0.0,-2.7455912,0.0,1.0,3.1720924,-4.003509,1.0,0.8151996,1.9315791,1.0,1.0,-0.5890242,0.0
1.0,-0.75273526,-1.1411649,0.0,-4.435829,4.1690164,0.2831838,3.4222014,-3.150468,6.2611723,-2.9499474,0.0,1.0,-3.7244444,5.0272856,0.0,-6.8961782,0.0,1.0,2.5386944,-1.8900409,0.0,0.0,0.64712465,0.0,-1.6158714,0.0,1.9286454,-0.66575545,3.1821003,0.5210631,2.1344373,0.0,-2.0043135,6.639502,4.158311,0.0,1.0,1.1286559,-6.6145363,0.0,0.0,-5.8677344,0.24249095,0.0,-0.42909986,-0.73536485,1.0,1.0,1.0,1.0,0.88738704,0.0,2.5789511,0.0,0.5046291,2.0477018,1.0,1.0,0.061502993,0.0,1,6.485667,0.0,0.5912409,-3.3552732,1.4224744,0.76886404,-0.23031664,0.0,9.041246,-3.1741548,0.0,0.0,0.0,-3.803889,-3.095807,0.0,6.8140783,11.602276,1.0,0.6656605,1.2428381,-1.9590831,-3.9514737,-2.377359,1.0,2.3806496,0.0,0.0,3.2899494,-4.0360312,0.0,0.738535,0.16310501,0.0,0.0,0.6386597,1.0
1.0,0.87076914,6.6657963,0.0,2.3907177,4.3258805,2.7307458,6.288054,1.2551126,4.5542703,-2.0822484,1.0,0.0,-5.0742064,5.055308,1.0,-4.686098,0.0,0.0,4.6624827,-2.1964114,1.0,0.0,-0.1895855,1.0,-1.2374429,0.0,3.0895405,-1.0020678,-3.6732984,1.2393587,8.691164,1.0,-5.4540977,5.6354113,4.8888106,1.0,1.0,0.961328,-3.8614013,0.0,1.0,-2.6202805,0.8546098,1.0,1.0159498,-1.0044634,1.0,1.0,1.0,1.0,0.3435327,0.0,0.22459376,1.0,-0.12232833,-0.2773978,0.0,0.0,0.4230414,1.0,1,-2.9636273,0.0,0.85354805,-1.1859112,2.2397804,1.0884558,-0.9207592,0.0,-2.7455459,-2.0899272,0.0,1.0,0.0,-4.414316,-3.3801816,0.0,0.5561769,12.74585,1.0,3.522948,-0.002875924,1.2710238,-2.7442641,-2.535441,0.0,-1.1762149,1.0,1.0,3.5344005,-3.776688,0.0,1.2258283,3.8334856,1.0,1.0,-2.5435073,1.0
1.0,-2.0525165,3.548856,0.0,0.12179208,3.9891527,-1.3549986,4.6060543,7.3706307,6.319982,-9.16995,0.0,1.0,-2.6332042,5.9494224,1.0,-1.8572925,0.0,1.0,5.012086,-0.32306814,0.0,0.0,1.1336782,1.0,-0.7564194,0.0,2.4955187,-1.2236851,2.3740633,2.2889678,4.2605815,1.0,-3.2859101,6.237201,4.5409746,0.0,1.0,-0.38938707,-5.6135426,0.0,1.0,-3.822184,0.61057305,1.0,0.6316065,0.29363543,0.0,1.0,0.0,1.0,0.70660764,0.0,-1.1413587,1.0,-1.2797226,-0.29688048,0.0,0.0,0.89375544,0.0,1,2.2279518,1.0,-5.059171,-3.265503,2.0034668,1.6129746,-4.946624,0.0,-1.4276276,-3.4128487,0.0,1.0,0.0,-3.9486156,-3.4748096,0.0,4.0114,8.633325,1.0,4.469588,1.2022473,1.6535565,0.45690048,-1.8926835,1.0,-0.014155388,0.0,0.0,6.7720537,-4.091923,0.0,0.40188095,4.644126,0.0,1.0,-0.98608327,0.0
0.0,-1.100533,2.166577,1.0,4.5752287,3.5947583,-7.274137,-2.7353435,10.632219,4.8081636,-5.593917,1.0,1.0,-1.7060419,4.6470413,1.0,-5.95129,0.0,0.0,8.461569,-3.5036383,1.0,1.0,-0.022153497,0.0,-2.0760007,0.0,4.305409,-0.5603298,0.6225847,2.6880322,8.811288,0.0,-2.2119236,7.530628,5.2173276,0.0,1.0,3.5902534,-3.5185335,0.0,0.0,-6.9042215,1.586705,0.0,1.1167039,-1.5212295,1.0,0.0,1.0,0.0,2.126574,1.0,-0.53697634,0.0,-0.78395957,1.4180994,0.0,0.0,0.14400294,0.0,0,7.870035,0.0,9.738081,-3.1639626,1.3838085,0.89389676,-8.740482,0.0,0.7213951,-3.5283463,0.0,1.0,0.0,-4.324219,-3.3660858,0.0,5.6824965,17.135126,0.0,1.0935745,-1.0896752,2.2598047,-5.7880516,-3.4976263,1.0,-1.8791215,1.0,0.0,3.7962098,-4.3346815,1.0,-1.1943932,0.42461228,1.0,0.0,0.47936964,0.0
0.0,-0.90619516,1.7513467,0.0,-5.432473,3.335867,-11.40437,-4.464406,6.83879,4.796841,-9.196123,1.0,1.0,-0.6774142,5.5089335,1.0,-4.088039,0.0,0.0,5.401972,0.034263372,1.0,0.0,-0.24554265,1.0,-0.51439553,0.0,4.775616,0.85680103,6.8472805,0.9976738,5.9216814,0.0,-0.80359495,7.4404283,5.6249676,0.0,1.0,3.2899785,-4.3094316,0.0,0.0,-8.152774,1.3525279,1.0,-0.8748839,-0.42879787,0.0,0.0,0.0,1.0,3.1705546,1.0,2.617425,0.0,-0.99854827,0.67937183,1.0,1.0,-0.09238584,0.0,1,4.705592,1.0,-9.209789,-0.97576934,-0.9050112,1.0583327,-7.9011946,1.0,-0.8001063,-3.9704258,1.0,1.0,1.0,-5.013899,-3.2379494,0.0,1.0586377,6.050927,0.0,1.8909302,0.89849377,2.4314466,-3.4982378,-3.1215048,0.0,-3.8152583,0.0,0.0,6.0512505,-3.5808244,0.0,1.620022,2.7859113,0.0,0.0,-4.035298,0.0
0.0,-1.3102593,-0.9787711,0.0,-2.5910006,3.2830067,-4.810813,-0.26676977,-0.7622075,5.1838593,-7.549732,0.0,1.0,-0.301535,5.416253,0.0,-8.4393835,0.0,0.0,4.5714936,-1.8335233,0.0,0.0,1.4131415,1.0,-0.8272946,0.0,3.137256,0.7686881,-4.6220565,2.5838122,3.9853406,0.0,-3.34076,6.7848268,4.544412,1.0,0.0,2.4073036,-4.531639,0.0,1.0,-3.5405054,0.9287192,1.0,-0.26602614,-0.6074976,0.0,1.0,0.0,1.0,2.1470203,0.0,1.5305825,1.0,-0.5046016,0.96957827,1.0,1.0,0.48637712,0.0,0,5.617543,0.0,2.831837,-2.956627,4.829957,1.6716896,-7.2451262,0.0,-1.9636198,-3.4440944,1.0,1.0,0.0,-5.0871134,-3.2235236,1.0,3.350954,11.57999,1.0,2.9296017,3.866923,1.4210293,-1.2147052,-2.511785,0.0,-2.1399472,0.0,1.0,3.7947202,-4.3088493,1.0,1.9614623,2.5293176,0.0,0.0,-3.29546,0.0
0.0,-1.8441025,5.914826,0.0,2.9336052,3.0220695,-4.1012907,2.1451359,1.7571958,5.309389,-3.3852851,0.0,0.0,-4.7681446,4.687215,0.0,-3.3916755,1.0,1.0,5.0389733,-5.106456,0.0,0.0,0.8071251,0.0,-0.9354719,0.0,3.1882,-0.33849984,-2.8454857,0.8360831,1.2961464,0.0,-3.0682294,5.074959,5.018195,1.0,1.0,2.385727,-2.668885,1.0,1.0,-0.029951572,0.8236555,1.0,0.16855618,-0.7242378,1.0,1.0,0.0,1.0,-1.2726624,1.0,-0.66637194,1.0,0.060558226,1.390445,1.0,1.0,0.7229357,0.0,1,-1.7797697,0.0,-2.1344533,-4.5820565,0.7179735,1.0746818,-3.0859873,1.0,-1.7046735,-2.5759137,0.0,1.0,0.0,-3.778211,-4.046883,1.0,4.9595847,15.024427,1.0,3.474252,0.052169397,1.841027,1.8346528,-2.7706702,1.0,0.39048028,0.0,1.0,3.7867804,-4.0177255,1.0,0.99954605,2.4147232,0.0,0.0,0.04953313,0.0
0.0,1.4903404,2.8510206,0.0,-9.836371,3.3514311,4.6474185,6.9511504,2.4784915,5.2916164,-0.38754845,0.0,1.0,-3.51477,3.6575372,1.0,-1.9755765,0.0,1.0,0.44517267,-3.8247533,0.0,0.0,-0.003964752,1.0,-1.0223825,0.0,2.8322961,0.71608603,0.43326986,1.7092247,8.851314,1.0,-2.1794782,5.1356254,3.3544428,0.0,1.0,2.4869132,-5.4543934,0.0,1.0,0.07057905,0.3164888,1.0,-0.15367113,0.16355577,0.0,1.0,1.0,1.0,2.4209461,0.0,0.58124423,0.0,0.22057155,0.46096382,1.0,0.0,0.26970738,0.0,0,2.1604686,1.0,-3.6557622,-1.7340083,5.440365,0.8772157,-4.7120523,0.0,4.821115,-2.0059288,1.0,1.0,1.0,-4.15799,-3.1265745,0.0,3.0107737,6.2963433,1.0,2.165987,0.6820031,3.6140301,2.1900845,-2.6193655,0.0,-0.9450374,0.0,0.0,7.12871,-3.6533518,0.0,0.22346091,2.1876576,0.0,1.0,-5.253518,0.0
1.0,-2.8928242,-0.7754437,0.0,5.275037,4.389908,-0.81401134,5.042603,-0.8838377,7.009745,-0.21815324,0.0,0.0,-2.4301944,5.290025,0.0,-3.4214845,0.0,0.0,6.7748446,-3.4971132,0.0,0.0,0.9046327,1.0,-3.6580412,0.0,2.7726912,-0.6050513,0.31039703,1.4101214,2.123732,0.0,-3.218948,6.152753,3.658337,0.0,1.0,-0.0527699,-2.0289235,1.0,0.0,-5.124861,0.6202798,1.0,0.7926291,-1.199582,0.0,1.0,0.0,0.0,1.2346934,1.0,0.13998294,1.0,0.38191855,0.7359727,0.0,0.0,0.42308474,0.0,1,3.7295527,1.0,9.58031,-4.9288077,0.27041268,1.5076739,-2.9251328,1.0,3.7312946,-1.6986898,1.0,1.0,0.0,-3.9032192,-3.2877162,0.0,3.8741565,7.274109,0.0,3.947318,0.42621738,0.38130084,-0.86751175,-1.9957976,1.0,0.35421848,0.0,1.0,3.6727679,-4.176975,1.0,1.1469935,3.8261104,1.0,1.0,-3.0739436,1.0
1.0,-0.98775125,2.2862618,0.0,3.9333072,3.9484005,1.7169685,5.22225,4.105174,6.043271,-4.4427776,0.0,0.0,-3.708992,5.780088,0.0,-3.6751194,0.0,1.0,5.0667195,2.3538127,0.0,0.0,-0.21030483,0.0,-0.103333294,0.0,2.2812755,0.527843,-0.5135489,1.9781616,5.3705916,0.0,-2.7583902,6.082902,3.758802,0.0,1.0,0.5745458,-4.6678915,0.0,0.0,-2.246121,0.69901526,0.0,0.9520788,-0.43187857,1.0,0.0,0.0,1.0,0.3864239,1.0,0.14526618,1.0,-0.31933874,1.5889935,0.0,0.0,0.81527185,0.0,1,-0.0064463615,1.0,-0.74804664,-4.276784,1.2930844,1.2107828,-5.5155935,0.0,0.51963687,-3.088473,0.0,1.0,0.0,-5.253641,-3.7646406,1.0,4.998162,9.839873,0.0,3.530002,1.5404749,2.6431875,1.8275154,-1.9832574,0.0,-2.5664124,1.0,0.0,4.815694,-4.5321245,1.0,-0.030537784,3.0395706,1.0,1.0,-3.01445,0.0
1.0,0.4821105,5.834035,1.0,-3.9314446,4.459676,-1.6672372,4.9979343,4.976542,5.210521,-3.7281847,0.0,1.0,-5.5668025,4.752741,1.0,-2.797428,0.0,1.0,1.3502676,-2.824706,0.0,1.0,0.4046607,1.0,0.5185975,0.0,1.9999635,-1.5160117,-0.5797649,0.20200306,6.4681544,1.0,-3.2796786,6.732031,4.878162,1.0,1.0,2.4930758,-2.4875827,0.0,1.0,-5.3805976,0.5844139,1.0,-0.1526328,-0.42219168,0.0,1.0,0.0,1.0,-0.17095655,0.0,0.75105697,1.0,-0.43131012,0.6342239,1.0,1.0,0.17353195,1.0,1,0.8317534,0.0,2.8455777,-1.6424526,2.957227,0.6869621,-5.1621056,1.0,4.770231,-3.1188488,1.0,1.0,0.0,-3.4464107,-3.2539659,0.0,3.932751,1.0848813,1.0,2.2459488,-1.7521071,0.14133406,-6.0429826,-1.0816479,0.0,0.36846864,0.0,1.0,3.496428,-3.6379528,0.0,-0.30975866,1.3752421,1.0,1.0,-0.82962096,0.0
1.0,-2.5366025,-4.251613,0.0,-4.460486,4.123514,-2.4384468,2.5674706,6.0242805,6.2955513,-7.226837,0.0,1.0,0.6610529,6.251749,1.0,-2.5342102,0.0,0.0,2.7210455,-3.8400986,0.0,0.0,-0.5083804,0.0,-0.27139533,0.0,3.2685604,-0.4587804,1.827384,0.13983136,10.802044,1.0,-1.7384648,7.168237,3.2086453,0.0,1.0,-1.1478188,-1.1299322,0.0,1.0,-3.2727633,0.5875498,0.0,-0.012789141,-0.035311937,0.0,1.0,0.0,0.0,-0.04252827,0.0,3.7622905,1.0,-0.862703,0.6124171,0.0,0.0,-0.3798399,0.0,1,4.080772,1.0,-1.2492738,-0.38376284,-0.29277706,1.2253305,-2.7313251,1.0,-2.4282465,-2.5951223,1.0,1.0,0.0,-5.7680206,-3.0650587,1.0,-0.099627495,1.9223528,0.0,2.1451333,3.8870773,0.8040279,-2.7408655,-2.8964708,0.0,-3.4915547,0.0,1.0,10.01809,-3.594009,1.0,0.055849493,2.2611403,0.0,1.0,-5.2714477,0.0
1.0,-1.7746925,-0.4952141,0.0,0.5928661,4.1538053,0.567997,3.646896,17.75324,5.9983444,-6.528762,1.0,1.0,-0.25636542,5.792472,1.0,-5.8125734,0.0,1.0,4.904769,-4.5997515,1.0,0.0,1.4397206,0.0,-1.3063736,0.0,3.8301187,0.24517465,-1.2609854,1.1663997,8.746748,0.0,-4.008413,5.9724402,3.7757132,0.0,1.0,0.8935805,-2.33926,0.0,0.0,-7.628952,0.86824554,1.0,0.5220745,0.046707585,0.0,1.0,0.0,1.0,-0.2530691,1.0,-0.74542254,0.0,-1.5859268,-0.30721152,1.0,1.0,-0.06995848,0.0,0,0.3229338,1.0,-1.784477,-1.5721496,0.044228792,0.56518155,-3.9163542,1.0,0.19669399,-2.2562945,0.0,1.0,0.0,-4.1432405,-3.0799549,0.0,3.936203,8.330453,0.0,1.334754,-0.7060108,1.5140477,-4.2591243,-2.055136,1.0,0.5641506,0.0,0.0,4.4355755,-4.0334826,1.0,1.9305764,3.0815868,0.0,1.0,-3.5879326,0.0
