x1,y,x2,x3,x4,x5,x6,x7,x8,x9
-1.2233118,1,0.6564598,4.3778725,0.0,1.0617664,-2.4293053,1.0,-0.15822342,0.0
-1.7798182,0,2.3218722,1.133051,0.0,0.8303803,-2.374473,1.0,-0.34595498,0.0
-2.016172,1,-2.174602,-0.5917524,1.0,-0.24764156,-1.1300939,0.0,-1.4861839,0.0
-4.114957,1,-1.3566438,-1.1419034,1.0,-1.1518574,-3.8865843,0.0,-1.9513347,0.0
-5.107353,1,0.040664554,-4.938578,1.0,1.0170596,-2.620794,1.0,0.3571376,1.0
-1.768931,1,-0.12642634,-1.1103014,1.0,-1.0902426,-4.7183003,0.0,-0.9379265,1.0
3.4775414,0,4.9024224,-3.4636953,1.0,-0.89002985,-2.7011597,1.0,-0.022552729,0.0
0.07801342,0,3.6889305,1.5642018,0.0,-0.24804235,-2.9687192,1.0,0.19686127,1.0
-2.8549552,0,1.3832927,-4.215843,1.0,-0.57298183,-3.813276,0.0,-0.4398377,1.0
0.25430894,0,1.3577027,-5.080902,1.0,0.9213523,-2.9424682,0.0,-0.4642744,1.0
-3.0359316,0,-0.41296363,-0.3059331,1.0,0.14298406,-4.096868,0.0,-1.5068195,0.0
-4.2463465,1,-0.76381075,1.097381,0.0,0.087940514,-2.312662,0.0,0.03263682,1.0
-1.0656116,0,1.4864175,-4.4167576,1.0,0.2340645,-0.7256541,1.0,-0.0486238,1.0
-2.983135,1,1.472184,-5.085211,1.0,0.6538834,-1.9484994,0.0,-0.6604951,0.0
-0.65277696,0,2.0718038,2.2549148,0.0,0.23311281,-4.4406295,1.0,-0.86794966,0.0
0.45208192,0,2.8961105,1.537516,0.0,-0.30500108,-1.9229045,1.0,-0.5025276,1.0
-2.5491722,1,-0.9227632,7.7402925,0.0,-0.062867746,-2.9033785,0.0,-0.9122114,0.0
-2.4810948,0,-1.1241516,-7.2345257,1.0,-0.12937394,-7.4329314,1.0,-1.8115816,0.0
-2.904762,1,-1.4794555,2.5769029,0.0,-1.1128159,-2.684887,1.0,-0.6056447,1.0
0.21607554,0,1.2023227,-10.033107,1.0,-1.1371235,-6.066166,0.0,-1.2457896,0.0
-0.83950806,1,3.008167,-4.604072,1.0,-1.76159,-3.9462614,1.0,-0.6485841,1.0
-0.1990931,0,0.14041388,-6.1909914,1.0,0.5925671,-2.5242825,1.0,-0.37662932,0.0
-1.205538,1,-1.4559934,-0.20201266,1.0,-1.3225741,-4.055082,0.0,-1.1339362,0.0
1.7206497,0,3.9510274,2.4263735,0.0,0.9697372,-5.014382,1.0,0.36453846,0.0
0.3138733,0,1.5684123,-1.446931,0.0,0.38321394,-3.0577838,1.0,-0.6671707,0.0
-4.3072987,0,0.6377158,-9.871384,1.0,-0.2755072,-2.376174,0.0,-0.4187215,0.0
-3.6961186,1,-1.0909669,-7.97232,1.0,0.12034124,-3.762191,1.0,-0.88496673,0.0
-3.7030272,0,-0.37901455,-3.8704028,1.0,0.12197824,-4.098468,1.0,-0.003788352,1.0
-4.9524693,1,-0.5814897,-0.78646636,0.0,-0.65034086,-2.1390264,0.0,-1.4112614,0.0
0.84346557,0,1.6672182,2.7974644,0.0,1.862284,-5.2379723,1.0,1.1746452,0.0
-2.5888267,1,1.5594895,-4.2724624,1.0,-1.3571696,-2.6284833,0.0,-0.55256045,1.0
-0.89472634,1,0.64523435,5.671463,0.0,0.16727798,-1.3634096,0.0,-1.0776212,0.0
-2.8673663,1,0.9826019,0.92580247,0.0,0.32950288,0.2625625,0.0,-0.689856,1.0
-2.4565265,1,-0.28922313,1.691979,0.0,-0.4255491,-2.2602046,0.0,-1.4243251,1.0
-2.5596092,1,0.42677224,2.2455678,1.0,0.2201716,-3.3176832,0.0,-0.95389354,0.0
-2.3794086,1,-0.852396,0.32132137,0.0,0.06898299,-3.6706135,0.0,-0.016219616,0.0
-0.4290651,0,0.585937,3.952959,0.0,-0.71576476,-1.3597254,1.0,-0.03491807,1.0
-3.2228558,1,-2.2055197,2.7201538,0.0,-0.051529005,-0.7578149,0.0,-0.78642905,0.0
0.78936696,0,3.0798333,-3.9534023,1.0,1.131564,-4.7636757,1.0,-0.9208479,0.0
-2.6076763,1,0.07771741,2.0950475,0.0,0.57306373,-1.8453095,1.0,0.41801003,0.0
-0.7614674,0,4.294326,3.8981557,0.0,1.3830609,-2.3099036,0.0,0.39789248,0.0
-1.8334303,0,1.1770153,-5.146146,1.0,0.1247483,-5.5175505,0.0,-0.32625154,0.0
-0.70541203,0,4.2090034,4.521484,0.0,1.1076701,-4.853228,1.0,0.518851,1.0
1.1308959,0,1.8723284,-2.2126467,1.0,0.57007235,-4.7029147,1.0,1.2809304,0.0
-2.734305,0,2.2547116,-2.297971,1.0,-0.3662774,-7.0755005,1.0,-0.58385587,1.0
0.56960964,0,2.7405958,-0.023965716,1.0,0.01678121,-0.8014929,0.0,-0.75722504,1.0
-4.119642,1,-1.8757548,1.1245574,0.0,-0.0666334,-2.179703,1.0,-0.11097759,1.0
1.1219192,0,2.1995523,-3.0686088,1.0,1.0326859,-3.2185345,1.0,-0.09334886,0.0
-4.5326304,1,-1.0924824,-5.3253036,1.0,-1.5677557,-3.4058213,0.0,-1.3188276,0.0
-4.314769,1,-0.9046267,3.8363802,0.0,0.029534906,-4.233325,1.0,0.5838156,1.0
-1.8820039,1,0.3039015,-2.5502813,1.0,0.01302886,-3.360982,1.0,-0.42561612,0.0
-1.794389,1,0.67678815,-7.4917746,1.0,-1.3106725,-3.5971842,0.0,-1.2682818,0.0
0.1668222,0,3.7410095,-1.1094221,0.0,1.3144562,-2.733339,1.0,-0.7019458,0.0
-2.9260044,0,0.5979554,-7.6303153,1.0,0.19858553,-4.44424,1.0,1.3495934,1.0
-3.1592627,1,1.867204,0.8301668,1.0,0.3755418,-3.9853234,0.0,-0.41932258,0.0
1.5723376,0,5.127101,-3.0053458,1.0,0.30703261,-2.2998686,1.0,0.7241949,1.0
-0.6635753,0,1.3310484,5.763216,0.0,0.36947536,-4.878165,1.0,-0.39512905,1.0
-2.9770668,1,0.25971925,-1.8297554,1.0,-0.73857623,-3.285283,0.0,0.13882196,0.0
-7.4667454,1,-4.6684813,1.1305345,0.0,-0.23966604,-2.6968365,1.0,-0.49945757,0.0
-1.1061113,0,-0.451177,-2.5929892,1.0,-0.26772922,-3.8332071,0.0,-0.18728447,1.0
-3.6266415,1,-0.74278456,-0.5483632,0.0,0.13260263,-2.991737,1.0,-0.19007337,0.0
0.16926467,0,1.8498704,-8.712101,1.0,0.73397356,-5.023769,1.0,-0.7381651,0.0
1.0239234,0,0.9232334,0.41840202,1.0,-0.017391205,-4.90633,1.0,0.5259826,1.0
-4.088643,1,-0.14090866,-1.884012,1.0,-0.44177318,-2.7073243,0.0,-0.0056728125,0.0
-0.5729412,0,2.1624522,2.7257361,0.0,0.658439,-2.4752889,1.0,0.79471946,0.0
-0.054419875,0,2.9038444,-1.2755529,1.0,0.20123276,-3.6235926,1.0,0.04915397,0.0
-1.2125881,0,0.7379095,-1.628603,1.0,-0.16357711,-2.1316168,1.0,-0.5763794,0.0
-2.3386562,0,0.8777201,-3.417379,1.0,-0.28920165,-1.8611897,1.0,0.38083446,1.0
1.6381376,0,2.3208191,0.028062105,1.0,-0.2424509,-4.171478,1.0,0.3298697,1.0
-1.4907023,0,1.5862405,3.259337,0.0,-0.2908988,-2.5584462,1.0,0.6406858,1.0
0.07494712,1,2.3314633,6.057167,0.0,-0.084488094,-1.6484435,1.0,0.6867889,1.0
-0.28806686,1,1.5561947,3.308105,0.0,-1.8854955,-2.1354413,0.0,-1.1325419,0.0
-1.8972552,1,0.068398386,3.6025908,0.0,-0.10096258,-4.5253057,0.0,0.26808494,0.0
-0.076720834,0,3.3964767,3.336279,0.0,0.90474606,-1.1519185,0.0,-1.6975933,0.0
-3.663487,1,-0.65156746,0.33782607,1.0,0.8121562,-1.4787005,0.0,-0.004043281,1.0
0.6165252,0,1.7973051,0.46342933,0.0,0.4342828,-3.7689342,0.0,-0.48476666,1.0
-0.33639634,0,1.7134465,2.3813157,1.0,0.46311074,-1.8157892,1.0,-0.24993663,0.0
-2.0561423,1,-0.45617455,-1.209076,1.0,-0.7930314,-3.4800782,0.0,-0.6960332,0.0
0.35629058,0,1.6540214,-6.9147487,1.0,-0.00027183443,-0.95228434,1.0,-0.6210551,0.0
-4.491481,1,-1.0128592,0.9246346,0.0,-1.6504228,-2.7791498,0.0,-0.7613536,0.0
-2.5474606,0,-0.24192882,3.146223,0.0,1.1185665,-1.7498869,1.0,0.053879246,0.0
-4.833377,1,1.7124684,-5.846223,1.0,-0.27115488,-4.2123256,0.0,-1.1045675,1.0
1.4569538,0,1.9238226,-5.2927866,1.0,-0.068761915,-1.0591109,1.0,-0.47528255,0.0
-0.13823819,0,2.6801329,-5.959161,1.0,0.036521852,-2.9814658,0.0,-1.3585596,0.0
-1.8751217,0,1.5097588,-0.37618637,1.0,1.1082935,-4.913685,0.0,-0.1497292,0.0
-0.21383476,0,1.4341561,-1.8683318,1.0,0.2744696,-2.8258514,1.0,-0.3192688,0.0
-0.9967817,1,-0.41589558,-0.9597664,1.0,-0.6912577,0.9299016,1.0,-0.42233557,1.0
-2.2922378,0,2.5980659,-3.8294048,1.0,-0.17061642,-4.9454985,0.0,-1.8067065,0.0
-1.0645921,0,0.6765857,0.69166255,0.0,0.7628937,-1.0156513,0.0,-0.25642055,1.0
-4.6724877,1,-2.6743398,-3.7775297,1.0,-1.2693505,-1.4858257,1.0,-0.7382251,0.0
0.24736059,0,0.5641959,-8.13245,1.0,-0.038181193,-4.1654067,0.0,-0.8973956,1.0
0.41959596,0,3.3156981,-3.5868244,1.0,0.38990742,-2.4333465,1.0,-0.13029434,1.0
0.9668901,0,1.0980902,-6.08835,1.0,0.77749205,-2.5318718,1.0,0.66836095,1.0
-1.6526352,1,0.6995171,-1.1525109,1.0,-0.5620806,-5.327986,1.0,-1.0920343,0.0
-3.9549754,1,-0.33379126,-6.0616846,1.0,-0.62131405,-2.4372964,1.0,-0.4117921,1.0
0.26702905,0,3.9542232,-2.142963,0.0,0.59876996,-2.0641181,1.0,-0.5186405,0.0
-1.3331249,0,0.65172833,-2.7320685,1.0,0.69201374,-4.365897,0.0,0.63857484,1.0
0.005297184,0,0.4120586,-3.649282,1.0,0.96068597,-3.8817196,0.0,-0.728899,0.0
-0.52531433,0,1.0471014,-0.47939533,1.0,0.6906734,-4.258956,1.0,-0.8492776,1.0
3.335967,0,3.0959823,2.0363216,0.0,0.0788129,-4.8928175,0.0,-0.6235634,1.0
0.070852995,0,2.6669173,-4.9995985,1.0,-0.053781778,-2.7890754,1.0,0.69334245,1.0
0.48571944,0,3.3965187,-6.341163,1.0,-0.10309699,-2.321671,0.0,-0.67270744,1.0
-2.2273672,0,1.734464,-5.289628,1.0,-0.030126736,-2.3773787,0.0,-0.26938647,0.0
-3.2414541,1,-0.105804056,-0.8683321,1.0,0.5421296,-2.207499,1.0,-0.86689156,0.0
-1.6000844,0,0.20017904,-6.3792634,1.0,0.85652626,-5.778723,1.0,0.7864224,0.0
-2.4933238,0,2.724867,-4.470758,1.0,0.50779986,-2.8830795,0.0,-0.11560592,1.0
-2.4573693,1,-1.1028732,2.160876,0.0,-1.7182398,-1.9840448,0.0,-2.883667,0.0
-2.2098699,1,-0.81752706,-0.4999469,1.0,-1.2323786,-3.3131366,1.0,-0.012633562,1.0
-1.2509284,1,1.9400505,-0.71222645,0.0,-0.4820498,-3.3167083,0.0,-1.6788487,0.0
-3.7883852,1,0.73683035,-0.8086855,1.0,-0.5172596,-2.2456188,0.0,-1.9305668,0.0
-2.4209044,1,0.040562093,0.2673787,0.0,0.19627535,-1.3787215,0.0,-1.1415194,0.0
-3.232633,1,1.9015229,-10.02338,1.0,-1.9099836,-1.3172622,0.0,-0.9408913,0.0
-1.705188,1,1.0761343,-4.025729,1.0,0.054781616,-1.1973186,0.0,-1.1495675,1.0
-4.34612,1,-1.9528043,-1.7823555,1.0,-0.8285425,-1.8686953,0.0,-1.3731824,0.0
-3.2605972,1,-0.32409507,-4.3830104,1.0,-0.29619706,-1.583365,0.0,-0.60165846,1.0
-1.2921913,0,0.4574921,-2.1482751,1.0,-0.24210125,-4.518159,0.0,-0.6393473,1.0
-0.00451231,1,2.9704432,1.3015349,0.0,0.28202116,-5.2416515,1.0,0.24869299,0.0
-3.4597235,1,-0.84801644,-2.3124878,1.0,-1.059078,-2.338399,1.0,-1.5671632,0.0
-3.5957298,0,-1.5203947,-9.660274,1.0,0.06548588,-1.6261252,0.0,-1.345469,0.0
-1.3765694,0,2.2366858,-0.66719353,0.0,1.3716097,-2.831892,1.0,0.8239564,1.0
-1.7790573,0,2.120006,1.9553874,0.0,1.0930688,-1.9280885,1.0,0.77253497,1.0
-0.8820051,1,3.1226878,-2.5866725,1.0,0.1986019,-3.4885206,1.0,-0.338607,0.0
-4.23219,1,-1.5741317,7.4984603,0.0,1.7134593,-1.6225402,1.0,0.5930949,1.0
-3.9306645,0,-0.24565911,-1.2548177,1.0,0.85008776,-2.6991663,1.0,-0.38652083,0.0
-1.1949143,1,2.0388093,2.9537678,0.0,-1.2171135,-2.3795135,0.0,-0.80040896,1.0
-3.5429077,0,2.286613,-2.110075,1.0,-0.01748702,-3.777314,0.0,-0.7275463,1.0
-2.5416024,1,0.28533304,-0.638373,0.0,-0.58287174,-0.3679514,0.0,-1.5696648,0.0
-3.874039,1,-2.8171504,3.7703056,0.0,-0.51824355,-3.3089235,1.0,-0.3879867,1.0
-1.7753458,0,-0.16203487,-7.4698234,1.0,0.2939028,-2.7993586,1.0,-0.19412506,1.0
-2.0008934,0,0.12545186,4.7020435,0.0,1.4510748,-5.0469184,1.0,0.080228806,1.0
-2.6269996,1,-2.5075765,1.8113699,0.0,0.98510873,-3.6915348,1.0,0.9511756,1.0
-1.7314905,1,0.4078856,1.4803555,0.0,-0.76449835,-3.0230868,0.0,-0.37826878,0.0
-0.05946803,1,0.9272787,-1.487346,1.0,-0.6447425,-2.8294508,0.0,-0.802652,0.0
-2.6930535,1,2.540679,2.020631,0.0,-0.4549643,-1.1347688,0.0,-1.719658,0.0
-1.5157903,1,0.51437217,6.920133,0.0,-0.9289775,-2.9731083,0.0,-0.31889278,1.0
-1.9429045,0,0.8724891,-1.1089579,1.0,0.9280688,-3.954804,0.0,-1.3601316,0.0
-0.22123885,1,0.78763396,2.1791537,1.0,1.5310001,-3.389243,1.0,0.9127325,1.0
-3.471079,1,-1.4931438,-1.0055382,1.0,-1.2744362,-5.93715,0.0,-0.20558345,1.0
-0.13636231,0,2.7231193,-1.7740564,1.0,-1.3673489,-1.941517,0.0,-1.9004294,0.0
-0.112754464,0,1.5274731,-6.303635,1.0,-0.23172218,-4.9862075,0.0,-1.1664442,0.0
-1.8048346,0,2.4307187,-4.6781273,1.0,-0.41898522,-1.1747746,1.0,-1.0320836,0.0
2.6278453,0,3.3921473,-3.5617247,0.0,0.7995171,0.3560028,1.0,-0.4804983,0.0
0.2206229,0,0.8368256,-1.8189049,1.0,0.39143807,-4.1680975,1.0,-0.47581747,1.0
-1.2639632,0,2.3452659,-1.6949847,1.0,0.30499893,-3.7103233,1.0,-0.8879809,0.0
-0.40198135,0,0.7049202,-4.1069303,1.0,-0.34825593,-3.0929835,0.0,-0.3659026,0.0
-4.626652,1,-0.8423675,5.3021574,0.0,-0.26680937,-2.16345,0.0,-0.47187394,0.0
-1.133311,0,2.1103706,-6.398267,1.0,0.8149579,-4.693524,1.0,0.38015285,0.0
-3.3003955,1,-0.6338529,-1.3470111,1.0,1.1899896,-1.8716478,1.0,-0.0055745095,1.0
-2.44878,1,0.3770228,-3.0125241,1.0,0.11163604,-4.099411,1.0,-0.53184396,1.0
-3.7442186,1,1.0061456,-6.2674065,1.0,-0.10885239,-2.7548301,0.0,-1.4032071,0.0
0.80432606,0,2.3960261,-5.2382617,1.0,-0.076008976,-4.4036717,0.0,-2.348052,1.0
0.0608871,0,2.708144,2.4506426,0.0,0.9073993,-3.7042668,1.0,0.055230133,0.0
-5.2968407,0,0.27003908,-5.905597,1.0,0.43727258,-3.4489918,1.0,0.16593802,0.0
-1.8137852,0,1.0710603,-5.8920255,1.0,0.36107633,-5.8944,0.0,-1.1531024,0.0
-1.9379853,1,3.067971,-1.5143278,1.0,-0.37060234,-3.5418463,0.0,-0.6414287,1.0
-2.6764674,1,-1.1770619,-0.06364776,1.0,-0.29449174,-2.7468972,0.0,-2.1840181,0.0
-3.1128883,1,-2.4022567,-0.24936652,0.0,-0.51967835,-3.8962317,0.0,-0.554504,0.0
-4.167797,1,-1.74722,6.3282237,0.0,0.25533205,-0.7815449,1.0,-1.0955715,0.0
1.8298042,0,1.4717304,-3.535793,1.0,0.40492684,-4.9217668,0.0,-1.2534323,0.0
0.16496563,0,2.3694546,-3.1301942,1.0,1.3607278,-1.5691156,1.0,-0.7395643,0.0
-0.56570053,0,1.1180053,-2.9968884,1.0,0.9351115,-3.0104444,0.0,-1.4888203,0.0
0.50240827,0,1.1699909,-0.9293138,0.0,-0.3088058,-4.8403196,1.0,-0.5110306,0.0
-1.9862555,0,1.334645,-3.0887346,1.0,0.13163367,-3.0284233,0.0,-0.90790534,0.0
-4.60797,1,0.16056657,-1.6803836,1.0,0.0012727678,-3.1296253,0.0,-1.1241051,0.0
0.42821336,0,1.757091,-4.6987066,1.0,1.0365444,-4.2734494,1.0,-0.69155157,0.0
1.6606908,0,2.5873485,-3.30133,1.0,0.32019767,-5.183827,1.0,-0.0904023,0.0
-2.5609016,1,-0.62101245,-3.8005104,1.0,0.08193451,-4.0502343,1.0,0.26669443,1.0
-1.5423687,0,0.65689814,-1.1858367,1.0,0.27820283,-5.8160124,0.0,0.38768512,1.0
-4.0684834,1,-0.26260537,-3.4295323,1.0,0.16739315,-5.740719,0.0,-0.97838914,0.0
-4.710466,1,-1.4153805,-2.3371315,1.0,-1.8483157,-2.5057418,0.0,-1.7975134,0.0
-0.97989666,0,0.9186115,-1.2547628,0.0,0.37554535,-1.5140946,1.0,1.2767773,1.0
-4.9210124,0,-0.45242506,-2.2457294,1.0,-0.54375154,-5.4666967,1.0,-1.11291,1.0
-3.333235,1,-1.1246719,-1.2754906,0.0,-0.94755626,-4.063119,0.0,-1.8160647,1.0
-1.7924742,1,0.30535176,-1.9797643,1.0,-1.2975473,-2.8948655,0.0,-1.3749281,0.0
-3.0779796,0,0.8907231,-0.8406503,1.0,0.4598076,-4.3049903,0.0,-1.0894822,1.0
-3.1051621,1,1.0239075,-5.2508926,1.0,-1.3997607,-3.7863245,1.0,-1.2229427,1.0
-7.5591903,1,-1.7364873,-3.9809444,1.0,-0.94654834,-5.133894,0.0,-1.0257483,0.0
-2.1155257,0,0.42231283,-1.430889,1.0,1.0057117,-2.2196922,1.0,0.5203169,0.0
0.03414309,0,1.9300848,-0.8529254,0.0,1.1512201,-4.136463,0.0,-0.028956503,0.0
-1.1423644,0,2.3429108,-4.9900484,1.0,-0.626495,-3.8321526,0.0,-0.6265056,1.0
-1.576853,0,0.83324945,-0.76546293,1.0,1.049356,-4.93252,0.0,-0.5805745,1.0
3.7492523,0,4.8266325,-3.7592301,1.0,1.6246148,-4.832262,1.0,-0.3518873,1.0
-1.2367299,1,0.942482,-0.6090005,1.0,-0.6003744,-2.15104,1.0,-1.3946481,0.0
-6.4719534,1,-1.6577338,-0.27500954,0.0,-0.9048082,-3.6107054,0.0,-0.88164186,0.0
-3.0498219,1,-2.5341768,0.27448696,1.0,-0.90176415,-3.128483,0.0,-2.2361426,0.0
-2.4463983,0,0.32632095,-0.78286266,1.0,0.6928003,-3.1121984,1.0,-0.89577234,0.0
-2.7348087,0,-1.393275,3.7835605,0.0,1.0913738,-3.965234,1.0,-1.1062905,0.0
-2.9522443,1,-1.1441693,0.6542432,0.0,0.30059403,-3.2954369,0.0,0.31582147,1.0
0.7492049,0,2.424991,-8.672553,1.0,0.6079109,-2.841213,0.0,-0.8833568,0.0
-4.1223974,1,-1.0017492,-5.2904096,1.0,-0.7034403,-5.002138,1.0,-1.3712602,1.0
-1.1925309,1,-1.2564504,2.2046344,0.0,0.5994965,-3.3287048,1.0,0.25472447,0.0
-6.02895,1,-3.8212035,1.4772959,0.0,-0.48229128,-3.5262728,0.0,-1.437748,0.0
-2.3918242,0,2.2102656,-3.0561533,1.0,0.048992693,-2.6519156,0.0,-0.4877699,0.0
-0.34438884,0,2.1211078,-4.378209,1.0,0.6635382,-1.6506157,0.0,-0.13786516,0.0
-0.6015327,1,1.2868857,-1.2836256,1.0,-0.8416257,-4.0407677,0.0,-2.1137109,0.0
-5.916019,1,-1.1691275,-0.55132866,0.0,-1.2351096,-2.3786473,0.0,-2.4531486,0.0
-5.1664762,1,-0.7098347,-2.560263,1.0,-1.1116934,-4.695905,0.0,-1.990387,0.0
-0.01709485,0,0.354486,6.2446213,0.0,1.7047219,-5.2215605,1.0,0.38330722,0.0
-1.189769,0,1.0958817,-6.2157555,1.0,0.95600307,-4.9940133,1.0,-0.12512252,1.0
1.7230599,0,2.90015,-4.052037,1.0,0.028264657,-4.191593,1.0,-0.17544933,1.0
-5.0627656,1,-1.1918936,6.0611486,0.0,0.15166861,-2.1137834,0.0,-0.696517,0.0
-2.1405883,0,-0.48432064,2.328978,0.0,0.3175751,-2.1128838,0.0,-1.3751252,0.0
-2.2450976,1,-1.2827425,-3.8469095,1.0,-0.59704953,-2.9417167,0.0,-2.3211708,1.0
-5.151737,1,-2.1321433,1.1751521,1.0,0.1199525,-1.170224,1.0,0.18893182,0.0
-2.213139,0,-0.104797244,1.8860672,0.0,0.9051423,-2.503283,0.0,-0.46607426,0.0
-1.6056346,0,1.8693941,-2.4966202,1.0,1.6881477,-4.8006163,0.0,-0.06094236,0.0
1.5575199,0,3.9532187,-3.9661613,1.0,1.2351091,-5.847513,1.0,0.048535645,0.0
-2.398969,1,1.0859544,5.0238957,0.0,0.1392059,-3.4314742,1.0,-0.9512982,0.0
-0.009137511,0,3.012669,2.1972795,0.0,-0.12774175,-3.1763601,1.0,-0.5867417,1.0
-2.0074437,1,-0.9992933,-2.0277555,1.0,-1.3772376,-3.0925417,0.0,-1.2347596,0.0
-2.0470126,1,-0.26836258,8.320343,0.0,0.9869213,-5.9030313,1.0,0.67925996,1.0
-1.939528,0,1.4488337,-2.638049,1.0,0.19079098,-2.0670438,0.0,-0.36780477,0.0
-1.5523318,1,3.8855011,-4.410858,1.0,-0.8099575,-2.9762113,1.0,-1.4300936,1.0
-0.67421556,1,2.4217587,-3.8362498,1.0,-0.66598016,-3.287711,1.0,0.11692613,0.0
-3.7126334,1,0.34898603,-1.7488718,0.0,-0.9863821,-2.3071935,0.0,-0.87149596,0.0
-2.0070515,0,1.5446084,-2.8590815,1.0,-0.08320814,-6.22761,0.0,-1.0766573,1.0
-0.9723928,1,-1.1449792,-2.708932,1.0,-0.10325351,-2.2348957,0.0,-0.18207979,1.0
0.76364183,0,3.1837568,-1.6963964,1.0,-0.63476217,-2.5579185,1.0,-0.9214055,0.0
-3.5979614,0,-2.6824853,4.745428,0.0,0.32118374,-3.197417,0.0,-0.5143511,0.0
-4.073929,1,-0.7790277,-8.648572,1.0,-0.40842593,-0.93425465,0.0,-2.058375,0.0
0.8778877,0,2.5758636,-0.9148341,1.0,0.43355775,-7.199582,0.0,-0.5585066,1.0
-1.8641503,0,0.84306955,-0.7501992,1.0,0.44061834,-2.3541236,1.0,-0.93248445,1.0
-5.953759,1,-0.017903566,-2.2090893,1.0,-0.038712025,-1.2329351,0.0,-0.34498638,0.0
-0.5819707,0,2.4960759,-4.7377796,1.0,0.8796892,-3.2853146,0.0,-0.17328611,1.0
-1.5955164,0,0.6451924,2.5066519,0.0,1.471525,-1.9622296,1.0,1.8088979,0.0
-3.572474,1,-2.5106413,0.15321022,0.0,-0.8851417,-1.9403653,0.0,-1.111217,0.0
-1.0666325,1,-1.2939548,2.053217,1.0,-0.8287681,-3.2822142,0.0,-1.3811096,0.0
-0.7217567,1,0.5828635,-1.0596085,1.0,-1.540128,-1.6406476,0.0,-3.155505,1.0
-0.9925671,0,1.3227767,0.04992211,1.0,0.841189,-2.5533228,1.0,-0.2311596,0.0
0.5922606,1,0.2676376,4.493331,0.0,1.1109076,-4.8938446,1.0,0.69208336,1.0
-1.0411549,1,3.9794621,-3.5439274,1.0,-0.9025172,-3.7651503,0.0,-1.4350153,0.0
-2.1896207,0,-0.5468122,0.4289496,0.0,1.1865029,-2.7753565,1.0,0.39101762,1.0
-2.1559727,1,0.0007406175,-1.5938957,1.0,-0.050676882,-1.6954238,1.0,-0.81591976,1.0
-3.4862084,1,-0.17769605,1.9115727,0.0,-0.8739394,-2.938818,0.0,-1.1585337,1.0
